DB Object Symbol,GO ID,DB Object Type
SMARCAL1,GO:0031297,protein
GLTP,GO:0120009,protein
GPRC5B,GO:0006884,protein
IL37,GO:0032720,protein
IL37,GO:0032715,protein
IL37,GO:0050727,protein
KCNIP1,GO:1901379,protein
GRHL1,GO:0045944,protein
TFCP2L1,GO:0006357,protein
UBP1,GO:0006357,protein
UBP1,GO:0032897,protein
UBP1,GO:0045944,protein
IGF2BP1,GO:0010610,protein
IGF2BP1,GO:0017148,protein
IGF2BP1,GO:0070934,protein
IGF2BP1,GO:1900152,protein
IGF2BP1,GO:2000767,protein
DTL,GO:0000209,protein
DTL,GO:0006511,protein
DTL,GO:0006513,protein
DTL,GO:0006974,protein
DTL,GO:0007095,protein
DTL,GO:0009411,protein
DTL,GO:0010971,protein
DTL,GO:0019985,protein
DTL,GO:0045732,protein
DTL,GO:0051726,protein
SACS,GO:0090084,protein
EIF2AK3,GO:0001503,protein
EIF2AK3,GO:0001525,protein
EIF2AK3,GO:0006983,protein
EIF2AK3,GO:0010575,protein
EIF2AK3,GO:0010628,protein
EIF2AK3,GO:0030968,protein
EIF2AK3,GO:0031018,protein
EIF2AK3,GO:0034198,protein
EIF2AK3,GO:0034976,protein
EIF2AK3,GO:0036492,protein
EIF2AK3,GO:0042149,protein
EIF2AK3,GO:0045943,protein
EIF2AK3,GO:0046777,protein
EIF2AK3,GO:0070417,protein
EIF2AK3,GO:1902235,protein
COQ3,GO:0006071,protein
COQ3,GO:0006744,protein
MTCH1,GO:0006919,protein
MTCH1,GO:0045040,protein
ADA2,GO:0006154,protein
ZNF224,GO:0000122,protein
ZNF224,GO:0045892,protein
HSPBP1,GO:0031398,protein
HSPBP1,GO:0032436,protein
MAT2B,GO:0006556,protein
ITSN2,GO:1903861,protein
BICRA,GO:0045893,protein
NOP53,GO:0000027,protein
NOP53,GO:0000122,protein
NOP53,GO:0001932,protein
NOP53,GO:0006281,protein
NOP53,GO:0006974,protein
NOP53,GO:0007095,protein
NOP53,GO:0031333,protein
NOP53,GO:0032435,protein
NOP53,GO:0032436,protein
NOP53,GO:0039535,protein
NOP53,GO:0042981,protein
NOP53,GO:0050821,protein
NOP53,GO:0051726,protein
NOP53,GO:0051898,protein
NOP53,GO:0071456,protein
NOP53,GO:1901796,protein
NOP53,GO:1901837,protein
NOP53,GO:1903006,protein
NOP53,GO:1903715,protein
NOP53,GO:1990173,protein
IL1RAPL1,GO:0045920,protein
IL1RAPL1,GO:0099175,protein
IL1RAPL1,GO:0099545,protein
IL1RAPL1,GO:1905606,protein
EHD3,GO:0072659,protein
EHD3,GO:0086036,protein
EHD3,GO:0001881,protein
EHD3,GO:0032456,protein
EHD3,GO:0034498,protein
EHD3,GO:0060271,protein
EHD3,GO:0090160,protein
EHD3,GO:1903358,protein
EHD2,GO:0032456,protein
ARHGEF12,GO:0007186,protein
CNOT2,GO:0000122,protein
CNOT2,GO:0010606,protein
CNOT2,GO:0033147,protein
CNOT2,GO:2000036,protein
AIPL1,GO:0018343,protein
CD274,GO:0046006,protein
CD274,GO:0070232,protein
CD274,GO:1905399,protein
CD274,GO:0002841,protein
CD274,GO:0006955,protein
CD274,GO:0007165,protein
CD274,GO:0007166,protein
CD274,GO:0031295,protein
CD274,GO:0032689,protein
CD274,GO:0032693,protein
CD274,GO:0032733,protein
CD274,GO:0034097,protein
CD274,GO:0035666,protein
CD274,GO:0046007,protein
CD274,GO:1903556,protein
CD274,GO:1905404,protein
CD274,GO:2000562,protein
CD274,GO:2001186,protein
KLRF1,GO:0051132,protein
BFAR,GO:0043066,protein
BFAR,GO:0000209,protein
BFAR,GO:0006511,protein
BFAR,GO:0043161,protein
BFAR,GO:0051865,protein
BFAR,GO:0070534,protein
BFAR,GO:0070936,protein
BFAR,GO:1903895,protein
FLRT3,GO:0098742,protein
FLRT3,GO:1990138,protein
LMCD1,GO:0010611,protein
LMCD1,GO:0070886,protein
CRIM1,GO:0045668,protein
CRIM1,GO:0030514,protein
SELENON,GO:0055074,protein
SELENON,GO:0060314,protein
SELENON,GO:1902884,protein
KCND2,GO:0001508,protein
KCND2,GO:0006936,protein
KCND2,GO:0071805,protein
KCND2,GO:0086009,protein
CHMP5,GO:0001778,protein
CHMP5,GO:0006914,protein
CHMP5,GO:0006997,protein
CHMP5,GO:0007080,protein
CHMP5,GO:0010824,protein
CHMP5,GO:0031468,protein
CHMP5,GO:0039702,protein
CHMP5,GO:0043162,protein
CHMP5,GO:0046755,protein
CHMP5,GO:0046761,protein
CHMP5,GO:0061952,protein
CHMP5,GO:0071222,protein
CHMP5,GO:0071225,protein
CHMP5,GO:0071985,protein
CHMP5,GO:0097352,protein
CHMP5,GO:1901673,protein
CHMP5,GO:1902774,protein
CNIH4,GO:0006888,protein
CWC15,GO:0000398,protein
NDUFAF4,GO:0032981,protein
NDUFAF4,GO:0051607,protein
HACD3,GO:0030497,protein
HACD3,GO:0042761,protein
HACD3,GO:0045070,protein
HACD3,GO:0046726,protein
JKAMP,GO:0036503,protein
KLK14,GO:0006508,protein
KLK14,GO:0009566,protein
KLK14,GO:0045744,protein
KLK14,GO:0045745,protein
KLK14,GO:0048730,protein
KLK14,GO:0070684,protein
EMC3,GO:0045050,protein
EMC3,GO:0071816,protein
NDUFA13,GO:0030308,protein
NDUFA13,GO:0032981,protein
NDUFA13,GO:0035458,protein
NDUFA13,GO:0045039,protein
NDUFA13,GO:0045732,protein
NDUFA13,GO:0045892,protein
NDUFA13,GO:0071300,protein
NDUFA13,GO:0072593,protein
NDUFA13,GO:0097190,protein
NDUFA13,GO:1900119,protein
NDUFA13,GO:2001243,protein
PDP1,GO:0035970,protein
KCMF1,GO:0043161,protein
KCMF1,GO:0070534,protein
KCMF1,GO:0070936,protein
FOXJ2,GO:0016525,protein
FOXJ2,GO:0045944,protein
FOXJ2,GO:0110059,protein
FOXJ2,GO:1904707,protein
FRRS1L,GO:1900449,protein
VAPA,GO:0007029,protein
VAPA,GO:0034975,protein
VAPA,GO:0006686,protein
VAPA,GO:0006888,protein
VAPA,GO:0015914,protein
VAPA,GO:0015918,protein
VAPA,GO:0019076,protein
VAPA,GO:0030301,protein
VAPA,GO:0031175,protein
VAPA,GO:0035627,protein
VAPA,GO:0043123,protein
VAPA,GO:0044828,protein
VAPA,GO:0044829,protein
VAPA,GO:0061817,protein
VAPA,GO:0070972,protein
VAPA,GO:0090114,protein
MARK1,GO:0010628,protein
MARK1,GO:0010629,protein
MARK1,GO:0006468,protein
MARK1,GO:0010719,protein
MARK1,GO:0035556,protein
PKD2L1,GO:0035725,protein
PKD2L1,GO:0050915,protein
PKD2L1,GO:0051289,protein
PKD2L1,GO:0071805,protein
PKD2L1,GO:0098662,protein
MACROH2A2,GO:0007549,protein
MACROH2A2,GO:0000122,protein
MACROH2A2,GO:0007420,protein
MACROH2A2,GO:0045618,protein
MACROH2A2,GO:0045814,protein
MACROH2A2,GO:0071169,protein
MACROH2A2,GO:1901837,protein
TMEM216,GO:0060271,protein
MARCHF2,GO:0016567,protein
MARCHF2,GO:0044790,protein
MARCHF2,GO:1905167,protein
TBC1D7,GO:0009267,protein
TBC1D7,GO:0031398,protein
TBC1D7,GO:0032007,protein
TBC1D7,GO:0043547,protein
TBC1D7,GO:0070848,protein
TBC1D7,GO:0090630,protein
TBC1D7,GO:1902018,protein
TBC1D7,GO:1904262,protein
RNF181,GO:0051865,protein
MTRES1,GO:0072344,protein
MTRES1,GO:1903108,protein
GSKIP,GO:0006469,protein
GSKIP,GO:0008631,protein
GSKIP,GO:0030111,protein
GSKIP,GO:0090263,protein
COX16,GO:0033617,protein
ORMDL1,GO:1900060,protein
ORMDL1,GO:0006672,protein
TMEM9,GO:0007042,protein
TMEM9,GO:0048388,protein
TMEM9,GO:0070070,protein
TMEM9,GO:0090263,protein
TOMM7,GO:0031647,protein
TOMM7,GO:0098779,protein
TOMM7,GO:1903955,protein
SENP1,GO:0045944,protein
SENP1,GO:0006919,protein
SENP1,GO:0016926,protein
SENP1,GO:0043488,protein
SENP1,GO:0097190,protein
CXXC1,GO:0006355,protein
CXXC1,GO:0045893,protein
SH3BP4,GO:0043090,protein
SH3BP4,GO:0008285,protein
SH3BP4,GO:0010508,protein
SH3BP4,GO:0030308,protein
SH3BP4,GO:0032007,protein
SH3BP4,GO:0034260,protein
SH3BP4,GO:0050790,protein
SH3BP4,GO:0061462,protein
SH3BP4,GO:0071230,protein
IFNK,GO:0006355,protein
IFNK,GO:0019221,protein
PIPOX,GO:0033514,protein
DOK5,GO:0051386,protein
GMIP,GO:0034260,protein
GMIP,GO:0035556,protein
CLEC1B,GO:0007165,protein
VPS54,GO:0007041,protein
VPS54,GO:0042147,protein
MDFIC,GO:0030111,protein
MDFIC,GO:0045893,protein
MDFIC,GO:0046328,protein
MDFIC,GO:0050434,protein
TMEM63C,GO:0006812,protein
SIRPG,GO:0008284,protein
SIRPG,GO:0022409,protein
SIRPG,GO:0050870,protein
PIM2,GO:0000082,protein
PIM2,GO:0006468,protein
PIM2,GO:0008285,protein
PIM2,GO:0043066,protein
PIM2,GO:0050821,protein
CAMSAP3,GO:0000226,protein
CAMSAP3,GO:0030334,protein
CAMSAP3,GO:0030951,protein
CAMSAP3,GO:0031113,protein
CAMSAP3,GO:0033043,protein
CAMSAP3,GO:0034453,protein
CAMSAP3,GO:0045198,protein
CAMSAP3,GO:0045218,protein
CAMSAP3,GO:0051893,protein
CAMSAP3,GO:0070507,protein
CAMSAP3,GO:0090136,protein
CAMSAP3,GO:1903358,protein
ZBTB4,GO:0000122,protein
ZBTB4,GO:0006974,protein
ZBTB4,GO:0045892,protein
CALCOCO1,GO:0010628,protein
CALCOCO1,GO:0045893,protein
HCN3,GO:0071320,protein
HCN3,GO:0035725,protein
HCN3,GO:0042391,protein
HCN3,GO:0071805,protein
WHRN,GO:0001895,protein
WHRN,GO:0007605,protein
WHRN,GO:0050953,protein
CEP72,GO:0007051,protein
CEP72,GO:0007099,protein
CEP72,GO:0033566,protein
CEP72,GO:1904779,protein
PLCE1,GO:0006651,protein
PLCE1,GO:0007173,protein
PLCE1,GO:0007200,protein
PLCE1,GO:0007265,protein
PLCE1,GO:0010592,protein
PLCE1,GO:0032835,protein
PLCE1,GO:0035556,protein
CCDC88C,GO:0046330,protein
CCDC88C,GO:0003383,protein
CCDC88C,GO:0007264,protein
CCDC88C,GO:0035567,protein
CCDC88C,GO:0090090,protein
DNAH2,GO:0036159,protein
DNAH2,GO:0060285,protein
STIM2,GO:0006874,protein
STIM2,GO:0032237,protein
STIM2,GO:0051928,protein
VPS18,GO:0007032,protein
VPS18,GO:0007040,protein
VPS18,GO:0008333,protein
VPS18,GO:0016567,protein
VPS18,GO:0033147,protein
VPS18,GO:2000300,protein
RCC2,GO:0007229,protein
RCC2,GO:0010971,protein
RCC2,GO:0034260,protein
RCC2,GO:0048041,protein
RCC2,GO:0051987,protein
RCC2,GO:0072356,protein
RELCH,GO:0032367,protein
JCAD,GO:0043410,protein
JCAD,GO:0090050,protein
JCAD,GO:1900748,protein
JCAD,GO:1903589,protein
MBD5,GO:0007399,protein
MBD5,GO:0050795,protein
SLAIN2,GO:0007020,protein
SLAIN2,GO:0031116,protein
SLAIN2,GO:0031122,protein
TENM3,GO:0048593,protein
USP36,GO:0006325,protein
USP36,GO:0016242,protein
USP36,GO:0016579,protein
USP36,GO:0031647,protein
USP36,GO:1901524,protein
USP36,GO:1903955,protein
USP36,GO:2000232,protein
FNIP2,GO:0000122,protein
FNIP2,GO:0001932,protein
FNIP2,GO:0006468,protein
FNIP2,GO:0031334,protein
FNIP2,GO:0033138,protein
FNIP2,GO:1904263,protein
BCCIP,GO:0000079,protein
BCCIP,GO:0000226,protein
BCCIP,GO:0007052,protein
BCCIP,GO:0034453,protein
BCCIP,GO:0061101,protein
BCCIP,GO:0090307,protein
STK26,GO:0006468,protein
STK26,GO:0009267,protein
STK26,GO:0030033,protein
STK26,GO:0030336,protein
STK26,GO:0034599,protein
STK26,GO:0035556,protein
STK26,GO:0042981,protein
STK26,GO:0046777,protein
C5AR2,GO:0032677,protein
C5AR2,GO:0032715,protein
C5AR2,GO:0032720,protein
C5AR2,GO:0090024,protein
ABI3,GO:0018108,protein
ABI3,GO:0030334,protein
ABI3,GO:0002357,protein
ABI3,GO:2000774,protein
CTTNBP2NL,GO:0006470,protein
CTTNBP2NL,GO:0032410,protein
CTTNBP2NL,GO:0034763,protein
IBTK,GO:0001933,protein
IBTK,GO:0051209,protein
CHD7,GO:0001501,protein
CHD7,GO:0001701,protein
CHD7,GO:0003007,protein
CHD7,GO:0007417,protein
CHD7,GO:0021545,protein
CHD7,GO:0030217,protein
CHD7,GO:0042472,protein
CHD7,GO:0043584,protein
CHD7,GO:0048806,protein
CHD7,GO:0050890,protein
CHD7,GO:0060041,protein
CHD7,GO:0060123,protein
CHD7,GO:0060173,protein
CHD7,GO:0060324,protein
CHD7,GO:0062009,protein
DNAH1,GO:0030317,protein
DNAH1,GO:0036159,protein
DNAH1,GO:0007288,protein
ZNFX1,GO:0042742,protein
ZNFX1,GO:0051607,protein
RRBP1,GO:0001649,protein
MAP10,GO:0031122,protein
MAP10,GO:0032467,protein
MAP10,GO:0032886,protein
MAP10,GO:0051256,protein
KLHL8,GO:0006511,protein
KLHL8,GO:0016567,protein
CEP126,GO:0007052,protein
CEP126,GO:0031122,protein
CEP126,GO:0060271,protein
CPSF2,GO:0006398,protein
KLHL9,GO:0016567,protein
KLHL9,GO:0032465,protein
LARS1,GO:0006425,protein
LARS1,GO:0006429,protein
LARS1,GO:0008361,protein
LARS1,GO:0032008,protein
LARS1,GO:0034198,protein
LARS1,GO:0043547,protein
LARS1,GO:0071230,protein
LARS1,GO:0071233,protein
LARS1,GO:1904263,protein
LARS1,GO:1990253,protein
KLHL42,GO:0000209,protein
KLHL42,GO:0032886,protein
KLHL42,GO:0043161,protein
EIF2AK4,GO:0010998,protein
EIF2AK4,GO:0034198,protein
EIF2AK4,GO:0036492,protein
EIF2AK4,GO:0070417,protein
EIF2AK4,GO:0140469,protein
DISP3,GO:0045665,protein
DISP3,GO:0045834,protein
DISP3,GO:2000179,protein
WDR35,GO:0035721,protein
WDR35,GO:0042073,protein
WDR35,GO:0060271,protein
WDR35,GO:0061512,protein
TBC1D14,GO:1902017,protein
TBC1D14,GO:0010507,protein
TBC1D14,GO:0071955,protein
TBC1D14,GO:2000785,protein
ADAMTS9,GO:0006508,protein
KANSL3,GO:1903108,protein
KLHL13,GO:0016567,protein
KLHL13,GO:0032465,protein
HECW2,GO:0030071,protein
STARD9,GO:0051225,protein
FRMD4A,GO:0050714,protein
ANKFY1,GO:0016197,protein
ANKFY1,GO:0034058,protein
ANKFY1,GO:0042147,protein
ANKFY1,GO:0048549,protein
ANKFY1,GO:0090160,protein
NRXN2,GO:0030534,protein
NRXN2,GO:0035176,protein
NRXN2,GO:0042297,protein
NRXN2,GO:0071625,protein
WRAP73,GO:0090307,protein
WRAP73,GO:1902857,protein
GMPR2,GO:0046037,protein
SLC17A6,GO:0051938,protein
SLC17A6,GO:0055062,protein
SLC17A6,GO:0098700,protein
PSMC3IP,GO:0007129,protein
PSMC3IP,GO:0007131,protein
STX18,GO:0090158,protein
STX18,GO:1902117,protein
STX18,GO:1902953,protein
STX18,GO:1903358,protein
DPM3,GO:0006506,protein
DPM3,GO:0019348,protein
ZNF219,GO:0000122,protein
ZNF219,GO:0006355,protein
ZNF219,GO:0045892,protein
UVRAG,GO:0006281,protein
UVRAG,GO:0006890,protein
UVRAG,GO:0006914,protein
UVRAG,GO:0007098,protein
UVRAG,GO:0010506,protein
UVRAG,GO:0032465,protein
UVRAG,GO:0032801,protein
UVRAG,GO:0036092,protein
UVRAG,GO:0051684,protein
UVRAG,GO:0071900,protein
UVRAG,GO:0097352,protein
UVRAG,GO:0097680,protein
ATXN10,GO:0007399,protein
ATXN10,GO:0031175,protein
ATXN10,GO:0032465,protein
MBD2,GO:0000122,protein
MBD2,GO:0006338,protein
MBD2,GO:0006346,protein
TFIP11,GO:0000390,protein
TFIP11,GO:0031333,protein
TFIP11,GO:0032091,protein
NFKBIL1,GO:0031665,protein
NFKBIL1,GO:0032088,protein
NFKBIL1,GO:0032720,protein
NFKBIL1,GO:0034122,protein
NFKBIL1,GO:0071222,protein
DNMT3B,GO:0000122,protein
DNMT3B,GO:0010628,protein
MYO1A,GO:0007605,protein
MYO1A,GO:0051648,protein
ORC3,GO:0006270,protein
ORC3,GO:0006275,protein
RHCG,GO:0006873,protein
RHCG,GO:0070634,protein
RHCG,GO:0072488,protein
CLCF1,GO:0008284,protein
CLCF1,GO:0042531,protein
CLCF1,GO:0043524,protein
SAE1,GO:0016925,protein
SAE1,GO:0033235,protein
SAE1,GO:1903955,protein
NLK,GO:0007179,protein
NLK,GO:0050821,protein
NLK,GO:0071470,protein
NLK,GO:1904262,protein
MAGEC2,GO:0030163,protein
MAGEC2,GO:0051443,protein
COPG2,GO:0006891,protein
RNF7,GO:0045116,protein
PI4KB,GO:0007040,protein
PI4KB,GO:0048839,protein
MRC2,GO:0001649,protein
MRC2,GO:0030574,protein
CRNN,GO:0009408,protein
CRNN,GO:0010468,protein
CRNN,GO:0010838,protein
CRNN,GO:0051092,protein
CRNN,GO:0051896,protein
CRNN,GO:0071345,protein
CRNN,GO:0098609,protein
CRNN,GO:1902808,protein
IL36RN,GO:0001960,protein
IL36RN,GO:0019732,protein
IL36RN,GO:0032689,protein
IL36RN,GO:0032700,protein
XPR1,GO:0030643,protein
XPR1,GO:0035435,protein
HECA,GO:0045930,protein
ABCD2,GO:0000038,protein
ABCD2,GO:0006635,protein
ABCD2,GO:0032000,protein
ABCD2,GO:0042760,protein
PPARGC1A,GO:0048662,protein
PPARGC1A,GO:0006355,protein
PPARGC1A,GO:0006094,protein
PPARGC1A,GO:0007005,protein
PPARGC1A,GO:0010628,protein
PPARGC1A,GO:0045893,protein
PPARGC1A,GO:0045944,protein
PPARGC1A,GO:0051091,protein
HCST,GO:0006468,protein
HCST,GO:0042267,protein
HCST,GO:0051897,protein
MTRR,GO:0009086,protein
MTRR,GO:0043418,protein
MTRR,GO:0046655,protein
MTRR,GO:1904042,protein
UXT,GO:0000122,protein
UXT,GO:0000226,protein
UXT,GO:0007098,protein
ASH2L,GO:0006974,protein
ASH2L,GO:0008284,protein
ASH2L,GO:0043627,protein
ASH2L,GO:0045815,protein
CPNE7,GO:0071277,protein
P2RX2,GO:0007605,protein
DHCR7,GO:0006695,protein
CACNG4,GO:2000311,protein
TRPC4,GO:0070509,protein
HDAC6,GO:0106047,protein
HDAC6,GO:0106048,protein
HDAC6,GO:2000273,protein
HDAC6,GO:0006476,protein
HDAC6,GO:0006515,protein
HDAC6,GO:0006886,protein
HDAC6,GO:0010634,protein
HDAC6,GO:0016241,protein
HDAC6,GO:0019896,protein
HDAC6,GO:0031333,protein
HDAC6,GO:0031647,protein
HDAC6,GO:0032418,protein
HDAC6,GO:0033138,protein
HDAC6,GO:0034983,protein
HDAC6,GO:0035967,protein
HDAC6,GO:0043242,protein
HDAC6,GO:0045814,protein
HDAC6,GO:0045861,protein
HDAC6,GO:0051788,protein
HDAC6,GO:0061523,protein
HDAC6,GO:0061734,protein
HDAC6,GO:0070301,protein
HDAC6,GO:0070842,protein
HDAC6,GO:0070845,protein
HDAC6,GO:0070848,protein
HDAC6,GO:0090042,protein
HDAC6,GO:1905336,protein
SPAST,GO:0000281,protein
SPAST,GO:0001578,protein
SPAST,GO:0006888,protein
SPAST,GO:0010458,protein
SPAST,GO:0031468,protein
SPAST,GO:0032467,protein
SPAST,GO:0032506,protein
SPAST,GO:0034214,protein
SPAST,GO:0051013,protein
SPAST,GO:0051228,protein
SPAST,GO:0051260,protein
SPAST,GO:0090148,protein
DKK3,GO:0032348,protein
DKK3,GO:0045892,protein
DKK3,GO:0090090,protein
DKK3,GO:2000065,protein
HEY2,GO:0000122,protein
HEY2,GO:0045892,protein
HEY2,GO:0060633,protein
HEY2,GO:2000678,protein
METTL1,GO:0006400,protein
METTL1,GO:0036265,protein
METTL1,GO:0036416,protein
METTL1,GO:0106004,protein
GULP1,GO:0006911,protein
VPS29,GO:0010506,protein
VPS29,GO:0032456,protein
EIF3K,GO:0006413,protein
EXTL2,GO:0006044,protein
EXTL2,GO:0019276,protein
GRHPR,GO:0046487,protein
UPB1,GO:0033396,protein
UPB1,GO:0046135,protein
UPB1,GO:0051260,protein
UPB1,GO:0051289,protein
CTSZ,GO:0006508,protein
CTSZ,GO:0010757,protein
LHX3,GO:0045944,protein
CKLF,GO:0030593,protein
CKLF,GO:0032940,protein
CKLF,GO:0048246,protein
CKLF,GO:0048247,protein
RPS6KB2,GO:0031929,protein
RPS6KB2,GO:0045948,protein
DNAJB9,GO:0036503,protein
DNAJB11,GO:0032781,protein
DNAJB11,GO:0051604,protein
GABBR1,GO:0007193,protein
GABBR1,GO:0007214,protein
RNF14,GO:0006355,protein
RNF14,GO:0006511,protein
RNF14,GO:0045893,protein
RNF14,GO:0060765,protein
RNF14,GO:0060828,protein
RNF14,GO:0072344,protein
RNF14,GO:0085020,protein
RNF14,GO:0160127,protein
UBA2,GO:0016925,protein
UBA2,GO:0033235,protein
POLK,GO:0006281,protein
POLK,GO:0006297,protein
POLK,GO:0006974,protein
POLK,GO:0034644,protein
POLK,GO:0042276,protein
CTNNAL1,GO:0007266,protein
DKK2,GO:0090090,protein
DKK2,GO:0090263,protein
GHRL,GO:0016358,protein
GHRL,GO:0051965,protein
GHRL,GO:0001937,protein
GHRL,GO:0008154,protein
GHRL,GO:0009725,protein
GHRL,GO:0032691,protein
GHRL,GO:0032715,protein
GHRL,GO:0032720,protein
GHRL,GO:0042127,protein
GHRL,GO:0042322,protein
GHRL,GO:0043066,protein
GHRL,GO:0043410,protein
GHRL,GO:0043627,protein
GHRL,GO:0046010,protein
GHRL,GO:0046697,protein
GHRL,GO:0050728,protein
GHRL,GO:0051461,protein
GHRL,GO:0051464,protein
GHRL,GO:0060124,protein
MORF4L1,GO:0000724,protein
MORF4L1,GO:0051726,protein
MORF4L1,GO:1905168,protein
NXF1,GO:0006406,protein
SEL1L,GO:0030970,protein
SEL1L,GO:0036503,protein
WNT16,GO:0010628,protein
WNT16,GO:0016055,protein
WNT16,GO:0030216,protein
WNT16,GO:0043616,protein
WNT16,GO:0046330,protein
WNT16,GO:0051897,protein
WNT16,GO:0090399,protein
WNT16,GO:0090403,protein
WNT16,GO:2001234,protein
B4GALT7,GO:0006024,protein
B4GALT7,GO:0006029,protein
B4GALT7,GO:0006487,protein
B4GALT7,GO:0048147,protein
B4GALT7,GO:0097435,protein
PEF1,GO:0006888,protein
PEF1,GO:0014029,protein
PEF1,GO:0014032,protein
PEF1,GO:0048208,protein
PEF1,GO:1902527,protein
BIN2,GO:0006911,protein
BIN2,GO:0060326,protein
BIN2,GO:0071800,protein
BIN2,GO:0097320,protein
ZMYM2,GO:0045892,protein
COPS7A,GO:0000338,protein
HESX1,GO:0000122,protein
HESX1,GO:0021983,protein
DUX4,GO:0006915,protein
DUX4,GO:0008285,protein
DUX4,GO:0045944,protein
DUX4,GO:0070317,protein
FBLN5,GO:0046903,protein
FBLN5,GO:0048251,protein
B4GALT6,GO:0001572,protein
CLN8,GO:0006644,protein
CLN8,GO:0006672,protein
CLN8,GO:0007399,protein
CLN8,GO:0008203,protein
REV1,GO:0009411,protein
PPP1R1B,GO:0032515,protein
AASS,GO:0006554,protein
MTFP1,GO:0000266,protein
TJP2,GO:0034109,protein
TJP2,GO:0050892,protein
TJP2,GO:0090557,protein
TJP2,GO:0090559,protein
TJP2,GO:1905605,protein
MALT1,GO:0042981,protein
MALT1,GO:0002726,protein
MALT1,GO:0006508,protein
MALT1,GO:0032731,protein
MALT1,GO:0032743,protein
MALT1,GO:0043123,protein
MALT1,GO:0043280,protein
MALT1,GO:0050852,protein
MALT1,GO:0051092,protein
MALT1,GO:0051168,protein
MALT1,GO:0051603,protein
STK17A,GO:0006468,protein
STK17A,GO:0035556,protein
STK17A,GO:0043065,protein
STK17A,GO:2000271,protein
STK17A,GO:2000377,protein
KL,GO:0030501,protein
DAXX,GO:0006355,protein
DAXX,GO:0001934,protein
DAXX,GO:0006334,protein
DAXX,GO:0006338,protein
DAXX,GO:0007254,protein
DAXX,GO:0008625,protein
DAXX,GO:0010468,protein
DAXX,GO:0010629,protein
DAXX,GO:0030521,protein
DAXX,GO:0031396,protein
DAXX,GO:0034605,protein
DAXX,GO:0034620,protein
DAXX,GO:0036480,protein
DAXX,GO:0045860,protein
DAXX,GO:0045892,protein
DAXX,GO:0071276,protein
DAXX,GO:0071280,protein
DAXX,GO:0072738,protein
DAXX,GO:1903936,protein
FTSJ1,GO:0002128,protein
FTSJ1,GO:0002130,protein
FTSJ1,GO:0002181,protein
FTSJ1,GO:0022008,protein
FTSJ1,GO:0030488,protein
VTI1B,GO:0097352,protein
VTI1B,GO:1903076,protein
STK39,GO:0006884,protein
STK39,GO:0007165,protein
STK39,GO:0010820,protein
STK39,GO:0018105,protein
STK39,GO:0018107,protein
STK39,GO:0035556,protein
STK39,GO:0038146,protein
STK39,GO:0046777,protein
STK39,GO:0070294,protein
STK39,GO:0071474,protein
STK39,GO:0071476,protein
STK39,GO:1900745,protein
STK39,GO:1901017,protein
STK39,GO:1901380,protein
STK39,GO:1905408,protein
STK39,GO:1990869,protein
STK39,GO:2000650,protein
FBXL17,GO:0000209,protein
FBXL17,GO:0006515,protein
FBXL17,GO:0008589,protein
FBXL17,GO:0016567,protein
FBXL17,GO:0031146,protein
FBXL17,GO:0043161,protein
LRWD1,GO:0006325,protein
LRWD1,GO:0071169,protein
CCDC39,GO:0003341,protein
CCDC39,GO:0003356,protein
CCDC39,GO:0030317,protein
CCDC39,GO:0036159,protein
CCDC39,GO:0044458,protein
CCDC39,GO:0001947,protein
CCDC39,GO:0030324,protein
CCDC39,GO:0035469,protein
CCDC39,GO:0060285,protein
CCDC39,GO:0060287,protein
CCDC39,GO:0070286,protein
CCDC39,GO:0071907,protein
CCDC39,GO:0071910,protein
CNOT8,GO:0008284,protein
CNOT8,GO:0035279,protein
CNOT8,GO:0061014,protein
DNAH17,GO:0036158,protein
CGGBP1,GO:0000122,protein
CGGBP1,GO:0040029,protein
IFT172,GO:0060271,protein
PISD,GO:0006646,protein
PISD,GO:0010821,protein
PISD,GO:0035694,protein
PISD,GO:0140042,protein
MIOX,GO:0019310,protein
MTRF1L,GO:0070126,protein
SLC23A2,GO:0015882,protein
ZRANB1,GO:0007010,protein
ZRANB1,GO:0016477,protein
ZRANB1,GO:0022604,protein
ZRANB1,GO:0030177,protein
ZRANB1,GO:0035523,protein
ZRANB1,GO:0070536,protein
ZRANB1,GO:0071947,protein
ZRANB1,GO:1990168,protein
KCNN3,GO:0071805,protein
TES,GO:0008285,protein
PRKAG3,GO:0031669,protein
PRKAG2,GO:0005977,protein
PRKAG2,GO:0006110,protein
PRKAG2,GO:0006469,protein
PRKAG2,GO:0010800,protein
PRKAG2,GO:0019217,protein
PRKAG2,GO:0035556,protein
PRKAG2,GO:0045860,protein
SERGEF,GO:0050709,protein
CHRNA9,GO:0007204,protein
CD300A,GO:0030889,protein
CD300A,GO:0032516,protein
CD300A,GO:0033007,protein
CD300A,GO:0034125,protein
CD300A,GO:0043305,protein
CD300A,GO:0043407,protein
CD300A,GO:0048147,protein
CD300A,GO:0050856,protein
CD300A,GO:0050859,protein
CD300A,GO:0051134,protein
CD300A,GO:0060101,protein
CD300A,GO:1902564,protein
CD300A,GO:1902567,protein
CD300A,GO:1902569,protein
CD300A,GO:2000417,protein
PARP2,GO:0006281,protein
PARP2,GO:0006974,protein
PARP2,GO:0030592,protein
PARP2,GO:0070212,protein
PARP2,GO:0070213,protein
