DB Object Symbol,GO ID,DB Object Type
PARP2,GO:0140861,protein
LIMD1,GO:0033962,protein
LIMD1,GO:0035195,protein
LIMD1,GO:0001666,protein
LIMD1,GO:0007010,protein
LIMD1,GO:0008360,protein
LIMD1,GO:0016310,protein
LIMD1,GO:0016477,protein
LIMD1,GO:0035278,protein
LIMD1,GO:0035331,protein
LIMD1,GO:0045892,protein
POLL,GO:0000724,protein
POLL,GO:0006287,protein
POLL,GO:0006289,protein
POLL,GO:0006303,protein
POLL,GO:0071897,protein
SEC63,GO:0006614,protein
SEC63,GO:0006620,protein
SEC63,GO:0031204,protein
SLC2A6,GO:1904659,protein
SLC2A6,GO:0006110,protein
ZC3H7B,GO:0010608,protein
ZC3H7B,GO:0035196,protein
SUSD2,GO:0051782,protein
SUSD2,GO:1902807,protein
APOBEC3B,GO:0010526,protein
APOBEC3B,GO:0044355,protein
APOBEC3B,GO:0051607,protein
KLHL3,GO:0006511,protein
KLHL3,GO:0016567,protein
KLHL3,GO:0043161,protein
KLHL3,GO:0050801,protein
KLHL3,GO:0070294,protein
KLHL3,GO:0070936,protein
KLHL3,GO:0072156,protein
MLX,GO:0000122,protein
MLX,GO:0045892,protein
MLX,GO:0045944,protein
SUN2,GO:0090292,protein
LAMTOR3,GO:0008104,protein
LAMTOR3,GO:0032008,protein
LAMTOR3,GO:0071230,protein
LAMTOR3,GO:1904263,protein
NDOR1,GO:0022900,protein
LIMA1,GO:0030835,protein
LIMA1,GO:0031529,protein
LIMA1,GO:0051017,protein
SRP68,GO:0009410,protein
ASIC3,GO:0050915,protein
CNTNAP2,GO:0007612,protein
CNTNAP2,GO:0008283,protein
CNTNAP2,GO:0030534,protein
CNTNAP2,GO:0035176,protein
CNTNAP2,GO:0042297,protein
CNTNAP2,GO:0071625,protein
CNTNAP2,GO:1903598,protein
MKRN1,GO:0000209,protein
NPC1L1,GO:0006695,protein
NPC1L1,GO:0030299,protein
NPC1L1,GO:0030301,protein
NPC1L1,GO:0042157,protein
NPC1L1,GO:0042360,protein
NPC1L1,GO:0051180,protein
NPC1L1,GO:0071501,protein
TBK1,GO:0002218,protein
TBK1,GO:0002753,protein
TBK1,GO:0006468,protein
TBK1,GO:0010508,protein
TBK1,GO:0016239,protein
TBK1,GO:0018105,protein
TBK1,GO:0018107,protein
TBK1,GO:0032479,protein
TBK1,GO:0032481,protein
TBK1,GO:0032727,protein
TBK1,GO:0032728,protein
TBK1,GO:0034142,protein
TBK1,GO:0045087,protein
TBK1,GO:0045944,protein
TBK1,GO:0140374,protein
TBK1,GO:1904262,protein
TBK1,GO:1904263,protein
CIDEB,GO:0006915,protein
CIDEB,GO:0043065,protein
CIDEB,GO:0160077,protein
SEPTIN9,GO:1902857,protein
UBQLN2,GO:0016241,protein
UBQLN2,GO:0036503,protein
UBQLN2,GO:1900186,protein
UBQLN2,GO:1904021,protein
UBQLN2,GO:1904294,protein
UBQLN2,GO:2000785,protein
NAT8,GO:0010628,protein
NAT8,GO:0018003,protein
EGFL7,GO:0001938,protein
EGFL7,GO:0045746,protein
NAT8B,GO:0010628,protein
NAT8B,GO:0018003,protein
NAT8B,GO:0043066,protein
NAT8B,GO:0050435,protein
TRPS1,GO:0000122,protein
TRPS1,GO:0001501,protein
DCDC2,GO:0007605,protein
DCDC2,GO:0030111,protein
DCDC2,GO:0045880,protein
DCDC2,GO:0060271,protein
DCDC2,GO:1902017,protein
PCYOX1,GO:0030327,protein
PCYOX1,GO:0030328,protein
IP6K2,GO:0030308,protein
IP6K2,GO:0043065,protein
IP6K2,GO:0043647,protein
IP6K2,GO:0046854,protein
IP6K2,GO:1905396,protein
SLC7A8,GO:0006865,protein
SLC7A8,GO:0015804,protein
SLC7A8,GO:0070327,protein
SLC7A8,GO:0089718,protein
SLC7A8,GO:1903801,protein
SLC7A8,GO:1904273,protein
DDX20,GO:0043065,protein
DDX20,GO:0000122,protein
DDX20,GO:0000387,protein
SLC23A1,GO:0006814,protein
SLC23A1,GO:0009636,protein
SLC23A1,GO:0015882,protein
SLC23A1,GO:0070837,protein
ADAMTS1,GO:0016525,protein
ADAMTS1,GO:1900087,protein
ADAMTS1,GO:1904707,protein
ADAMTS1,GO:1904754,protein
SFMBT1,GO:0045892,protein
SFMBT1,GO:0048635,protein
SHPK,GO:0005975,protein
SHPK,GO:0016310,protein
SHPK,GO:0071222,protein
PGAP2,GO:0006506,protein
NUFIP1,GO:0000492,protein
NUFIP1,GO:0045944,protein
AMACR,GO:0008206,protein
GTF2IRD1,GO:0000122,protein
OPN4,GO:0007602,protein
POLG2,GO:0006261,protein
POLG2,GO:0006264,protein
POLG2,GO:1900264,protein
USP25,GO:0016579,protein
USP25,GO:0070536,protein
USP25,GO:0071108,protein
USP25,GO:1902883,protein
USP25,GO:1903882,protein
USP25,GO:1904293,protein
BCAP29,GO:0001649,protein
BAIAP2L1,GO:0030838,protein
BAIAP2L1,GO:0032956,protein
SAP30BP,GO:0052472,protein
MED13,GO:0045944,protein
MED13,GO:0045893,protein
MED13,GO:0060261,protein
PFDN2,GO:0006457,protein
PFDN2,GO:0051495,protein
PFDN2,GO:1905907,protein
SLC12A6,GO:0006811,protein
SLC12A6,GO:0006884,protein
SLC12A6,GO:0071477,protein
SLC12A6,GO:0071805,protein
SLC12A6,GO:0140157,protein
ADGRE2,GO:0007155,protein
ADGRE2,GO:0016477,protein
ADGRE2,GO:0043304,protein
ADGRE2,GO:0071621,protein
NRBP1,GO:0006888,protein
ENOPH1,GO:0019509,protein
FEZ2,GO:1902902,protein
EVL,GO:0010633,protein
EVL,GO:0051496,protein
EVL,GO:1900028,protein
NDUFA12,GO:0006979,protein
NDUFA12,GO:0042775,protein
EIF2B4,GO:0001541,protein
EIF2B4,GO:0002183,protein
EIF2B4,GO:0006413,protein
EIF2B4,GO:0014003,protein
EIF2B4,GO:0042552,protein
EIF2B4,GO:0050852,protein
ATP6V1H,GO:0006897,protein
DMGDH,GO:0042426,protein
TRMT112,GO:0018364,protein
TRMT112,GO:0030488,protein
TRMT112,GO:0031167,protein
TRMT112,GO:0045815,protein
TRMT112,GO:0070476,protein
TRMT112,GO:2000234,protein
GLS2,GO:0042981,protein
GLS2,GO:0072593,protein
SCN11A,GO:0019233,protein
SCN11A,GO:0086010,protein
DACH1,GO:0000122,protein
DACH1,GO:0010944,protein
DACH1,GO:0030336,protein
DACH1,GO:0045892,protein
DACH1,GO:2000279,protein
PRSS50,GO:0006508,protein
SLC24A2,GO:0006874,protein
SLC24A2,GO:0034220,protein
SLC24A2,GO:0035725,protein
SLC24A2,GO:0070509,protein
SLC24A2,GO:0070588,protein
SLC24A2,GO:0071805,protein
SLC24A2,GO:0098703,protein
CPA4,GO:0042447,protein
CPA4,GO:0043171,protein
MRM2,GO:1902775,protein
DNAI1,GO:0003341,protein
DNAI1,GO:0007368,protein
DNAI1,GO:0030317,protein
DNAI1,GO:0036158,protein
CTNNA3,GO:0086073,protein
CTNNA3,GO:0086091,protein
CTNNA3,GO:0098911,protein
MAD2L2,GO:0000122,protein
MAD2L2,GO:0001558,protein
MAD2L2,GO:0006302,protein
MAD2L2,GO:0007015,protein
MAD2L2,GO:0010719,protein
MAD2L2,GO:0010944,protein
MAD2L2,GO:0033138,protein
MAD2L2,GO:0042177,protein
MAD2L2,GO:0042276,protein
MAD2L2,GO:0042772,protein
MAD2L2,GO:0043433,protein
MAD2L2,GO:0045830,protein
MAD2L2,GO:0045893,protein
MAD2L2,GO:0090090,protein
MAD2L2,GO:1904667,protein
MAD2L2,GO:2000042,protein
MAD2L2,GO:2000048,protein
MAD2L2,GO:2000678,protein
MAD2L2,GO:2001034,protein
XPO7,GO:0006611,protein
CD84,GO:0032685,protein
CD84,GO:0032701,protein
CD84,GO:0033004,protein
CD84,GO:0043305,protein
CD84,GO:2001256,protein
LCMT1,GO:0006479,protein
LCMT1,GO:0006481,protein
LCMT1,GO:0031333,protein
LCMT1,GO:0042981,protein
LCMT1,GO:0090266,protein
VPS51,GO:0007041,protein
VPS51,GO:0042147,protein
VPS51,GO:0006914,protein
VPS51,GO:0032456,protein
VPS51,GO:0048854,protein
ZNF639,GO:0030307,protein
ZNF639,GO:0043922,protein
ZNF639,GO:0043923,protein
ZNF639,GO:0045892,protein
ZNF639,GO:0045944,protein
ZNF639,GO:0046718,protein
BAZ1B,GO:0006338,protein
BAZ1B,GO:0006974,protein
BAZ1B,GO:0043687,protein
BAZ1B,GO:0045945,protein
BAZ1B,GO:1905213,protein
SLCO3A1,GO:0001934,protein
SLCO3A1,GO:0015732,protein
SLCO3A1,GO:0051092,protein
KLF15,GO:0045944,protein
KLF15,GO:2000757,protein
ATP5IF1,GO:0001937,protein
ATP5IF1,GO:0006783,protein
ATP5IF1,GO:0030218,protein
ATP5IF1,GO:0032780,protein
ATP5IF1,GO:0051346,protein
ATP5IF1,GO:0051882,protein
ATP5IF1,GO:1903052,protein
ATP5IF1,GO:1903214,protein
ATP5IF1,GO:1903578,protein
ATP5IF1,GO:1904925,protein
HERC5,GO:0016567,protein
HERC5,GO:0032020,protein
HERC5,GO:0045087,protein
HERC5,GO:0050688,protein
ZDHHC2,GO:0007416,protein
ZDHHC2,GO:0018230,protein
ZDHHC2,GO:0018345,protein
ZDHHC2,GO:0022407,protein
ZDHHC2,GO:0042176,protein
ZDHHC2,GO:1903044,protein
ZDHHC2,GO:1903076,protein
AK3,GO:0046033,protein
AK3,GO:0046039,protein
AK3,GO:0046041,protein
AK3,GO:0046051,protein
DAPK2,GO:0006468,protein
DAPK2,GO:0035556,protein
DAPK2,GO:0043276,protein
DAPK2,GO:0090023,protein
DAPK2,GO:2000424,protein
DAPK2,GO:2001242,protein
TMEFF2,GO:0030336,protein
TMEFF2,GO:0044319,protein
TMEFF2,GO:0045720,protein
TMEFF2,GO:0051497,protein
SCOC,GO:0016239,protein
SCOC,GO:0061635,protein
KIF25,GO:0010507,protein
KIF25,GO:0046603,protein
KIF25,GO:0051294,protein
KIF25,GO:0051647,protein
CNOT7,GO:0000289,protein
CNOT7,GO:0000290,protein
CNOT7,GO:0008284,protein
CNOT7,GO:0008285,protein
CNOT7,GO:0010629,protein
CNOT7,GO:0035279,protein
CNOT7,GO:0042509,protein
CNOT7,GO:0045070,protein
CNOT7,GO:0045892,protein
CNOT7,GO:0051607,protein
CNOT7,GO:0060213,protein
CNOT7,GO:0060339,protein
CNOT7,GO:0061014,protein
CNOT7,GO:1900153,protein
SERPINB13,GO:0010951,protein
SERPINB13,GO:1902173,protein
KCNG1,GO:0071805,protein
GGT7,GO:1902883,protein
ST6GALNAC2,GO:0006486,protein
ST6GALNAC2,GO:0006493,protein
ST6GALNAC2,GO:1990743,protein
RABGEF1,GO:0006612,protein
MAGEL2,GO:0034314,protein
MAGEL2,GO:0042147,protein
MAGEL2,GO:0070534,protein
NAGK,GO:0032495,protein
NAGK,GO:0042742,protein
NAGK,GO:0070434,protein
CD207,GO:0051607,protein
ZMYM5,GO:0000122,protein
HACL1,GO:0001561,protein
HACL1,GO:0006625,protein
HACL1,GO:0006631,protein
HACL1,GO:0097089,protein
HACL1,GO:1903512,protein
KCNE5,GO:0008016,protein
KCNE5,GO:0060048,protein
KCNE5,GO:0060306,protein
KCNE5,GO:0060307,protein
KCNE5,GO:0060372,protein
KCNE5,GO:0086005,protein
KCNE5,GO:0086014,protein
KCNE5,GO:0086091,protein
KCNE5,GO:1901379,protein
KCNE5,GO:1901380,protein
KCNE5,GO:1901381,protein
KCNE5,GO:1903765,protein
KCNE5,GO:2001257,protein
STAG3,GO:0034089,protein
CRLS1,GO:0032049,protein
MCM8,GO:0006260,protein
MCM8,GO:0000724,protein
MCM8,GO:0006974,protein
MCM8,GO:0032508,protein
MCM8,GO:0036298,protein
MCM8,GO:0050821,protein
MCM8,GO:0071168,protein
TRMT6,GO:0006397,protein
HOOK1,GO:0007032,protein
HOOK1,GO:0007040,protein
HOOK1,GO:0008333,protein
HOOK1,GO:0045022,protein
HOOK1,GO:1905719,protein
GNPTG,GO:0046835,protein
TSR3,GO:0000455,protein
ZFP69B,GO:0007030,protein
ERRFI1,GO:0007175,protein
ERRFI1,GO:0031953,protein
HAO1,GO:0001561,protein
HAO1,GO:0046296,protein
KLHL21,GO:0016567,protein
KLHL21,GO:0032465,protein
KLHL21,GO:0035853,protein
SLC25A13,GO:0006754,protein
SLC25A13,GO:0015810,protein
SLC25A13,GO:0015813,protein
SLC25A13,GO:0043490,protein
SLC25A13,GO:0045333,protein
SLC25A13,GO:0051592,protein
FBXL7,GO:0000209,protein
FBXL7,GO:0031146,protein
LEF1,GO:0000122,protein
LEF1,GO:0010628,protein
LEF1,GO:0010718,protein
LEF1,GO:0030223,protein
LEF1,GO:0030335,protein
LEF1,GO:0030854,protein
LEF1,GO:0032696,protein
LEF1,GO:0032713,protein
LEF1,GO:0032714,protein
LEF1,GO:0043066,protein
LEF1,GO:0043392,protein
LEF1,GO:0043923,protein
LEF1,GO:0045892,protein
LEF1,GO:0045893,protein
LEF1,GO:0045944,protein
LEF1,GO:0060070,protein
LEF1,GO:0060326,protein
LEF1,GO:0071168,protein
LEF1,GO:0071345,protein
LEF1,GO:0071353,protein
LEF1,GO:0071864,protein
LEF1,GO:0071866,protein
FOXD3,GO:0000122,protein
FOXD3,GO:0045944,protein
MID2,GO:0010508,protein
MID2,GO:0032897,protein
MID2,GO:0035372,protein
MID2,GO:0043123,protein
MID2,GO:0044790,protein
MID2,GO:0045087,protein
MID2,GO:0046597,protein
MID2,GO:0051091,protein
MID2,GO:0051092,protein
DDX41,GO:0000398,protein
DDX41,GO:0008283,protein
DDX41,GO:0030154,protein
TINAG,GO:0007155,protein
DNMT3L,GO:0045814,protein
SERTAD3,GO:0030308,protein
SERTAD3,GO:0006355,protein
OSGIN1,GO:0030308,protein
OSGIN1,GO:0030334,protein
OSGIN1,GO:0042127,protein
OSGIN1,GO:0042981,protein
CDC23,GO:0000278,protein
CDC23,GO:0007080,protein
CDC23,GO:0030071,protein
CDC23,GO:0031145,protein
CDC23,GO:0070936,protein
CDC23,GO:0070979,protein
ANAPC7,GO:0007420,protein
ANAPC7,GO:0016567,protein
ANAPC7,GO:0031145,protein
ANAPC7,GO:0070936,protein
ANAPC7,GO:0070979,protein
ANAPC5,GO:0031145,protein
ANAPC5,GO:0070936,protein
ANAPC5,GO:0070979,protein
ANAPC4,GO:0031145,protein
ANAPC4,GO:0070936,protein
ANAPC4,GO:0070979,protein
ANAPC2,GO:0031145,protein
ANAPC2,GO:0070936,protein
ANAPC2,GO:0070979,protein
HSPB8,GO:0034620,protein
HSPB8,GO:1905337,protein
GGA2,GO:0034394,protein
GGA2,GO:0043001,protein
GGA1,GO:0006886,protein
GGA1,GO:0008104,protein
GGA1,GO:0034394,protein
GGA1,GO:0042147,protein
GGA1,GO:0043001,protein
STOML2,GO:0050852,protein
STOML2,GO:0006874,protein
STOML2,GO:0007005,protein
STOML2,GO:0051259,protein
GDF2,GO:0045747,protein
GDF2,GO:0001525,protein
GDF2,GO:0001569,protein
GDF2,GO:0001937,protein
GDF2,GO:0001938,protein
GDF2,GO:0010596,protein
GDF2,GO:0030308,protein
GDF2,GO:0030509,protein
GDF2,GO:0030858,protein
GDF2,GO:0032757,protein
GDF2,GO:0032924,protein
GDF2,GO:0045766,protein
GDF2,GO:0045893,protein
GDF2,GO:0045944,protein
GDF2,GO:0048514,protein
GDF2,GO:0060391,protein
GDF2,GO:0071773,protein
GDF2,GO:1903348,protein
KCND3,GO:0086009,protein
KCND3,GO:0086091,protein
KCND3,GO:0097623,protein
KCND3,GO:0099625,protein
RPS6KA6,GO:0006978,protein
ZNF580,GO:0001938,protein
ZNF580,GO:0002690,protein
ZNF580,GO:0010595,protein
ZNF580,GO:0010628,protein
ZNF580,GO:0032757,protein
ZNF580,GO:0070301,protein
NOCT,GO:0006739,protein
VPS28,GO:0031397,protein
VPS28,GO:0043162,protein
VPS28,GO:0045732,protein
VPS28,GO:2000397,protein
LSM7,GO:0000398,protein
SERPINA10,GO:0060046,protein
CCNL1,GO:0043484,protein
DBR1,GO:0000292,protein
DBR1,GO:0000375,protein
TASOR,GO:0045814,protein
TASOR,GO:0045869,protein
TASOR,GO:0090309,protein
TASOR,GO:0097355,protein
FEM1B,GO:0043161,protein
FEM1B,GO:0051438,protein
FEM1B,GO:0140627,protein
FEM1B,GO:1902041,protein
FEM1B,GO:2000001,protein
FBXO10,GO:0006511,protein
FBXO10,GO:0042981,protein
FBXO9,GO:0016567,protein
FBXO9,GO:0031146,protein
FBXO9,GO:0032006,protein
FBXO9,GO:0043161,protein
FBXO9,GO:0070936,protein
FBXO3,GO:0031146,protein
FBXO3,GO:0032496,protein
FBXL5,GO:0006879,protein
FBXL5,GO:0016567,protein
FBXL5,GO:0031146,protein
FBXL4,GO:0000422,protein
PTBP2,GO:0033119,protein
FBXW11,GO:0000209,protein
FBXW11,GO:0016567,protein
FBXW11,GO:0031146,protein
FBXW11,GO:0031648,protein
FBXW11,GO:0043123,protein
FBXW11,GO:0043161,protein
FBXW11,GO:0045862,protein
FBXW11,GO:0045892,protein
AJAP1,GO:0001953,protein
AJAP1,GO:0030860,protein
AJAP1,GO:0061045,protein
FBXL2,GO:0010506,protein
FBXL2,GO:0016567,protein
FBXL2,GO:0031146,protein
FBXL2,GO:0044830,protein
FBXL2,GO:0051896,protein
FBXL2,GO:1900226,protein
TNIK,GO:0001934,protein
TNIK,GO:0006468,protein
TNIK,GO:0007010,protein
TNIK,GO:0030033,protein
TNIK,GO:0030036,protein
TNIK,GO:0035556,protein
TNIK,GO:0046330,protein
TNIK,GO:0046777,protein
TNIK,GO:0048814,protein
TNIK,GO:0072659,protein
CPSF3,GO:0006398,protein
CPSF3,GO:0031124,protein
CPSF3,GO:0180010,protein
CPSF3,GO:1900087,protein
PITPNC1,GO:0007165,protein
PITPNC1,GO:0015914,protein
APPL1,GO:0006606,protein
APPL1,GO:0007179,protein
APPL1,GO:0008286,protein
APPL1,GO:0033211,protein
APPL1,GO:0046324,protein
APPL1,GO:0046326,protein
APPL1,GO:0048023,protein
APPL1,GO:0099558,protein
APPL1,GO:1903076,protein
APPL1,GO:2000045,protein
CROT,GO:0006091,protein
CROT,GO:0006631,protein
CROT,GO:0006635,protein
CROT,GO:0051791,protein
TLK1,GO:0006468,protein
TLK1,GO:0006886,protein
TLK1,GO:0035556,protein
TLK1,GO:1902275,protein
POU2F3,GO:0030216,protein
POU2F3,GO:0043922,protein
POU2F3,GO:0045944,protein
PILRA,GO:0007165,protein
PARP4,GO:0006954,protein
PARP4,GO:0036211,protein
PARP4,GO:0051972,protein
NXT1,GO:0006406,protein
NUDT5,GO:0006338,protein
NUDT5,GO:0009191,protein
NUDT5,GO:0019303,protein
NUDT5,GO:1990966,protein
RCOR1,GO:0045892,protein
CASP8AP2,GO:0006919,protein
CASP8AP2,GO:0008625,protein
CASP8AP2,GO:0036337,protein
PCTP,GO:0015914,protein
MAN1B1,GO:0006058,protein
MAN1B1,GO:0036503,protein
ADAMTS7,GO:0032331,protein
ADAMTS7,GO:0051603,protein
ADAMTS7,GO:0071347,protein
ADAMTS7,GO:0071356,protein
ADAMTS7,GO:0071773,protein
KLK12,GO:0006508,protein
PACSIN3,GO:0051044,protein
PACSIN3,GO:0097320,protein
FBXO5,GO:0006275,protein
FBXO5,GO:0006974,protein
FBXO5,GO:0008284,protein
FBXO5,GO:0010971,protein
FBXO5,GO:0032876,protein
FBXO5,GO:0045669,protein
FBXO5,GO:0045841,protein
FBXO5,GO:0051444,protein
FBXO5,GO:0070169,protein
FBXO5,GO:1904667,protein
FBXO5,GO:1905322,protein
FBXO5,GO:2000773,protein
FBXO4,GO:0000209,protein
FBXO4,GO:0016567,protein
FBXO4,GO:0031146,protein
FBXO4,GO:0031398,protein
FBXO4,GO:0031647,protein
FBXO4,GO:0032212,protein
FBXL3,GO:0031146,protein
FBXL3,GO:0042752,protein
IKZF3,GO:0042981,protein
ACSL6,GO:0001676,protein
HDAC9,GO:0000122,protein
HDAC9,GO:0001818,protein
HDAC9,GO:0032869,protein
HDAC9,GO:0034983,protein
HDAC9,GO:0042632,protein
HDAC9,GO:0045814,protein
HDAC9,GO:0045892,protein
HDAC9,GO:0090050,protein
ACIN1,GO:0030263,protein
AMFR,GO:0000209,protein
AMFR,GO:0006511,protein
AMFR,GO:0030968,protein
AMFR,GO:0036503,protein
AMFR,GO:0038061,protein
AMFR,GO:0044314,protein
AMFR,GO:0051865,protein
AMFR,GO:0070936,protein
AMFR,GO:0090090,protein
AGO2,GO:0010501,protein
AGO2,GO:0030422,protein
AGO2,GO:0031054,protein
AGO2,GO:0033962,protein
AGO2,GO:0035196,protein
AGO2,GO:0035278,protein
AGO2,GO:0035279,protein
AGO2,GO:0045727,protein
AGO2,GO:0045766,protein
AGO2,GO:0045944,protein
AGO2,GO:0045947,protein
AGO2,GO:0070922,protein
AGO2,GO:0090128,protein
AGO2,GO:0090625,protein
AGO2,GO:1901165,protein
VAV3,GO:0008361,protein
VAV3,GO:0006974,protein
VAV3,GO:0009410,protein
VAV3,GO:0030890,protein
VAV3,GO:0043087,protein
VAV3,GO:0050853,protein
MYH2,GO:0006936,protein
ITGA11,GO:0001649,protein
ITGA11,GO:0006929,protein
ITGA11,GO:0007160,protein
ITGA11,GO:0007229,protein
ITGA11,GO:0033627,protein
ITGA11,GO:0038065,protein
ZHX1,GO:0000122,protein
ZHX1,GO:0045892,protein
POMT2,GO:0035269,protein
DSE,GO:0030208,protein
INTS6,GO:0016180,protein
BAG5,GO:0007030,protein
BAG5,GO:0010977,protein
BAG5,GO:0031397,protein
BAG5,GO:0032435,protein
BAG5,GO:0050821,protein
BAG5,GO:0090083,protein
BAG5,GO:1902176,protein
CFAP45,GO:0030317,protein
CFAP45,GO:0061966,protein
TBX21,GO:0000122,protein
TBX21,GO:0045893,protein
TBX21,GO:0072676,protein
AGO1,GO:0035279,protein
AGO1,GO:0090625,protein
AGO1,GO:0000956,protein
AGO1,GO:0010501,protein
AGO1,GO:0016525,protein
AGO1,GO:0031054,protein
AGO1,GO:0035196,protein
AGO1,GO:0035278,protein
AGO1,GO:0045944,protein
AGO1,GO:0070922,protein
PLAAT4,GO:0006644,protein
PLAAT4,GO:0045618,protein
PLAAT4,GO:0070292,protein
PLAAT4,GO:0150074,protein
RAB21,GO:0008089,protein
RAB21,GO:0017157,protein
RAB21,GO:0048260,protein
RAB21,GO:0050821,protein
RAB21,GO:2000643,protein
RAB22A,GO:0006897,protein
RAB22A,GO:0097494,protein
BLOC1S6,GO:0032402,protein
BLOC1S6,GO:0035646,protein
BLOC1S6,GO:0050942,protein
TCFL5,GO:0000122,protein
TCFL5,GO:0006355,protein
HCN2,GO:0035725,protein
HCN2,GO:0042391,protein
HCN2,GO:0071320,protein
HCN2,GO:0071321,protein
HCN2,GO:0071805,protein
HCN2,GO:0098719,protein
HCN2,GO:1990573,protein
TMPRSS11E,GO:0050890,protein
TAOK2,GO:0006974,protein
TAOK2,GO:0007095,protein
TAOK2,GO:0007409,protein
TAOK2,GO:0008360,protein
TAOK2,GO:0030036,protein
TAOK2,GO:0032874,protein
TAOK2,GO:0043410,protein
TAOK2,GO:0046330,protein
TAOK2,GO:0048041,protein
TAOK2,GO:0051403,protein
NRXN1,GO:0050885,protein
NRXN1,GO:0042297,protein
RAB23,GO:0000045,protein
RAB23,GO:0006968,protein
RAB23,GO:0042308,protein
RAB23,GO:0046039,protein
RAB23,GO:0060271,protein
RAB23,GO:0097094,protein
MCTS1,GO:0001731,protein
MCTS1,GO:0032790,protein
MCTS1,GO:0075522,protein
ACSL5,GO:0001676,protein
ZDHHC8,GO:0010875,protein
ZDHHC8,GO:0018230,protein
ZDHHC8,GO:0018345,protein
ZDHHC8,GO:0044794,protein
BRPF3,GO:0045740,protein
ZNF777,GO:0008285,protein
ZNF777,GO:0045892,protein
ZNF777,GO:0051291,protein
INTU,GO:0042733,protein
INTU,GO:0043587,protein
INTU,GO:0060021,protein
WWC3,GO:0000122,protein
WWC3,GO:0008285,protein
WWC3,GO:0035329,protein
WWC3,GO:0035331,protein
WWC3,GO:0046621,protein
DENND2A,GO:0042147,protein
SLC39A10,GO:0001837,protein
SLC39A10,GO:0071577,protein
INO80,GO:0000070,protein
INO80,GO:0000724,protein
INO80,GO:0006275,protein
INO80,GO:0006302,protein
INO80,GO:0006338,protein
INO80,GO:0010571,protein
INO80,GO:0030307,protein
INO80,GO:0033044,protein
INO80,GO:0034644,protein
INO80,GO:0045893,protein
INO80,GO:0045944,protein
INO80,GO:0051225,protein
INO80,GO:0051726,protein
INO80,GO:0060382,protein
INO80,GO:0070914,protein
INO80,GO:0071479,protein
INO80,GO:2000045,protein
CCPG1,GO:0008284,protein
CCPG1,GO:0045787,protein
ASAP1,GO:0060271,protein
ASAP1,GO:0061512,protein
MRTFB,GO:0045844,protein
MRTFB,GO:0045944,protein
MRTFB,GO:1902895,protein
HEG1,GO:0035024,protein
HEG1,GO:1902414,protein
HEG1,GO:1905709,protein
HEG1,GO:2000299,protein
KIF26A,GO:0010975,protein
KIF26A,GO:0021987,protein
KIF26A,GO:2001222,protein
ODF2L,GO:1902018,protein
ZBTB21,GO:0000122,protein
ZMIZ1,GO:0007179,protein
ZMIZ1,GO:0021852,protein
ZMIZ1,GO:0030521,protein
ZMIZ1,GO:0045944,protein
ZMIZ1,GO:0060395,protein
ANKRD50,GO:0032456,protein
MED23,GO:0006355,protein
PLXNB3,GO:0001938,protein
PLXNB3,GO:0007156,protein
PLXNB3,GO:0007162,protein
PLXNB3,GO:0010976,protein
PLXNB3,GO:0030336,protein
PLXNB3,GO:0034260,protein
PLXNB3,GO:0050918,protein
PLXNB3,GO:0060326,protein
PLXNB3,GO:0071526,protein
SHROOM4,GO:0000902,protein
SHROOM4,GO:0007420,protein
SHROOM4,GO:0050890,protein
YEATS2,GO:0000122,protein
YEATS2,GO:0006355,protein
YEATS2,GO:0006357,protein
YEATS2,GO:0051302,protein
YEATS2,GO:0051726,protein
YEATS2,GO:0090043,protein
CNOT6,GO:0000289,protein
CNOT6,GO:0008284,protein
CNOT6,GO:0010606,protein
CNOT6,GO:0035279,protein
CNOT6,GO:0070966,protein
NDRG4,GO:0010642,protein
NDRG4,GO:0014912,protein
NDRG4,GO:0048662,protein
NDRG4,GO:0070374,protein
TBC1D24,GO:1902017,protein
TBC1D24,GO:0031175,protein
TBC1D24,GO:0034599,protein
STRIP2,GO:0007010,protein
STRIP2,GO:0008360,protein
STRIP2,GO:0016477,protein
TPCN1,GO:0010508,protein
TPCN1,GO:0075509,protein
ISY1,GO:0000398,protein
PAIP2B,GO:0045947,protein
TTC7A,GO:0072659,protein
ZNRF3,GO:0006511,protein
ZNRF3,GO:0016567,protein
ZNRF3,GO:0038018,protein
ZNRF3,GO:0090090,protein
ZNRF3,GO:2000051,protein
ZMYND8,GO:0000122,protein
ZMYND8,GO:0000724,protein
ZMYND8,GO:0007399,protein
ZMYND8,GO:0030336,protein
ZMYND8,GO:0032968,protein
ZMYND8,GO:0071168,protein
MYO5B,GO:0016192,protein
MYO5B,GO:0016197,protein
FZD4,GO:0007223,protein
FZD4,GO:0010812,protein
FZD4,GO:0030335,protein
FZD4,GO:0045893,protein
FZD4,GO:0051091,protein
FZD4,GO:0060070,protein
FZD4,GO:0061299,protein
FZD4,GO:0110135,protein
CORO1C,GO:0001755,protein
CORO1C,GO:0001932,protein
CORO1C,GO:0001933,protein
CORO1C,GO:0010632,protein
CORO1C,GO:0010633,protein
CORO1C,GO:0016197,protein
CORO1C,GO:0044387,protein
CORO1C,GO:0051893,protein
CORO1C,GO:0051895,protein
CORO1C,GO:0090148,protein
CORO1C,GO:0097750,protein
CORO1C,GO:0140285,protein
