node,type
KHDC3L,gene
KHDC4,gene
KHDRBS1,gene
KHDRBS2,gene
KHDRBS3,gene
KHK,gene
KHNYN,gene
KHSRP,gene
KIAA0040,gene
KIAA0100,gene
KIAA0232,gene
KIAA0319,gene
KIAA0319L,gene
KIAA0408,gene
KIAA0513,gene
KIAA0586,gene
KIAA0753,gene
KIAA0825,gene
KIAA0895,gene
KIAA0895L,gene
KIAA0930,gene
KIAA1107,gene
KIAA1109,gene
KIAA1143,gene
KIAA1191,gene
KIAA1210,gene
KIAA1217,gene
KIAA1328,gene
KIAA1522,gene
KIAA1549,gene
KIAA1549L,gene
KIAA1586,gene
KIAA1614,gene
KIAA1671,gene
KIAA1755,gene
KIAA1958,gene
KIAA2012,gene
KIAA2013,gene
KIAA2026,gene
KICS2,gene
KIDINS220,gene
KIF11,gene
KIF12,gene
KIF13A,gene
KIF13B,gene
KIF14,gene
KIF15,gene
KIF16B,gene
KIF17,gene
KIF18A,gene
KIF18B,gene
KIF19,gene
KIF1A,gene
KIF1B,gene
KIF1C,gene
KIF20A,gene
KIF20B,gene
KIF21A,gene
KIF21B,gene
KIF22,gene
KIF23,gene
KIF24,gene
KIF25,gene
KIF26A,gene
KIF26B,gene
KIF27,gene
KIF2A,gene
KIF2B,gene
KIF2C,gene
KIF3A,gene
KIF3B,gene
KIF3C,gene
KIF4A,gene
KIF4B,gene
KIF5A,gene
KIF5B,gene
KIF5C,gene
KIF6,gene
KIF7,gene
KIF9,gene
KIFAP3,gene
KIFBP,gene
KIFC1,gene
KIFC2,gene
KIFC3,gene
KIN,gene
KIR2DL1,gene
KIR2DL3,gene
KIR2DL4,gene
KIR3DL1,gene
KIR3DL2,gene
KIR3DL3,gene
KIRREL1,gene
KIRREL2,gene
KIRREL3,gene
KISS1,gene
KISS1R,gene
KIT,gene
KITLG,gene
KIZ,gene
KL,gene
KLB,gene
KLC1,gene
KLC2,gene
KLC3,gene
KLC4,gene
KLF1,gene
KLF10,gene
KLF11,gene
KLF12,gene
KLF13,gene
KLF14,gene
KLF15,gene
KLF16,gene
KLF17,gene
KLF2,gene
KLF3,gene
KLF4,gene
KLF5,gene
KLF6,gene
KLF7,gene
KLF8,gene
KLF9,gene
KLHDC1,gene
KLHDC10,gene
KLHDC2,gene
KLHDC3,gene
KLHDC4,gene
KLHDC7B,gene
KLHDC8A,gene
KLHDC8B,gene
KLHDC9,gene
KLHL1,gene
KLHL10,gene
KLHL11,gene
KLHL12,gene
KLHL13,gene
KLHL14,gene
KLHL15,gene
KLHL17,gene
KLHL18,gene
KLHL2,gene
KLHL20,gene
KLHL21,gene
KLHL22,gene
KLHL23,gene
KLHL24,gene
KLHL25,gene
KLHL26,gene
KLHL28,gene
KLHL29,gene
KLHL3,gene
KLHL30,gene
KLHL31,gene
KLHL32,gene
KLHL33,gene
KLHL34,gene
KLHL35,gene
KLHL36,gene
KLHL38,gene
KLHL4,gene
KLHL40,gene
KLHL41,gene
KLHL42,gene
KLHL5,gene
KLHL6,gene
KLHL7,gene
KLHL8,gene
KLHL9,gene
KLK1,gene
KLK10,gene
KLK11,gene
KLK12,gene
KLK13,gene
KLK14,gene
KLK15,gene
KLK2,gene
KLK3,gene
KLK4,gene
KLK5,gene
KLK6,gene
KLK7,gene
KLK8,gene
KLK9,gene
KLKB1,gene
KLLN,gene
KLRB1,gene
KLRC1,gene
KLRC2,gene
KLRC3,gene
KLRC4,gene
KLRD1,gene
KLRF1,gene
KLRF2,gene
KLRG1,gene
KLRG2,gene
KLRK1,gene
KMO,gene
KMT2A,gene
KMT2B,gene
KMT2C,gene
KMT2D,gene
KMT2E,gene
KMT5A,gene
KMT5B,gene
KMT5C,gene
KNCN,gene
KNDC1,gene
KNG1,gene
KNL1,gene
KNOP1,gene
KNSTRN,gene
KNTC1,gene
KPNA1,gene
KPNA2,gene
KPNA3,gene
KPNA4,gene
KPNA5,gene
KPNA6,gene
KPNA7,gene
KPNB1,gene
KPRP,gene
KPTN,gene
KRAS,gene
KRBA1,gene
KRBA2,gene
KRBOX4,gene
KRBOX5,gene
KRCC1,gene
KREMEN1,gene
KREMEN2,gene
KRI1,gene
KRIT1,gene
KRR1,gene
KRT1,gene
KRT10,gene
KRT12,gene
KRT13,gene
KRT14,gene
KRT15,gene
KRT16,gene
KRT17,gene
KRT18,gene
KRT19,gene
KRT2,gene
KRT20,gene
KRT222,gene
KRT23,gene
KRT24,gene
KRT25,gene
KRT26,gene
KRT27,gene
KRT28,gene
KRT3,gene
KRT31,gene
KRT32,gene
KRT33B,gene
KRT34,gene
KRT35,gene
KRT36,gene
KRT37,gene
KRT38,gene
KRT39,gene
KRT4,gene
KRT40,gene
KRT5,gene
KRT6A,gene
KRT6B,gene
KRT6C,gene
KRT7,gene
KRT71,gene
KRT72,gene
KRT73,gene
KRT74,gene
KRT75,gene
KRT76,gene
KRT77,gene
KRT78,gene
KRT79,gene
KRT8,gene
KRT80,gene
KRT81,gene
KRT82,gene
KRT83,gene
KRT84,gene
KRT85,gene
KRT86,gene
KRT9,gene
KRTAP1-1,gene
KRTAP1-3,gene
KRTAP1-5,gene
KRTAP10-1,gene
KRTAP10-10,gene
KRTAP10-11,gene
KRTAP10-3,gene
KRTAP10-4,gene
KRTAP10-5,gene
KRTAP10-6,gene
KRTAP10-7,gene
KRTAP10-8,gene
KRTAP10-9,gene
KRTAP11-1,gene
KRTAP12-1,gene
KRTAP12-2,gene
KRTAP12-3,gene
KRTAP12-4,gene
KRTAP13-1,gene
KRTAP13-2,gene
KRTAP13-3,gene
KRTAP13-4,gene
KRTAP15-1,gene
KRTAP17-1,gene
KRTAP19-1,gene
KRTAP19-2,gene
KRTAP19-3,gene
KRTAP19-4,gene
KRTAP19-5,gene
KRTAP19-6,gene
KRTAP19-7,gene
KRTAP2-3,gene
KRTAP2-4,gene
KRTAP21-2,gene
KRTAP22-1,gene
KRTAP23-1,gene
KRTAP26-1,gene
KRTAP3-1,gene
KRTAP3-2,gene
KRTAP3-3,gene
KRTAP4-1,gene
KRTAP4-11,gene
KRTAP4-12,gene
KRTAP4-16,gene
KRTAP4-2,gene
KRTAP4-3,gene
KRTAP4-4,gene
KRTAP4-5,gene
KRTAP4-7,gene
KRTAP5-1,gene
KRTAP5-11,gene
KRTAP5-2,gene
KRTAP5-3,gene
KRTAP5-4,gene
KRTAP5-6,gene
KRTAP5-7,gene
KRTAP5-8,gene
KRTAP5-9,gene
KRTAP6-1,gene
KRTAP6-2,gene
KRTAP6-3,gene
KRTAP7-1,gene
KRTAP8-1,gene
KRTAP9-2,gene
KRTAP9-3,gene
KRTAP9-4,gene
KRTAP9-6,gene
KRTAP9-8,gene
KRTCAP2,gene
KRTCAP3,gene
KSR1,gene
KSR2,gene
KTI12,gene
KTN1,gene
KXD1,gene
KY,gene
KYAT1,gene
KYAT3,gene
KYNU,gene
L1CAM,gene
L1TD1,gene
L2HGDH,gene
L3HYPDH,gene
L3MBTL1,gene
L3MBTL2,gene
L3MBTL3,gene
L3MBTL4,gene
LACC1,gene
LACRT,gene
LACTB,gene
LACTB2,gene
LAD1,gene
LAG3,gene
LAGE3,gene
LAIR1,gene
LAIR2,gene
LALBA,gene
LAMA1,gene
LAMA2,gene
LAMA3,gene
LAMA4,gene
LAMA5,gene
LAMB1,gene
LAMB2,gene
LAMB3,gene
LAMB4,gene
LAMC1,gene
LAMC2,gene
LAMC3,gene
LAMP1,gene
LAMP2,gene
LAMP3,gene
LAMP5,gene
LAMTOR1,gene
LAMTOR2,gene
LAMTOR3,gene
LAMTOR4,gene
LAMTOR5,gene
LANCL1,gene
LANCL2,gene
LAP3,gene
LAPTM4A,gene
LAPTM4B,gene
LAPTM5,gene
LARGE1,gene
LARGE2,gene
LARP1,gene
LARP1B,gene
LARP4,gene
LARP4B,gene
LARP6,gene
LARP7,gene
LARS1,gene
LARS2,gene
LAS1L,gene
LASP1,gene
LAT,gene
LAT2,gene
LATS1,gene
LATS2,gene
LAX1,gene
LAYN,gene
LBH,gene
LBHD1,gene
LBP,gene
LBR,gene
LBX1,gene
LBX2,gene
LCA5,gene
LCA5L,gene
LCAT,gene
LCE1A,gene
LCE1B,gene
LCE1C,gene
LCE1D,gene
LCE1E,gene
LCE1F,gene
LCE2A,gene
LCE2B,gene
LCE2C,gene
LCE2D,gene
LCE3A,gene
LCE3B,gene
LCE3C,gene
LCE3D,gene
LCE3E,gene
LCE4A,gene
LCE5A,gene
LCK,gene
LCLAT1,gene
LCMT1,gene
LCMT2,gene
LCN1,gene
LCN12,gene
LCN15,gene
LCN2,gene
LCN6,gene
LCN8,gene
LCN9,gene
LCNL1,gene
LCOR,gene
LCORL,gene
LCP1,gene
LCP2,gene
LCT,gene
LCTL,gene
LDAF1,gene
LDAH,gene
LDB1,gene
LDB2,gene
LDB3,gene
LDHA,gene
LDHAL6A,gene
LDHAL6B,gene
LDHB,gene
LDHC,gene
LDHD,gene
LDLR,gene
LDLRAD1,gene
LDLRAD2,gene
LDLRAD3,gene
LDLRAD4,gene
LDLRAP1,gene
LDOC1,gene
LEAP2,gene
LECT2,gene
LEF1,gene
LEFTY1,gene
LEFTY2,gene
LEKR1,gene
LELP1,gene
LEMD1,gene
LEMD2,gene
LEMD3,gene
LENEP,gene
LENG1,gene
LENG8,gene
LENG9,gene
LEO1,gene
LEP,gene
LEPR,gene
LEPROT,gene
LEPROTL1,gene
LETM1,gene
LETM2,gene
LETMD1,gene
LEUTX,gene
LEXM,gene
LFNG,gene
LGALS1,gene
LGALS12,gene
LGALS13,gene
LGALS14,gene
LGALS16,gene
LGALS2,gene
LGALS3,gene
LGALS3BP,gene
LGALS4,gene
LGALS7,gene
LGALS7B,gene
LGALS8,gene
LGALS9,gene
LGALS9B,gene
LGALS9C,gene
LGALSL,gene
LGI1,gene
LGI2,gene
LGI4,gene
LGMN,gene
LGR4,gene
LGR5,gene
LGR6,gene
LGSN,gene
LHB,gene
LHCGR,gene
LHFPL1,gene
LHFPL2,gene
LHFPL3,gene
LHFPL4,gene
LHFPL5,gene
LHFPL6,gene
LHPP,gene
LHX1,gene
LHX2,gene
LHX3,gene
LHX4,gene
LHX5,gene
LHX6,gene
LHX8,gene
LHX9,gene
LIAS,gene
LIF,gene
LIFR,gene
LIG1,gene
LIG3,gene
LIG4,gene
LILRA2,gene
LILRA5,gene
LILRA6,gene
LILRB1,gene
LILRB2,gene
LILRB3,gene
LILRB4,gene
LILRB5,gene
LIM2,gene
LIMA1,gene
LIMCH1,gene
LIMD1,gene
LIMD2,gene
LIME1,gene
LIMK1,gene
LIMK2,gene
LIMS1,gene
LIMS2,gene
LIMS3,gene
LIMS4,gene
LIN28A,gene
LIN28B,gene
LIN37,gene
LIN52,gene
LIN54,gene
LIN7A,gene
LIN7B,gene
LIN7C,gene
LIN9,gene
LINGO1,gene
LINGO2,gene
LINGO3,gene
LINGO4,gene
LINS1,gene
LIPA,gene
LIPC,gene
LIPE,gene
LIPF,gene
LIPG,gene
LIPH,gene
LIPJ,gene
LIPM,gene
LIPT1,gene
LIPT2,gene
LITAF,gene
LIX1,gene
LIX1L,gene
LLCFC1,gene
LLGL1,gene
LLGL2,gene
LLPH,gene
LMAN1,gene
LMAN1L,gene
LMAN2,gene
LMAN2L,gene
LMBR1,gene
LMBR1L,gene
LMBRD1,gene
LMBRD2,gene
LMCD1,gene
LMF1,gene
LMF2,gene
LMLN,gene
LMNA,gene
LMNB1,gene
LMNB2,gene
LMNTD2,gene
LMO1,gene
LMO2,gene
LMO3,gene
LMO4,gene
LMO7,gene
LMOD1,gene
LMOD2,gene
LMOD3,gene
LMTK2,gene
LMTK3,gene
LMX1A,gene
LMX1B,gene
LNP1,gene
LNPEP,gene
LNPK,gene
LNX1,gene
LNX2,gene
LONP1,gene
LONP2,gene
LONRF1,gene
LONRF2,gene
LONRF3,gene
LORICRIN,gene
LOX,gene
LOXHD1,gene
LOXL1,gene
LOXL2,gene
LOXL3,gene
LOXL4,gene
LPA,gene
LPAR1,gene
LPAR2,gene
LPAR3,gene
LPAR4,gene
LPAR5,gene
LPAR6,gene
LPCAT1,gene
LPCAT2,gene
LPCAT3,gene
LPCAT4,gene
LPGAT1,gene
LPIN1,gene
LPIN2,gene
LPIN3,gene
LPL,gene
LPO,gene
LPP,gene
LPXN,gene
LRAT,gene
LRATD1,gene
LRATD2,gene
LRBA,gene
LRCH1,gene
LRCH2,gene
LRCH3,gene
LRCH4,gene
LRFN1,gene
LRFN2,gene
LRFN3,gene
LRFN4,gene
LRFN5,gene
LRG1,gene
LRIF1,gene
LRIG1,gene
LRIG2,gene
LRIG3,gene
LRIT1,gene
LRIT2,gene
LRIT3,gene
LRMDA,gene
LRP1,gene
LRP10,gene
LRP11,gene
LRP12,gene
LRP1B,gene
LRP2,gene
LRP2BP,gene
LRP3,gene
LRP4,gene
LRP5,gene
LRP5L,gene
LRP6,gene
LRP8,gene
LRPAP1,gene
LRPPRC,gene
LRR1,gene
LRRC1,gene
LRRC10,gene
LRRC10B,gene
LRRC14,gene
LRRC15,gene
LRRC17,gene
LRRC18,gene
LRRC19,gene
LRRC2,gene
LRRC20,gene
LRRC23,gene
LRRC24,gene
LRRC25,gene
LRRC26,gene
LRRC27,gene
LRRC28,gene
LRRC29,gene
LRRC3,gene
LRRC31,gene
LRRC32,gene
LRRC36,gene
LRRC37A3,gene
LRRC37B,gene
LRRC39,gene
LRRC3B,gene
LRRC3C,gene
LRRC4,gene
LRRC40,gene
LRRC41,gene
LRRC42,gene
LRRC43,gene
LRRC45,gene
LRRC46,gene
LRRC47,gene
LRRC49,gene
LRRC4B,gene
LRRC4C,gene
LRRC52,gene
LRRC53,gene
LRRC55,gene
LRRC56,gene
LRRC57,gene
LRRC58,gene
LRRC59,gene
LRRC61,gene
LRRC63,gene
LRRC66,gene
LRRC69,gene
LRRC7,gene
LRRC70,gene
LRRC71,gene
LRRC73,gene
LRRC74B,gene
LRRC75B,gene
LRRC8A,gene
LRRC8B,gene
LRRC8C,gene
LRRC8D,gene
LRRC8E,gene
LRRCC1,gene
LRRD1,gene
LRRFIP1,gene
LRRFIP2,gene
LRRIQ1,gene
LRRIQ3,gene
LRRK1,gene
LRRK2,gene
LRRN1,gene
LRRN2,gene
LRRN3,gene
LRRN4,gene
LRRN4CL,gene
LRRTM1,gene
LRRTM2,gene
LRRTM3,gene
LRRTM4,gene
LRSAM1,gene
LRTM1,gene
LRTM2,gene
LRWD1,gene
LSAMP,gene
LSG1,gene
LSM1,gene
LSM10,gene
LSM11,gene
LSM12,gene
LSM14A,gene
LSM14B,gene
LSM2,gene
LSM3,gene
LSM4,gene
LSM5,gene
LSM6,gene
LSM7,gene
LSM8,gene
LSMEM1,gene
LSMEM2,gene
LSP1,gene
LSR,gene
LSS,gene
LST1,gene
LTA,gene
LTA4H,gene
LTB,gene
LTB4R,gene
LTB4R2,gene
LTBP1,gene
LTBP2,gene
LTBP3,gene
LTBP4,gene
LTBR,gene
LTC4S,gene
LTF,gene
LTK,gene
LTN1,gene
LTO1,gene
LTV1,gene
LUC7L,gene
LUC7L2,gene
LUC7L3,gene
LUM,gene
LURAP1,gene
LURAP1L,gene
LUZP1,gene
LUZP2,gene
LUZP4,gene
LVRN,gene
LXN,gene
LY6D,gene
LY6E,gene
LY6G5B,gene
LY6G5C,gene
LY6G6C,gene
LY6G6D,gene
LY6H,gene
LY6K,gene
LY75,gene
LY86,gene
LY9,gene
LY96,gene
LYAR,gene
LYG1,gene
LYG2,gene
LYL1,gene
LYN,gene
LYNX1,gene
LYPD1,gene
LYPD2,gene
LYPD3,gene
LYPD4,gene
LYPD5,gene
LYPD6,gene
LYPD6B,gene
LYPLA1,gene
LYPLA2,gene
LYPLAL1,gene
LYRM1,gene
LYRM2,gene
LYRM4,gene
LYRM7,gene
LYSMD1,gene
LYSMD2,gene
LYSMD3,gene
LYST,gene
LYVE1,gene
LYZ,gene
LYZL1,gene
LYZL2,gene
LYZL6,gene
LZIC,gene
LZTFL1,gene
LZTR1,gene
LZTS1,gene
LZTS2,gene
LZTS3,gene
M1AP,gene
M6PR,gene
MAB21L1,gene
MAB21L2,gene
MAB21L3,gene
MAB21L4,gene
MACC1,gene
MACF1,gene
MACIR,gene
MACO1,gene
MACROD1,gene
MACROD2,gene
MACROH2A1,gene
MACROH2A2,gene
MAD1L1,gene
MAD2L1,gene
MAD2L1BP,gene
MAD2L2,gene
MADCAM1,gene
MADD,gene
MAEA,gene
MAEL,gene
MAF,gene
MAF1,gene
MAFA,gene
MAFB,gene
MAFF,gene
MAFG,gene
MAFK,gene
MAG,gene
MAGEA1,gene
MAGEA10,gene
MAGEA11,gene
MAGEA12,gene
MAGEA2,gene
MAGEA2B,gene
MAGEA3,gene
MAGEA4,gene
MAGEA6,gene
MAGEA8,gene
MAGEA9,gene
MAGEA9B,gene
MAGEB1,gene
MAGEB10,gene
MAGEB17,gene
MAGEB18,gene
MAGEB2,gene
MAGEB3,gene
MAGEB4,gene
MAGEB5,gene
MAGEB6,gene
MAGEC1,gene
MAGEC2,gene
MAGEC3,gene
MAGED1,gene
MAGED2,gene
MAGED4,gene
MAGED4B,gene
MAGEE1,gene
MAGEE2,gene
MAGEF1,gene
MAGEH1,gene
MAGEL2,gene
MAGI1,gene
MAGI2,gene
MAGI3,gene
MAGIX,gene
MAGOH,gene
MAGOHB,gene
MAGT1,gene
MAIP1,gene
MAJIN,gene
MAK,gene
MAK16,gene
MAL,gene
MAL2,gene
MALL,gene
MALSU1,gene
MALT1,gene
MAMDC2,gene
MAMDC4,gene
MAML1,gene
MAML2,gene
MAML3,gene
MAMLD1,gene
MAMSTR,gene
MAN1A1,gene
MAN1A2,gene
MAN1B1,gene
MAN1C1,gene
MAN2A1,gene
MAN2A2,gene
MAN2B1,gene
MAN2B2,gene
MAN2C1,gene
MANBA,gene
MANBAL,gene
MANEA,gene
MANEAL,gene
MANF,gene
MANSC1,gene
MANSC4,gene
MAOA,gene
MAOB,gene
MAP10,gene
MAP1A,gene
MAP1B,gene
MAP1LC3A,gene
MAP1LC3B,gene
MAP1LC3B2,gene
MAP1LC3C,gene
MAP1S,gene
MAP2,gene
MAP2K1,gene
MAP2K2,gene
MAP2K3,gene
MAP2K4,gene
MAP2K5,gene
MAP2K6,gene
MAP2K7,gene
MAP3K1,gene
MAP3K10,gene
MAP3K11,gene
MAP3K12,gene
MAP3K13,gene
MAP3K14,gene
MAP3K15,gene
MAP3K19,gene
MAP3K2,gene
MAP3K20,gene
MAP3K21,gene
MAP3K3,gene
MAP3K4,gene
MAP3K5,gene
MAP3K6,gene
MAP3K7,gene
MAP3K7CL,gene
MAP3K8,gene
MAP3K9,gene
MAP4,gene
MAP4K1,gene
MAP4K2,gene
MAP4K3,gene
MAP4K4,gene
MAP4K5,gene
MAP6,gene
MAP6D1,gene
MAP7,gene
MAP7D1,gene
MAP7D2,gene
MAP7D3,gene
MAP9,gene
MAPK1,gene
MAPK10,gene
MAPK11,gene
MAPK12,gene
MAPK13,gene
MAPK14,gene
MAPK15,gene
MAPK1IP1L,gene
MAPK3,gene
MAPK4,gene
MAPK6,gene
MAPK7,gene
MAPK8,gene
MAPK8IP1,gene
MAPK8IP2,gene
MAPK8IP3,gene
MAPK9,gene
MAPKAP1,gene
MAPKAPK2,gene
MAPKAPK3,gene
MAPKAPK5,gene
MAPKBP1,gene
MAPRE1,gene
MAPRE2,gene
MAPRE3,gene
MAPT,gene
MARCHF1,gene
MARCHF10,gene
MARCHF11,gene
MARCHF2,gene
MARCHF3,gene
MARCHF4,gene
MARCHF5,gene
MARCHF6,gene
MARCHF7,gene
MARCHF8,gene
MARCHF9,gene
MARCKS,gene
MARCKSL1,gene
MARCO,gene
MARF1,gene
MARK1,gene
MARK2,gene
MARK3,gene
MARK4,gene
MARS1,gene
MARS2,gene
MARVELD1,gene
MARVELD2,gene
MARVELD3,gene
MAS1,gene
MASP1,gene
MASP2,gene
MAST1,gene
MAST2,gene
MAST3,gene
MAST4,gene
MASTL,gene
MAT1A,gene
MAT2A,gene
MAT2B,gene
MATK,gene
MATN1,gene
MATN2,gene
MATN3,gene
MATN4,gene
MATR3,gene
MAU2,gene
MAVS,gene
MAX,gene
MAZ,gene
MB,gene
MB21D2,gene
MBD1,gene
MBD2,gene
MBD3,gene
MBD3L1,gene
MBD3L2,gene
MBD3L3,gene
MBD4,gene
MBD5,gene
MBD6,gene
MBIP,gene
MBL2,gene
MBLAC1,gene
MBLAC2,gene
MBNL1,gene
MBNL2,gene
MBNL3,gene
MBOAT1,gene
MBOAT2,gene
MBOAT4,gene
MBOAT7,gene
MBP,gene
MBTD1,gene
MBTPS1,gene
MBTPS2,gene
MC1R,gene
MC2R,gene
MC3R,gene
MC4R,gene
MC5R,gene
MCAM,gene
MCAT,gene
MCC,gene
MCCC1,gene
MCCC2,gene
MCCD1,gene
MCEE,gene
MCEMP1,gene
MCF2,gene
MCF2L,gene
MCF2L2,gene
MCFD2,gene
MCHR1,gene
MCHR2,gene
MCIDAS,gene
MCL1,gene
MCM10,gene
MCM2,gene
MCM3,gene
MCM3AP,gene
MCM4,gene
MCM5,gene
MCM6,gene
MCM7,gene
MCM8,gene
MCM9,gene
MCMBP,gene
MCMDC2,gene
MCOLN1,gene
MCOLN2,gene
MCOLN3,gene
MCPH1,gene
MCRIP1,gene
MCRIP2,gene
MCRS1,gene
MCTP1,gene
MCTP2,gene
MCTS1,gene
MCTS2,gene
MCU,gene
MCUB,gene
MCUR1,gene
MDC1,gene
MDFI,gene
MDFIC,gene
MDGA1,gene
MDGA2,gene
MDH1,gene
MDH1B,gene
MDH2,gene
MDK,gene
MDM1,gene
MDM2,gene
MDM4,gene
MDN1,gene
MDP1,gene
ME1,gene
ME2,gene
ME3,gene
MEA1,gene
MEAF6,gene
MEAK7,gene
MECOM,gene
MECP2,gene
MECR,gene
MED1,gene
MED10,gene
MED11,gene
MED12,gene
MED12L,gene
MED13,gene
MED13L,gene
MED14,gene
MED15,gene
MED16,gene
MED17,gene
MED18,gene
MED19,gene
MED20,gene
MED21,gene
MED22,gene
MED23,gene
MED24,gene
MED25,gene
MED26,gene
MED27,gene
MED28,gene
MED29,gene
MED30,gene
MED31,gene
MED4,gene
MED6,gene
MED7,gene
MED8,gene
MED9,gene
MEDAG,gene
MEF2A,gene
MEF2B,gene
MEF2C,gene
MEF2D,gene
MEFV,gene
MEGF10,gene
MEGF11,gene
MEGF6,gene
MEGF8,gene
MEGF9,gene
MEI1,gene
MEI4,gene
MEIG1,gene
MEIKIN,gene
MEIOC,gene
MEIOSIN,gene
MEIS1,gene
MEIS2,gene
MEIS3,gene
MELK,gene
MELTF,gene
MEMO1,gene
MEN1,gene
MEOX1,gene
MEOX2,gene
MEP1A,gene
MEP1B,gene
MEPCE,gene
MEPE,gene
MERTK,gene
MESD,gene
MESP1,gene
MESP2,gene
MEST,gene
MET,gene
METAP1,gene
METAP1D,gene
METAP2,gene
METRN,gene
METRNL,gene
METTL1,gene
METTL13,gene
METTL14,gene
METTL15,gene
METTL16,gene
METTL17,gene
METTL18,gene
METTL21A,gene
METTL21C,gene
METTL22,gene
METTL23,gene
METTL24,gene
METTL25,gene
METTL25B,gene
METTL26,gene
METTL27,gene
METTL2A,gene
METTL2B,gene
METTL3,gene
METTL4,gene
METTL5,gene
METTL6,gene
METTL7A,gene
METTL7B,gene
METTL8,gene
METTL9,gene
MEX3A,gene
MEX3B,gene
MEX3C,gene
MEX3D,gene
MFAP1,gene
MFAP2,gene
MFAP3,gene
MFAP3L,gene
MFAP4,gene
MFAP5,gene
MFF,gene
MFGE8,gene
MFHAS1,gene
MFN1,gene
MFN2,gene
MFNG,gene
MFRP,gene
MFSD1,gene
MFSD10,gene
MFSD11,gene
MFSD12,gene
MFSD13A,gene
MFSD14A,gene
MFSD14B,gene
MFSD14C,gene
MFSD2A,gene
MFSD2B,gene
MFSD3,gene
MFSD4A,gene
MFSD4B,gene
MFSD5,gene
MFSD6,gene
MFSD6L,gene
MFSD8,gene
MFSD9,gene
MGA,gene
MGAM,gene
MGAM2,gene
MGARP,gene
MGAT1,gene
MGAT2,gene
MGAT3,gene
MGAT4A,gene
MGAT4B,gene
MGAT4C,gene
MGAT4D,gene
MGAT5,gene
MGAT5B,gene
MGLL,gene
MGME1,gene
MGMT,gene
MGP,gene
MGRN1,gene
MGST1,gene
MGST2,gene
MGST3,gene
MIA,gene
MIA2,gene
MIA3,gene
MIB1,gene
MIB2,gene
MICA,gene
MICAL1,gene
MICAL2,gene
MICAL3,gene
MICALL1,gene
MICALL2,gene
MICB,gene
MICOS10,gene
MICOS13,gene
MICU1,gene
MICU2,gene
MICU3,gene
MID1,gene
MID1IP1,gene
MID2,gene
MIDEAS,gene
MIDN,gene
MIEF1,gene
MIEF2,gene
MIEN1,gene
MIER1,gene
MIER2,gene
MIER3,gene
MIF,gene
MIF4GD,gene
MIGA1,gene
MIGA2,gene
MIIP,gene
MILR1,gene
MINAR1,gene
MINAR2,gene
MINDY1,gene
MINDY2,gene
MINDY3,gene
MINDY4,gene
MINK1,gene
MINPP1,gene
MIOS,gene
MIOX,gene
MIP,gene
MIPEP,gene
MIPOL1,gene
MIS12,gene
MIS18A,gene
MIS18BP1,gene
MISP,gene
MITD1,gene
MITF,gene
MIX23,gene
MIXL1,gene
MKI67,gene
MKKS,gene
MKLN1,gene
MKNK1,gene
MKNK2,gene
MKRN1,gene
MKRN2,gene
MKRN2OS,gene
MKRN3,gene
MKS1,gene
MKX,gene
MLANA,gene
MLC1,gene
MLEC,gene
MLF1,gene
MLF2,gene
MLH1,gene
MLH3,gene
MLIP,gene
MLKL,gene
MLLT1,gene
MLLT10,gene
MLLT11,gene
MLLT3,gene
MLLT6,gene
MLN,gene
MLNR,gene
MLPH,gene
MLST8,gene
MLX,gene
MLXIP,gene
MLXIPL,gene
MLYCD,gene
MMAA,gene
MMAB,gene
MMACHC,gene
MMADHC,gene
MMD,gene
MMD2,gene
MME,gene
MMEL1,gene
MMGT1,gene
MMP1,gene
MMP10,gene
MMP11,gene
MMP12,gene
MMP13,gene
MMP14,gene
MMP15,gene
MMP16,gene
MMP17,gene
MMP19,gene
MMP2,gene
MMP20,gene
MMP21,gene
MMP24,gene
MMP24OS,gene
MMP25,gene
MMP26,gene
MMP28,gene
MMP3,gene
MMP7,gene
MMP8,gene
MMP9,gene
MMRN1,gene
MMRN2,gene
MMS19,gene
MMS22L,gene
MMUT,gene
MN1,gene
MNAT1,gene
MND1,gene
MNDA,gene
MNS1,gene
MNT,gene
MNX1,gene
MOAP1,gene
MOB1A,gene
MOB1B,gene
MOB2,gene
MOB3A,gene
MOB3B,gene
MOB3C,gene
MOB4,gene
MOBP,gene
MOCOS,gene
MOCS1,gene
MOCS2,gene
MOCS3,gene
MOG,gene
MOGAT1,gene
MOGAT2,gene
MOGAT3,gene
MOGS,gene
MOK,gene
MON1A,gene
MON1B,gene
MON2,gene
MORC1,gene
MORC2,gene
MORC3,gene
MORC4,gene
MORF4L1,gene
MORF4L2,gene
MORN1,gene
MORN2,gene
MORN3,gene
MORN4,gene
MORN5,gene
MOS,gene
MOSMO,gene
MOSPD1,gene
MOSPD2,gene
MOSPD3,gene
MOV10,gene
MOV10L1,gene
MOXD1,gene
MPC1,gene
MPC2,gene
MPDU1,gene
MPDZ,gene
MPEG1,gene
MPG,gene
MPHOSPH10,gene
MPHOSPH6,gene
MPHOSPH8,gene
MPHOSPH9,gene
MPI,gene
MPIG6B,gene
MPL,gene
MPLKIP,gene
MPND,gene
MPO,gene
MPP1,gene
MPP2,gene
MPP3,gene
MPP4,gene
MPP7,gene
MPPE1,gene
MPPED1,gene
MPPED2,gene
MPRIP,gene
MPST,gene
MPV17,gene
MPV17L,gene
MPV17L2,gene
MPZ,gene
