node,type
GO:0009158,GO
GO:0009163,GO
GO:0034404,GO
GO:1901659,GO
GO:1901658,GO
GO:0009167,GO
GO:0009170,GO
GO:0009172,GO
GO:0009173,GO
GO:0009176,GO
GO:0009179,GO
GO:0009181,GO
GO:0009182,GO
GO:0009186,GO
GO:0009189,GO
GO:0009184,GO
GO:0009192,GO
GO:0009187,GO
GO:0009193,GO
GO:0009196,GO
GO:0009199,GO
GO:0009200,GO
GO:0009201,GO
GO:0009202,GO
GO:0009203,GO
GO:0009204,GO
GO:0009205,GO
GO:0009208,GO
GO:0009211,GO
GO:0009215,GO
GO:0009218,GO
GO:0009219,GO
GO:0009228,GO
GO:0042724,GO
GO:0042357,GO
GO:0009230,GO
GO:0042725,GO
GO:0009231,GO
GO:0042727,GO
GO:0009232,GO
GO:0042365,GO
GO:0042728,GO
GO:0009233,GO
GO:0009236,GO
GO:0009238,GO
GO:0033067,GO
GO:0009239,GO
GO:0019540,GO
GO:0033068,GO
GO:0009240,GO
GO:0009242,GO
GO:0046377,GO
GO:0009243,GO
GO:0046402,GO
GO:0009244,GO
GO:0046401,GO
GO:0009245,GO
GO:0046493,GO
GO:1901271,GO
GO:0009246,GO
GO:0046378,GO
GO:0046467,GO
GO:0009248,GO
GO:0046375,GO
GO:0009252,GO
GO:0044038,GO
GO:0009253,GO
GO:0009254,GO
GO:0009255,GO
GO:0061678,GO
GO:0009256,GO
GO:0009397,GO
GO:0019693,GO
GO:0009262,GO
GO:0009263,GO
GO:0009268,GO
GO:0009269,GO
GO:0009414,GO
GO:0009270,GO
GO:0009415,GO
GO:0009271,GO
GO:0009272,GO
GO:0042546,GO
GO:0071852,GO
GO:0009273,GO
GO:0009290,GO
GO:0051027,GO
GO:0009292,GO
GO:0009293,GO
GO:0009294,GO
GO:0009297,GO
GO:0043711,GO
GO:0009300,GO
GO:0042868,GO
GO:0016074,GO
GO:0009304,GO
GO:0009307,GO
GO:0009309,GO
GO:0009310,GO
GO:0009372,GO
GO:0060245,GO
GO:0019692,GO
GO:0042560,GO
GO:0009398,GO
GO:0046444,GO
GO:0009399,GO
GO:0071941,GO
GO:0009401,GO
GO:0098704,GO
GO:0009407,GO
GO:0098754,GO
GO:0009409,GO
GO:0009413,GO
GO:0009423,GO
GO:0046417,GO
GO:0009432,GO
GO:0009439,GO
GO:0009440,GO
GO:0009441,GO
GO:0009442,GO
GO:0036260,GO
GO:0009453,GO
GO:0009454,GO
GO:0009455,GO
GO:0009553,GO
GO:0048229,GO
GO:0009554,GO
GO:0048236,GO
GO:0009555,GO
GO:0009556,GO
GO:0009557,GO
GO:0009558,GO
GO:0009559,GO
GO:0009560,GO
GO:0009561,GO
GO:0009562,GO
GO:0009563,GO
GO:0009567,GO
GO:0009581,GO
GO:0009582,GO
GO:0009585,GO
GO:0009588,GO
GO:0009590,GO
GO:0009629,GO
GO:0009594,GO
GO:0009600,GO
GO:0009601,GO
GO:0009603,GO
GO:0009610,GO
GO:0009604,GO
GO:0009606,GO
GO:0009616,GO
GO:0009624,GO
GO:0009625,GO
GO:0009626,GO
GO:0034050,GO
GO:0009627,GO
GO:0140546,GO
GO:0009630,GO
GO:0009635,GO
GO:0009638,GO
GO:0009639,GO
GO:0009640,GO
GO:0009641,GO
GO:0009642,GO
GO:0009643,GO
GO:0009644,GO
GO:0009645,GO
GO:0009646,GO
GO:0009647,GO
GO:0009648,GO
GO:0009649,GO
GO:0009652,GO
GO:0009657,GO
GO:0009658,GO
GO:0009659,GO
GO:0009660,GO
GO:0009661,GO
GO:0009662,GO
GO:0009663,GO
GO:0009664,GO
GO:0071555,GO
GO:0071669,GO
GO:0009665,GO
GO:0009666,GO
GO:0009668,GO
GO:0009667,GO
GO:0009677,GO
GO:0009682,GO
GO:0009683,GO
GO:0009850,GO
GO:0009684,GO
GO:0009851,GO
GO:0042435,GO
GO:0009685,GO
GO:0009686,GO
GO:0009687,GO
GO:0043288,GO
GO:0120254,GO
GO:1902644,GO
GO:0009688,GO
GO:0043289,GO
GO:1902645,GO
GO:0009689,GO
GO:0052322,GO
GO:0009690,GO
GO:0009691,GO
GO:0009692,GO
GO:0043449,GO
GO:0009693,GO
GO:0043450,GO
GO:0009694,GO
GO:0009695,GO
GO:0009696,GO
GO:0042537,GO
GO:0009697,GO
GO:0009698,GO
GO:0009699,GO
GO:0009700,GO
GO:0046217,GO
GO:0052315,GO
GO:0009701,GO
GO:0009717,GO
GO:0046289,GO
GO:0009704,GO
GO:0009708,GO
GO:0033075,GO
GO:0046445,GO
GO:0009709,GO
GO:0035835,GO
GO:0046447,GO
GO:0009710,GO
GO:0009821,GO
GO:0046448,GO
GO:0009711,GO
GO:0046446,GO
GO:0009713,GO
GO:0009714,GO
GO:0009715,GO
GO:0009716,GO
GO:0009813,GO
GO:0046285,GO
GO:0046287,GO
GO:0009718,GO
GO:0046283,GO
GO:0009719,GO
GO:0009720,GO
GO:0009721,GO
GO:0009733,GO
GO:0009722,GO
GO:0009735,GO
GO:0009723,GO
GO:0009724,GO
GO:0009737,GO
GO:0009727,GO
GO:0009728,GO
GO:0009739,GO
GO:0009729,GO
GO:0009741,GO
GO:0009730,GO
GO:0009743,GO
GO:0009731,GO
GO:0009744,GO
GO:0034288,GO
GO:0009732,GO
GO:0009746,GO
GO:0034287,GO
GO:0009734,GO
GO:0009736,GO
GO:0097305,GO
GO:0009738,GO
GO:0009740,GO
GO:0010476,GO
GO:0009742,GO
GO:0034285,GO
GO:0009745,GO
GO:0010182,GO
GO:0034284,GO
GO:0009747,GO
GO:0009757,GO
GO:0009748,GO
GO:0009751,GO
GO:0009752,GO
GO:0009753,GO
GO:0009754,GO
GO:0009756,GO
GO:0009758,GO
GO:0009759,GO
GO:0019761,GO
GO:0042343,GO
GO:0009760,GO
GO:0015977,GO
GO:0019685,GO
GO:0009761,GO
GO:0009762,GO
GO:0009763,GO
GO:0009764,GO
GO:0009765,GO
GO:0009767,GO
GO:0009768,GO
GO:0009769,GO
GO:0009772,GO
GO:0009773,GO
GO:0009777,GO
GO:0009778,GO
GO:0009779,GO
GO:0009780,GO
GO:0009785,GO
GO:0071483,GO
GO:0009786,GO
GO:0009787,GO
GO:1905957,GO
GO:0009788,GO
GO:1905958,GO
GO:0009790,GO
GO:0009793,GO
GO:0045448,GO
GO:0009799,GO
GO:0009800,GO
GO:0009803,GO
GO:0009801,GO
GO:0009802,GO
GO:0009805,GO
GO:0009806,GO
GO:0009807,GO
GO:0009808,GO
GO:0009809,GO
GO:0009810,GO
GO:0009811,GO
GO:0009819,GO
GO:0009823,GO
GO:0009825,GO
GO:0009827,GO
GO:0042545,GO
GO:0009828,GO
GO:0009829,GO
GO:0009830,GO
GO:0044277,GO
GO:0009831,GO
GO:0042547,GO
GO:0009832,GO
GO:0009833,GO
GO:0009834,GO
GO:0009835,GO
GO:0009836,GO
GO:0009837,GO
GO:0009845,GO
GO:0009846,GO
GO:0009847,GO
GO:0009848,GO
GO:0009849,GO
GO:0009852,GO
GO:0009853,GO
GO:0009854,GO
GO:0009856,GO
GO:0009859,GO
GO:0009860,GO
GO:0009932,GO
GO:0009861,GO
GO:0009862,GO
GO:0009863,GO
GO:0009864,GO
GO:0009867,GO
GO:0009865,GO
GO:0009866,GO
GO:0009873,GO
GO:0009868,GO
GO:0009871,GO
GO:0009875,GO
GO:0009876,GO
GO:0009877,GO
GO:0009879,GO
GO:0009889,GO
GO:0009892,GO
GO:0009891,GO
GO:0009900,GO
GO:0009901,GO
GO:0009902,GO
GO:0019750,GO
GO:0051667,GO
GO:0009903,GO
GO:0009904,GO
GO:0009906,GO
GO:0009907,GO
GO:0010114,GO
GO:0009908,GO
GO:0090567,GO
GO:0009909,GO
GO:0048580,GO
GO:0048831,GO
GO:0009910,GO
GO:0048581,GO
GO:2000242,GO
GO:0009911,GO
GO:0048582,GO
GO:2000243,GO
GO:0009912,GO
GO:0060120,GO
GO:0009915,GO
GO:0015770,GO
GO:0110126,GO
GO:0009920,GO
GO:0009926,GO
GO:0060918,GO
GO:0009933,GO
GO:0009934,GO
GO:0050793,GO
GO:0009937,GO
GO:0009938,GO
GO:0009939,GO
GO:0009942,GO
GO:0009943,GO
GO:0009944,GO
GO:0009945,GO
GO:0009946,GO
GO:0009947,GO
GO:0009949,GO
GO:0009951,GO
GO:0009955,GO
GO:0009956,GO
GO:0009957,GO
GO:0009958,GO
GO:0009959,GO
GO:0009960,GO
GO:0009961,GO
GO:0010243,GO
GO:0009962,GO
GO:0009963,GO
GO:0009964,GO
GO:0009965,GO
GO:1905392,GO
GO:0010647,GO
GO:0010648,GO
GO:0009969,GO
GO:0010411,GO
GO:0070592,GO
GO:0009970,GO
GO:0009971,GO
GO:0009989,GO
GO:0009990,GO
GO:0009994,GO
GO:0009995,GO
GO:0009996,GO
GO:0010454,GO
GO:0042659,GO
GO:0009997,GO
GO:0042686,GO
GO:0051892,GO
GO:2000044,GO
GO:0042685,GO
GO:0009998,GO
GO:0042673,GO
GO:0060226,GO
GO:0042672,GO
GO:0009999,GO
GO:0042669,GO
GO:0045608,GO
GO:0042667,GO
GO:0010004,GO
GO:0010014,GO
GO:0010015,GO
GO:0010016,GO
GO:0010017,GO
GO:0071489,GO
GO:0010018,GO
GO:0071490,GO
GO:0010019,GO
GO:0010020,GO
GO:0043572,GO
GO:0010021,GO
GO:2000896,GO
GO:0010022,GO
GO:0010023,GO
GO:0010024,GO
GO:0051202,GO
GO:0010025,GO
GO:0010166,GO
GO:1901570,GO
GO:0010026,GO
GO:0010027,GO
GO:0010028,GO
GO:0016122,GO
GO:0010029,GO
GO:1900140,GO
GO:0010030,GO
GO:0010031,GO
GO:0050879,GO
GO:0010032,GO
GO:0010034,GO
GO:0010036,GO
GO:0010037,GO
GO:0010041,GO
GO:0010044,GO
GO:0010045,GO
GO:0010046,GO
GO:0010047,GO
GO:0010048,GO
GO:0010049,GO
GO:0010050,GO
GO:0010051,GO
GO:0010052,GO
GO:0090627,GO
GO:0010053,GO
GO:0010054,GO
GO:0010055,GO
GO:0010056,GO
GO:0090628,GO
GO:0010057,GO
GO:0010058,GO
GO:1903888,GO
GO:0010059,GO
GO:1903890,GO
GO:0010060,GO
GO:1903889,GO
GO:0010061,GO
GO:2000067,GO
GO:0010062,GO
GO:0010063,GO
GO:0010064,GO
GO:0010065,GO
GO:0048508,GO
GO:0010066,GO
GO:0010067,GO
GO:0010068,GO
GO:0010069,GO
GO:0010070,GO
GO:0010071,GO
GO:0090421,GO
GO:0010072,GO
GO:0010073,GO
GO:0010074,GO
GO:0035266,GO
GO:0010076,GO
GO:0010077,GO
GO:0010078,GO
GO:0010079,GO
GO:0010080,GO
GO:0010451,GO
GO:0010081,GO
GO:0010450,GO
GO:0010082,GO
GO:0010449,GO
GO:0010083,GO
GO:1905613,GO
GO:0010448,GO
GO:0010084,GO
GO:0010085,GO
GO:0010086,GO
GO:0010087,GO
GO:0010088,GO
GO:0010089,GO
GO:0010090,GO
GO:0010091,GO
GO:0010093,GO
GO:0090701,GO
GO:0010094,GO
GO:0010095,GO
GO:0010096,GO
GO:0010097,GO
GO:0010098,GO
GO:0010099,GO
GO:2000030,GO
GO:0010100,GO
GO:0010101,GO
GO:0090697,GO
GO:0010102,GO
GO:0010103,GO
GO:0090626,GO
GO:0090698,GO
GO:0010104,GO
GO:0070297,GO
GO:0010105,GO
GO:0070298,GO
GO:0010106,GO
GO:0010109,GO
GO:0031323,GO
GO:0015979,GO
GO:0010110,GO
GO:0010111,GO
GO:0010112,GO
GO:0010113,GO
GO:0010115,GO
GO:0031326,GO
GO:1902930,GO
GO:0010116,GO
GO:0045828,GO
GO:1902932,GO
GO:0010117,GO
GO:0010118,GO
GO:0010119,GO
GO:0010120,GO
GO:0052317,GO
GO:0010121,GO
GO:0019493,GO
GO:0010122,GO
GO:0010124,GO
GO:0010125,GO
GO:0010126,GO
GO:0016138,GO
GO:0016137,GO
GO:0010127,GO
GO:0010128,GO
GO:0018875,GO
GO:0043639,GO
GO:0010129,GO
GO:0010130,GO
GO:0018913,GO
GO:0010132,GO
GO:0019756,GO
GO:1901806,GO
GO:0010133,GO
GO:0010134,GO
GO:0010135,GO
GO:0010136,GO
GO:0010137,GO
GO:0032262,GO
GO:0010142,GO
GO:0045337,GO
GO:1902767,GO
GO:0010143,GO
GO:0010144,GO
GO:0042818,GO
GO:0010145,GO
GO:0010146,GO
GO:0010147,GO
GO:0010148,GO
GO:0010150,GO
GO:0090693,GO
GO:0010151,GO
GO:0010152,GO
GO:0010154,GO
GO:0010155,GO
GO:0010157,GO
GO:0010158,GO
GO:0010159,GO
GO:0048859,GO
GO:0010161,GO
GO:0071491,GO
GO:0010162,GO
GO:0022611,GO
GO:0010164,GO
GO:1901568,GO
GO:0010167,GO
GO:1901698,GO
GO:0010171,GO
GO:0010172,GO
GO:0010183,GO
GO:0010184,GO
GO:0010185,GO
GO:0010186,GO
GO:0010187,GO
GO:0010188,GO
GO:0010189,GO
GO:0042362,GO
GO:0010190,GO
GO:0010191,GO
GO:0010192,GO
GO:0010193,GO
GO:0010196,GO
GO:1990066,GO
GO:0010197,GO
GO:0010198,GO
GO:0010199,GO
GO:0090691,GO
GO:0010200,GO
GO:0010201,GO
GO:0010218,GO
GO:0010202,GO
GO:0010203,GO
GO:0055122,GO
GO:0010205,GO
GO:0043155,GO
GO:0010206,GO
GO:0010207,GO
GO:0010208,GO
GO:0010213,GO
GO:0010214,GO
GO:0010215,GO
GO:0010219,GO
GO:0080134,GO
GO:0010220,GO
GO:0010221,GO
GO:0010222,GO
GO:0010223,GO
GO:0010346,GO
GO:0010227,GO
GO:0010228,GO
GO:0010229,GO
GO:0010230,GO
GO:0010231,GO
GO:0097437,GO
GO:0010232,GO
GO:0010233,GO
GO:0010234,GO
GO:0010235,GO
GO:0010236,GO
GO:0010238,GO
GO:0010239,GO
GO:0031425,GO
GO:0010241,GO
GO:0033331,GO
GO:0010244,GO
GO:0010245,GO
GO:0010246,GO
GO:0010395,GO
GO:0010247,GO
GO:0010249,GO
GO:0010250,GO
GO:0010253,GO
GO:0033478,GO
GO:0010254,GO
GO:0010257,GO
GO:0010258,GO
GO:0010275,GO
GO:0010262,GO
GO:0031099,GO
GO:0010263,GO
GO:0010683,GO
GO:0016104,GO
GO:0010264,GO
GO:0033517,GO
GO:0010266,GO
GO:0033273,GO
GO:0010267,GO
GO:0010268,GO
GO:0010270,GO
GO:0010271,GO
GO:0090056,GO
GO:1901404,GO
GO:0015996,GO
GO:0010272,GO
GO:0061687,GO
GO:0010274,GO
GO:0010286,GO
GO:0010289,GO
GO:0010394,GO
GO:0052325,GO
GO:0010299,GO
GO:0010304,GO
GO:0010305,GO
GO:0010306,GO
GO:0010396,GO
GO:0010311,GO
GO:1905393,GO
GO:0010312,GO
GO:0010315,GO
GO:0010928,GO
GO:0010321,GO
GO:0010322,GO
GO:0071071,GO
GO:0019288,GO
GO:0010323,GO
GO:0045827,GO
GO:0045912,GO
GO:0010325,GO
GO:0010335,GO
GO:0010336,GO
GO:0010337,GO
GO:0010338,GO
GO:0099402,GO
GO:0010342,GO
GO:0010343,GO
GO:0097468,GO
GO:0010344,GO
GO:0044085,GO
GO:0010345,GO
GO:0010350,GO
GO:0010352,GO
GO:0090452,GO
GO:0010353,GO
GO:0010358,GO
GO:0010359,GO
GO:1903959,GO
GO:0032413,GO
GO:1903960,GO
GO:0010361,GO
GO:0010362,GO
GO:0010363,GO
GO:0010364,GO
GO:0031335,GO
GO:1900911,GO
GO:0010365,GO
GO:0031337,GO
GO:1900913,GO
GO:0010366,GO
GO:0031327,GO
GO:0031336,GO
GO:1900912,GO
GO:0010371,GO
GO:0010372,GO
GO:0062013,GO
GO:0010373,GO
GO:0062014,GO
GO:0010374,GO
GO:0090558,GO
GO:0010375,GO
GO:0010376,GO
GO:0010377,GO
GO:0010378,GO
GO:0010379,GO
GO:0010380,GO
GO:1901463,GO
GO:0015995,GO
GO:0010381,GO
GO:0010383,GO
GO:0044036,GO
GO:0010384,GO
GO:0010387,GO
GO:0010391,GO
GO:0010392,GO
GO:0010393,GO
GO:0052546,GO
GO:0010397,GO
GO:0010398,GO
GO:0010399,GO
GO:0010400,GO
GO:0010401,GO
GO:0010402,GO
GO:0010403,GO
GO:0010404,GO
GO:0010405,GO
GO:0010406,GO
GO:0010407,GO
GO:0010408,GO
GO:0010409,GO
GO:0010410,GO
GO:0010412,GO
GO:0010413,GO
GO:0045491,GO
GO:0010414,GO
GO:0010416,GO
GO:0010415,GO
GO:0010417,GO
GO:0045492,GO
GO:0010418,GO
GO:0010419,GO
GO:0010421,GO
GO:0010422,GO
GO:0016132,GO
GO:0010423,GO
GO:0090032,GO
GO:0010431,GO
GO:0010432,GO
GO:0048827,GO
GO:0010433,GO
GO:0010434,GO
GO:0010438,GO
GO:0010439,GO
GO:0042762,GO
GO:0010440,GO
GO:0010441,GO
GO:0010442,GO
GO:0010443,GO
GO:0010444,GO
GO:0080186,GO
GO:0010455,GO
GO:0010456,GO
GO:0010462,GO
GO:0016061,GO
GO:0052547,GO
GO:0010556,GO
GO:0065009,GO
GO:0010477,GO
GO:0010478,GO
GO:0010479,GO
GO:0010480,GO
GO:0048533,GO
GO:0010481,GO
GO:0010482,GO
GO:0010483,GO
GO:0010492,GO
GO:0010493,GO
GO:0010495,GO
GO:0010496,GO
GO:0010497,GO
GO:0010500,GO
GO:0048467,GO
GO:0031329,GO
GO:0010509,GO
GO:0050812,GO
GO:0010511,GO
GO:0010514,GO
GO:0031139,GO
GO:0010515,GO
GO:0031138,GO
GO:0010516,GO
GO:0032108,GO
GO:0060191,GO
GO:0010520,GO
GO:0010522,GO
GO:1903170,GO
GO:1904427,GO
GO:0032197,GO
GO:0010533,GO
GO:0010540,GO
GO:0010541,GO
GO:0010547,GO
GO:0030397,GO
GO:0010548,GO
GO:0010549,GO
GO:0010550,GO
GO:0010555,GO
GO:0010557,GO
GO:0010558,GO
GO:1903018,GO
GO:0010561,GO
GO:0010562,GO
GO:0031325,GO
GO:0010563,GO
GO:0031324,GO
GO:0010567,GO
GO:0010568,GO
GO:0010570,GO
GO:0030447,GO
GO:0010581,GO
GO:2000904,GO
GO:0019252,GO
GO:0010582,GO
GO:0010583,GO
GO:0010584,GO
GO:0010585,GO
GO:0010588,GO
GO:0010589,GO
GO:0010590,GO
GO:0120032,GO
GO:1902743,GO
GO:0120034,GO
GO:0120033,GO
GO:1902744,GO
GO:0010597,GO
GO:0010599,GO
GO:0010600,GO
GO:0090354,GO
GO:0010601,GO
GO:0090355,GO
GO:0010602,GO
GO:0018871,GO
GO:0010603,GO
GO:1902116,GO
GO:0010609,GO
GO:0014743,GO
GO:0043502,GO
GO:0010612,GO
GO:0014887,GO
GO:0014742,GO
GO:0014741,GO
GO:0010615,GO
GO:0014744,GO
GO:0010616,GO
GO:0014745,GO
GO:0010617,GO
GO:0010618,GO
GO:0010619,GO
GO:0010620,GO
GO:0010622,GO
GO:0010624,GO
GO:0060251,GO
GO:0010625,GO
GO:0010630,GO
GO:0010635,GO
GO:0010639,GO
GO:0051130,GO
GO:0051129,GO
GO:0010640,GO
GO:0010643,GO
GO:0010645,GO
GO:0010650,GO
GO:0010651,GO
GO:0010652,GO
GO:0010653,GO
GO:0010654,GO
GO:0010660,GO
GO:0010658,GO
GO:0010659,GO
GO:0010661,GO
GO:0010662,GO
GO:0010663,GO
GO:0010665,GO
GO:0010668,GO
GO:0010684,GO
GO:0016105,GO
GO:0010685,GO
GO:0010686,GO
GO:0010688,GO
GO:0060962,GO
GO:0010689,GO
GO:0010690,GO
GO:0010691,GO
GO:0010692,GO
GO:0010693,GO
GO:0010694,GO
GO:0010695,GO
GO:0010696,GO
GO:0010697,GO
GO:0010700,GO
GO:0014061,GO
GO:0048243,GO
GO:0010701,GO
GO:0033605,GO
GO:0010704,GO
GO:0010705,GO
GO:0010709,GO
GO:0030491,GO
GO:0010713,GO
GO:0010714,GO
GO:0010720,GO
GO:0060284,GO
GO:0010721,GO
GO:0051339,GO
GO:0060318,GO
GO:0010725,GO
GO:0060319,GO
GO:0010726,GO
GO:0010727,GO
GO:0010728,GO
GO:0010731,GO
GO:0010732,GO
GO:0010733,GO
GO:0090077,GO
GO:0010743,GO
GO:0010746,GO
GO:0034762,GO
GO:0010747,GO
GO:0140214,GO
GO:0140213,GO
GO:0010753,GO
GO:0010755,GO
GO:0010758,GO
GO:1905521,GO
GO:1905522,GO
GO:0043271,GO
GO:0010770,GO
GO:0010771,GO
GO:0010772,GO
GO:0010773,GO
GO:0010774,GO
GO:0010775,GO
GO:0010776,GO
GO:0010777,GO
GO:0010778,GO
GO:0010779,GO
GO:0010780,GO
GO:0042138,GO
GO:0010781,GO
GO:0010782,GO
GO:0010783,GO
GO:0010784,GO
GO:0010785,GO
GO:0048202,GO
GO:0010786,GO
GO:0010787,GO
GO:0010788,GO
GO:0010789,GO
GO:0010790,GO
GO:0010791,GO
GO:0046831,GO
GO:2000197,GO
GO:0010794,GO
GO:0010797,GO
GO:0010798,GO
GO:0010799,GO
GO:0010808,GO
GO:0010809,GO
GO:2000301,GO
GO:1901623,GO
GO:2000404,GO
GO:0140131,GO
GO:0046606,GO
GO:0010830,GO
GO:0051153,GO
GO:0051155,GO
GO:0051154,GO
GO:0051338,GO
GO:0051348,GO
GO:0010840,GO
GO:0042749,GO
GO:0042746,GO
GO:0010841,GO
GO:0010846,GO
GO:0010849,GO
GO:0010850,GO
GO:0010864,GO
GO:0032110,GO
GO:0010865,GO
GO:0090208,GO
GO:0010876,GO
GO:0010877,GO
GO:0032879,GO
GO:1905954,GO
GO:0010885,GO
GO:1905953,GO
GO:0010889,GO
GO:0010892,GO
GO:0045940,GO
GO:0045939,GO
GO:0010895,GO
GO:0032443,GO
GO:0106119,GO
GO:1902931,GO
GO:0010896,GO
GO:0050994,GO
GO:0010899,GO
GO:0060696,GO
GO:0150174,GO
GO:0010901,GO
GO:0010904,GO
GO:0010905,GO
GO:0045934,GO
GO:0045913,GO
GO:0051176,GO
GO:0010910,GO
GO:0010912,GO
GO:0010911,GO
GO:0010913,GO
GO:1900376,GO
GO:0045461,GO
GO:0010914,GO
GO:1900378,GO
GO:0010915,GO
GO:0010984,GO
GO:0010985,GO
GO:0010919,GO
GO:0045936,GO
GO:0051336,GO
GO:0035305,GO
GO:0010924,GO
GO:0010929,GO
GO:0010930,GO
GO:0010931,GO
GO:0010932,GO
GO:0010933,GO
GO:0010934,GO
GO:0010935,GO
GO:0010938,GO
GO:0010946,GO
GO:0010947,GO
GO:1904730,GO
GO:0060752,GO
GO:1903318,GO
GO:0032353,GO
GO:0060558,GO
GO:0046137,GO
GO:0060556,GO
GO:0042368,GO
GO:1903789,GO
GO:0032885,GO
GO:0010964,GO
GO:0031445,GO
GO:0060966,GO
GO:0010967,GO
GO:0010969,GO
GO:0060238,GO
GO:0030705,GO
GO:0010973,GO
GO:0032955,GO
GO:1901893,GO
GO:0010974,GO
GO:1901892,GO
GO:0010979,GO
GO:0032768,GO
GO:0010981,GO
GO:0010982,GO
GO:0010986,GO
GO:0034381,GO
GO:0010995,GO
GO:0010996,GO
GO:0043558,GO
GO:0010999,GO
GO:0011000,GO
GO:0014001,GO
GO:0021782,GO
GO:0014004,GO
GO:0061515,GO
GO:0014006,GO
GO:0045685,GO
GO:0014007,GO
GO:0045686,GO
GO:0014008,GO
GO:0045687,GO
GO:0014009,GO
GO:0014011,GO
GO:0014012,GO
GO:0031103,GO
GO:0014013,GO
GO:0014014,GO
GO:0014015,GO
GO:0014016,GO
GO:0014017,GO
GO:0014018,GO
GO:0014019,GO
GO:0014020,GO
GO:0014021,GO
GO:0014022,GO
GO:0014023,GO
GO:0014025,GO
GO:0014028,GO
GO:0014030,GO
GO:0014031,GO
GO:0014034,GO
GO:0048865,GO
GO:0014035,GO
GO:0048867,GO
GO:0048866,GO
GO:0014038,GO
GO:0014039,GO
GO:0014040,GO
GO:1903429,GO
GO:0014042,GO
GO:0014043,GO
GO:1903430,GO
GO:0014044,GO
GO:0014045,GO
GO:0060856,GO
GO:0050432,GO
GO:0014047,GO
GO:0015800,GO
GO:0014048,GO
GO:0051955,GO
GO:0014049,GO
GO:0014050,GO
GO:0014051,GO
GO:0014052,GO
GO:0014053,GO
GO:0014054,GO
GO:0014055,GO
GO:0014056,GO
GO:0032222,GO
GO:0051952,GO
GO:0014057,GO
GO:0032224,GO
GO:0051954,GO
GO:0014058,GO
GO:0032223,GO
GO:0051953,GO
GO:0014059,GO
GO:0050433,GO
GO:0014060,GO
GO:0048242,GO
GO:0014062,GO
GO:0014064,GO
GO:0014071,GO
GO:0014072,GO
GO:0043279,GO
GO:0014073,GO
GO:0014076,GO
GO:0036276,GO
GO:0014703,GO
GO:0014707,GO
GO:0014708,GO
GO:0014709,GO
GO:0048636,GO
GO:0014710,GO
GO:0014711,GO
GO:0014712,GO
GO:0014713,GO
GO:0014714,GO
GO:0014715,GO
GO:0014716,GO
GO:0014833,GO
GO:0014717,GO
GO:0043416,GO
GO:0014901,GO
GO:0014718,GO
GO:0043415,GO
GO:0014719,GO
GO:0014720,GO
GO:0014721,GO
GO:0014722,GO
GO:0014723,GO
GO:0014724,GO
GO:0014725,GO
GO:0014726,GO
GO:0014727,GO
GO:0014862,GO
GO:0014729,GO
GO:0014730,GO
GO:0014732,GO
GO:0043501,GO
GO:0014733,GO
GO:0014734,GO
GO:0014735,GO
GO:0014736,GO
GO:0014737,GO
GO:0014738,GO
GO:0014900,GO
GO:0014739,GO
GO:0014740,GO
GO:0014746,GO
GO:0014747,GO
GO:0045989,GO
GO:0014748,GO
GO:0014805,GO
GO:0014806,GO
GO:0070296,GO
GO:0014810,GO
GO:0014811,GO
GO:0014812,GO
GO:0014813,GO
GO:0014814,GO
GO:0014817,GO
GO:0014818,GO
GO:0014820,GO
GO:0014821,GO
GO:0014822,GO
GO:0014823,GO
GO:0014825,GO
GO:0014847,GO
GO:0014831,GO
GO:0014828,GO
GO:0120063,GO
GO:0014830,GO
GO:0014832,GO
GO:0014848,GO
GO:0048103,GO
GO:0098722,GO
GO:0098727,GO
GO:0014835,GO
GO:0014836,GO
GO:0014837,GO
GO:0014838,GO
GO:0048626,GO
GO:0014839,GO
GO:0014841,GO
GO:0014856,GO
GO:0014857,GO
GO:0014844,GO
GO:0014845,GO
GO:0014846,GO
GO:0014849,GO
GO:0014852,GO
GO:0014853,GO
GO:0014854,GO
GO:0014855,GO
GO:0014858,GO
GO:0014859,GO
GO:0014860,GO
GO:0098900,GO
GO:0014863,GO
GO:0014864,GO
GO:0014865,GO
GO:0014866,GO
GO:0030239,GO
GO:0014868,GO
GO:0014880,GO
GO:0014869,GO
GO:0014870,GO
GO:0014871,GO
GO:0014872,GO
GO:0014873,GO
GO:0014874,GO
GO:0014875,GO
GO:0014876,GO
GO:0014877,GO
GO:0014878,GO
GO:0051602,GO
GO:0014879,GO
GO:0050981,GO
GO:0014881,GO
GO:0014882,GO
GO:0014883,GO
GO:0014884,GO
GO:0014885,GO
GO:0014886,GO
GO:0014888,GO
GO:0014890,GO
GO:0014893,GO
GO:0014894,GO
GO:0014895,GO
GO:0014899,GO
GO:0051146,GO
GO:0014905,GO
GO:0014906,GO
GO:0014908,GO
GO:0014914,GO
GO:0048628,GO
GO:0014915,GO
GO:0032972,GO
GO:0015009,GO
GO:0015010,GO
GO:0015011,GO
GO:0015013,GO
GO:0015628,GO
GO:0098776,GO
GO:0015669,GO
GO:0019755,GO
GO:0015673,GO
GO:0015675,GO
GO:0015676,GO
GO:0035434,GO
GO:0015680,GO
GO:0015685,GO
GO:0033214,GO
GO:0015686,GO
GO:0015687,GO
GO:0015690,GO
GO:0015691,GO
GO:0015694,GO
GO:0015699,GO
GO:0098661,GO
