ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",C512968,,EGF,1950,protein,Homo sapiens,9606,"EGF protein affects the susceptibility to [[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with Silver Compounds]",affects^binding|affects^cotreatment|affects^response to substance,35385781
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",C512968,,MKI67,4288,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in decreased expression of MKI67 protein]",affects^binding|affects^cotreatment|affects^reaction|decreases^expression,35385781
"1,2-dioleoyloxy-3-(trimethylammonium)propane",C070046,113669-21-9,SOD1,6647,protein,Homo sapiens,9606,"[1,2-oleoylphosphatidylcholine co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] binds to SOD1 protein",affects^binding|affects^cotreatment,29649360
"1,2-distearoyllecithin",C010942,4539-70-2,CASP3,836,protein,Homo sapiens,9606,"[[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with Silver Compounds] results in increased activity of CASP3 protein",affects^binding|affects^cotreatment|increases^activity,35385781
"1,2-distearoyllecithin",C010942,4539-70-2,CASP9,842,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in increased activity of CASP9 protein]",affects^binding|affects^cotreatment|affects^reaction|increases^activity,35385781
"1,2-distearoyllecithin",C010942,4539-70-2,CAT,847,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in decreased activity of CAT protein]",affects^binding|affects^cotreatment|affects^reaction|decreases^activity,35385781
"1,2-distearoyllecithin",C010942,4539-70-2,EGF,1950,protein,Homo sapiens,9606,"EGF protein affects the susceptibility to [[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with Silver Compounds]",affects^binding|affects^cotreatment|affects^response to substance,35385781
"1,2-distearoyllecithin",C010942,4539-70-2,MKI67,4288,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in decreased expression of MKI67 protein]",affects^binding|affects^cotreatment|affects^reaction|decreases^expression,35385781
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,CASP3,836,protein,Homo sapiens,9606,"[[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with Silver Compounds] results in increased activity of CASP3 protein",affects^binding|affects^cotreatment|increases^activity,35385781
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,CASP9,842,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in increased activity of CASP9 protein]",affects^binding|affects^cotreatment|affects^reaction|increases^activity,35385781
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,CAT,847,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in decreased activity of CAT protein]",affects^binding|affects^cotreatment|affects^reaction|decreases^activity,35385781
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,EGF,1950,protein,Homo sapiens,9606,"EGF protein affects the susceptibility to [[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with Silver Compounds]",affects^binding|affects^cotreatment|affects^response to substance,35385781
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,MKI67,4288,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in decreased expression of MKI67 protein]",affects^binding|affects^cotreatment|affects^reaction|decreases^expression,35385781
"1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide",C568514,,SLC6A2,6530,protein,Homo sapiens,9606,"1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide binds to and results in decreased activity of SLC6A2 protein",affects^binding|decreases^activity,21916421
12-hydroxydodecanoic acid,C031263,505-95-3,ADH5,128,protein,Homo sapiens,9606,12-hydroxydodecanoic acid binds to ADH5 protein,affects^binding,12196016|12604204
12-ketoendrin,C041597,28548-08-5,GABRR1,2569,protein,Homo sapiens,9606,12-ketoendrin binds to GABRR1 protein,affects^binding,11879973
1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine,C058895,115338-32-4,HTR1A,3350,protein,Homo sapiens,9606,1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine binds to and results in decreased activity of HTR1A protein,affects^binding|decreases^activity,15482641
1-(2-methoxyphenyl)piperazine,C040083,35386-24-4,GABRA1,2554,protein,Homo sapiens,9606,1-(2-methoxyphenyl)piperazine inhibits the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|decreases^reaction|increases^activity,26344803
1-(2-methoxyphenyl)piperazine,C040083,35386-24-4,GABRB2,2561,protein,Homo sapiens,9606,1-(2-methoxyphenyl)piperazine inhibits the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|decreases^reaction|increases^activity,26344803
1-(2-methoxyphenyl)piperazine,C040083,35386-24-4,GABRG2,2566,protein,Homo sapiens,9606,1-(2-methoxyphenyl)piperazine inhibits the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|decreases^reaction|increases^activity,26344803
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",C420062,,HCRTR1,3061,protein,Homo sapiens,9606,"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea binds to and results in decreased activity of HCRTR1 protein",affects^binding|decreases^activity,11459658
"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone",C527637,,CNR1,1268,protein,Homo sapiens,9606,"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone inhibits the reaction [3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol binds to and results in increased activity of CNR1 protein]",affects^binding|decreases^reaction|increases^activity,27429655
"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone",C527637,,CNR2,1269,protein,Homo sapiens,9606,"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone inhibits the reaction [3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol binds to and results in increased activity of CNR2 protein]",affects^binding|decreases^reaction|increases^activity,27429655
"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone",C527637,,GPR55,9290,protein,Homo sapiens,9606,"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone inhibits the reaction [lysophosphatidylinositol binds to and results in increased activity of GPR55 protein]",affects^binding|decreases^reaction|increases^activity,27429655
"1,2-naphthoquinone",C040756,524-42-5,CBR1,873,protein,Homo sapiens,9606,"[S-Nitrosoglutathione binds to CBR1 protein] promotes the reaction [CBR1 protein results in increased metabolism of 1,2-naphthoquinone]",affects^binding|increases^metabolic processing|increases^reaction,23295225
"1,2-naphthoquinone",C040756,524-42-5,CREB1,1385,protein,Homo sapiens,9606,"1,2-naphthoquinone binds to and results in decreased activity of CREB1 protein",affects^binding|decreases^activity,21530497
"1,2-naphthoquinone",C040756,524-42-5,GAPDH,2597,protein,Homo sapiens,9606,"1,2-naphthoquinone binds to GAPDH protein",affects^binding,21827172
"1,2-naphthoquinone",C040756,524-42-5,PRDX6,9588,protein,Homo sapiens,9606,"1,2-naphthoquinone binds to and results in decreased activity of PRDX6 protein",affects^binding|decreases^activity,22129745
"1,2-naphthoquinone",C040756,524-42-5,TOP2A,7153,protein,Homo sapiens,9606,"1,2-naphthoquinone binds to and results in decreased activity of TOP2A protein",affects^binding|decreases^activity,22218491|33760604
"1,2-oleoylphosphatidylcholine",C017251,10015-85-7,LCAT,3931,protein,Homo sapiens,9606,"LCAT protein binds to 1,2-oleoylphosphatidylcholine",affects^binding,16780378
"1,2-oleoylphosphatidylcholine",C017251,10015-85-7,SOD1,6647,protein,Homo sapiens,9606,"1,2-oleoylphosphatidylcholine binds to SOD1 protein",affects^binding,29649360
"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,SP1,6667,protein,Homo sapiens,9606,"[[9,10-Dimethyl-1,2-benzanthracene co-treated with 12-O-tetradecanoylphorbol-1,3-acetate] results in increased activity of TRP53 protein] inhibits the reaction [SP1 protein binds to SOD2 promoter]",affects^binding|affects^cotreatment|decreases^reaction|increases^activity,22009531
"13,14-dihydro-15-ketoprostaglandin D2",C034832,59894-07-4,PTGDR,5729,protein,Homo sapiens,9606,"13,14-dihydro-15-ketoprostaglandin D2 binds to and results in increased activity of PTGDR protein",affects^binding|increases^activity,9579725
"13,14-dihydro-15-ketoprostaglandin D2",C034832,59894-07-4,PTGDR2,11251,protein,Homo sapiens,9606,"13,14-dihydro-15-ketoprostaglandin D2 binds to and results in increased activity of PTGDR2 protein",affects^binding|increases^activity,16256979
"13,19-didesmethyl spirolide C",C544516,,CHRNA4,1137,protein,Homo sapiens,9606,"13,19-didesmethyl spirolide C binds to and results in decreased activity of [CHRNA4 protein binds to CHRNB2 protein]",affects^binding|decreases^activity,26063663
"13,19-didesmethyl spirolide C",C544516,,CHRNA7,1139,protein,Homo sapiens,9606,"13,19-didesmethyl spirolide C binds to and results in decreased activity of CHRNA7 protein",affects^binding|decreases^activity,26063663
"13,19-didesmethyl spirolide C",C544516,,CHRNB2,1141,protein,Homo sapiens,9606,"13,19-didesmethyl spirolide C binds to and results in decreased activity of [CHRNA4 protein binds to CHRNB2 protein]",affects^binding|decreases^activity,26063663
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,HMGB1,3146,protein,Homo sapiens,9606,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one inhibits the reaction [tert-Butylhydroperoxide promotes the reaction [HMGB1 protein binds to LY96 protein binds to TLR4 protein]]",affects^binding|decreases^reaction|increases^reaction,29111459
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,LY96,23643,protein,Homo sapiens,9606,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one binds to LY96 protein",affects^binding,28063877
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,NOX4,50507,protein,Homo sapiens,9606,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one inhibits the reaction [tert-Butylhydroperoxide promotes the reaction [NOX4 protein binds to LY96 protein binds to TLR4 protein]]",affects^binding|decreases^reaction|increases^reaction,29111459
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,TLR4,7099,protein,Homo sapiens,9606,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one inhibits the reaction [tert-Butylhydroperoxide promotes the reaction [HMGB1 protein binds to LY96 protein binds to TLR4 protein]]",affects^binding|decreases^reaction|increases^reaction,29111459
"1,3,7,8-tetrachlorodibenzo-4-dioxin",C078329,50585-46-1,AHR,196,protein,Homo sapiens,9606,"1,3,7,8-tetrachlorodibenzo-4-dioxin binds to AHR protein",affects^binding,1332906
"1,3,7-trimethyluric acid",C039222,5415-44-1,CYP1A2,1544,protein,Homo sapiens,9606,"[CYP1A2 protein binds to and results in increased metabolism of Caffeine] which results in increased chemical synthesis of 1,3,7-trimethyluric acid",affects^binding|increases^chemical synthesis|increases^metabolic processing,31132250
"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine",C534147,,CNR2,1269,protein,Homo sapiens,9606,"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine binds to and results in increased activity of CNR2 protein",affects^binding|increases^activity,18846037
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,CREBBP,1387,protein,Homo sapiens,9606,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole inhibits the reaction [[FSHB protein co-treated with TGFB1 protein] promotes the reaction [CREBBP protein binds to CYP11A1 gene]]",affects^binding|affects^cotreatment|decreases^reaction|increases^reaction,18511507
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,ESR1,2099,protein,Homo sapiens,9606,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole binds to and affects the folding of ESR1 protein",affects^binding|affects^folding,27721470
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,FSHB,2488,protein,Homo sapiens,9606,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole inhibits the reaction [[FSHB protein co-treated with TGFB1 protein] promotes the reaction [CREBBP protein binds to CYP11A1 gene]]",affects^binding|affects^cotreatment|decreases^reaction|increases^reaction,18511507
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,NCOA1,8648,protein,Homo sapiens,9606,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole inhibits the reaction [[FSHB protein co-treated with TGFB1 protein] promotes the reaction [NCOA1 protein binds to CYP11A1 gene]]",affects^binding|affects^cotreatment|decreases^reaction|increases^reaction,18511507
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,NOS3,4846,protein,Homo sapiens,9606,"[1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole binds to and results in decreased activity of ESR1 protein] inhibits the reaction [amurensin G results in increased phosphorylation of NOS3 protein]",affects^binding|decreases^activity|decreases^reaction|increases^phosphorylation,22982565
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,PPARGC1A,10891,protein,Homo sapiens,9606,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole inhibits the reaction [[FSHB protein co-treated with TGFB1 protein] promotes the reaction [PPARGC1A protein binds to CYP11A1 gene]]",affects^binding|affects^cotreatment|decreases^reaction|increases^reaction,18511507
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,TGFB1,7040,protein,Homo sapiens,9606,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole inhibits the reaction [[FSHB protein co-treated with TGFB1 protein] promotes the reaction [CREBBP protein binds to CYP11A1 gene]]",affects^binding|affects^cotreatment|decreases^reaction|increases^reaction,18511507
"1,3-butadiene",C031763,106-99-0,TRPA1,8989,protein,Homo sapiens,9606,"1,3-butadiene binds to and results in increased activity of TRPA1 protein",affects^binding|increases^activity,21591660
1-(3-chlorophenyl)piperazine,C015068,6640-24-0,GABRA1,2554,protein,Homo sapiens,9606,1-(3-chlorophenyl)piperazine inhibits the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|decreases^reaction|increases^activity,26344803
1-(3-chlorophenyl)piperazine,C015068,6640-24-0,GABRB2,2561,protein,Homo sapiens,9606,1-(3-chlorophenyl)piperazine inhibits the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|decreases^reaction|increases^activity,26344803
1-(3-chlorophenyl)piperazine,C015068,6640-24-0,GABRG2,2566,protein,Homo sapiens,9606,1-(3-chlorophenyl)piperazine inhibits the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|decreases^reaction|increases^activity,26344803
1-(3-chlorophenyl)piperazine,C015068,6640-24-0,HTR2A,3356,protein,Homo sapiens,9606,1-(3-chlorophenyl)piperazine binds to and results in increased activity of HTR2A protein,affects^binding|increases^activity,16314884
