node_1,node_2_name
DB00628,GABRA6
DB00628,GABRB1
DB00628,GABRB2
DB00628,GABRB3
DB00628,GABRD
DB00628,GABRE
DB00628,GABRG1
DB00628,GABRG2
DB00628,GABRG3
DB00628,GABRP
DB00628,GABRQ
DB00628,TSPO
DB00629,ADRA2A
DB00629,ADRA2B
DB00630,FDPS
DB00630,PTPN4
DB00630,PTPRS
DB00630,PTPRE
DB00630,ATP6V1A
DB00631,RRM2B
DB00631,RRM2
DB00631,POLA1
DB00631,RRM1
DB00635,NR3C1
DB00636,PPARA
DB00636,LPL
DB00637,HRH1
DB00637,KCNH2
DB00637,KCNH1
DB00637,MAPT
DB00640,ADORA1
DB00640,ADORA2A
DB00640,ADORA2B
DB00640,ADORA3
DB00641,HMGCR
DB00641,ITGAL
DB00641,HDAC2
DB00642,TYMS
DB00642,ATIC
DB00642,DHFR
DB00642,GART
DB00643,TUBA1A
DB00643,TUBB4B
DB00644,GNRHR
DB00645,SCN10A
DB00645,SCN5A
DB00647,OPRM1
DB00647,OPRD1
DB00647,OPRK1
DB00647,CES1
DB00647,GRIN1
DB00647,GRIN2A
DB00647,GRIN2B
DB00647,GRIN2C
DB00647,GRIN2D
DB00647,GRIN3A
DB00647,GRIN3B
DB00648,CYP11B1
DB00648,ESR1
DB00648,PGR
DB00648,AR
DB00648,FDX1
DB00650,SLC46A1
DB00650,DHFR
DB00651,PDE4B
DB00651,NT5E
DB00651,PDE4A
DB00651,PDE4C
DB00651,PDE4D
DB00651,ADORA1
DB00651,ADORA2A
DB00652,SIGMAR1
DB00652,OPRM1
DB00652,OPRK1
DB00653,CACNA1C
DB00653,CACNA1D
DB00653,CACNA1F
DB00653,CACNA1S
DB00653,CACNB1
DB00653,CACNB2
DB00653,CACNB3
DB00653,CACNB4
DB00653,CACNA1A
DB00654,PTGFR
DB00655,ESR1
DB00655,ESR2
DB00655,AR
DB00655,CYP19A1
DB00655,SHBG
DB00656,HTR2A
DB00656,HTR2C
DB00656,SLC6A4
DB00656,HTR1A
DB00656,HRH1
DB00656,ADRA1A
DB00656,ADRA2A
DB00657,CHRNA2
DB00657,CHRNA7
DB00657,CHRNA4
DB00657,CHRNB2
DB00659,GRIN1
DB00659,GRIN2A
DB00659,GRIN2B
DB00659,GRIN2C
DB00659,GRIN2D
DB00659,GRIN3A
DB00659,GRIN3B
DB00659,GRM5
DB00659,GABBR1
DB00661,CACNA1C
DB00661,CACNA1B
DB00661,CACNA1A
DB00661,KCNJ11
DB00661,CACNA1G
DB00661,CACNA1H
DB00661,KCNH2
DB00661,SLC6A4
DB00661,ADRA1A
DB00661,ADRA1B
DB00661,ADRA1D
DB00661,CACNG1
DB00661,CACNG2
DB00661,CACNG3
DB00661,CACNG4
DB00661,CACNG5
DB00661,CACNG6
DB00661,CACNG7
DB00661,CACNG8
DB00661,CACNA2D1
DB00661,CACNA2D2
DB00661,CACNA2D3
DB00661,CACNA2D4
DB00661,CACNA1D
DB00661,CACNA1F
DB00661,CACNA1S
DB00661,CACNB1
DB00661,CACNB2
DB00661,CACNB3
DB00661,CACNB4
DB00661,CACNA1E
DB00661,CACNA1I
DB00661,ABCB1
DB00662,DRD2
DB00663,NR3C1
DB00663,ESRRB
DB00663,ESRRG
DB00663,ESRRA
DB00665,AR
DB00666,GNRHR
DB00668,ADRA1A
DB00668,ADRA1B
DB00668,ADRB1
DB00668,ADRB2
DB00668,ADRA2A
DB00668,ADRA2B
DB00668,ADRA1D
DB00668,TNF
DB00669,HTR1A
DB00669,HTR1D
DB00669,HTR1B
DB00669,HTR1F
DB00670,CHRM1
DB00672,ABCC8
DB00672,KCNJ10
DB00673,TACR1
DB00674,ACHE
DB00674,CHRNA7
DB00674,BCHE
DB00675,ESR1
DB00675,ESR2
DB00675,PRKCA
DB00675,PRKCB
DB00675,PRKCD
DB00675,PRKCE
DB00675,PRKCG
DB00675,PRKCI
DB00675,PRKCQ
DB00675,PRKCZ
DB00675,SHBG
DB00675,EBP
DB00675,AR
DB00675,KCNH2
DB00675,NR1I2
DB00675,ESRRG
DB00675,MAPK8
DB00677,ACHE
DB00677,BCHE
DB00677,TF
DB00678,EPOR
DB00678,AGTR1
DB00679,DRD2
DB00679,DRD1
DB00679,ADRA1A
DB00679,ADRA1B
DB00679,HTR2A
DB00679,KCNH2
DB00680,SCN5A
DB00682,VKORC1
DB00682,NR1I2
DB00683,TSPO
DB00683,GABRA1
DB00683,GABRA2
DB00683,GABRA3
DB00683,GABRA4
DB00683,GABRA5
DB00683,GABRA6
DB00683,GABRB1
DB00683,GABRB2
DB00683,GABRB3
DB00683,GABRD
DB00683,GABRE
DB00683,GABRG1
DB00683,GABRG2
DB00683,GABRG3
DB00683,GABRP
DB00683,GABRQ
DB00683,ADORA2A
DB00685,TOP2A
DB00686,FGF2
DB00686,FGF1
DB00686,FGF4
DB00687,AR
DB00687,NR3C2
DB00687,NR3C1
DB00688,PTGER2
DB00688,IMPDH1
DB00688,IMPDH2
DB00688,PTS
DB00690,TSPO
DB00690,GABRA1
DB00690,GABRA2
DB00690,GABRA3
DB00690,GABRA4
DB00690,GABRA5
DB00690,GABRA6
DB00690,GABRB1
DB00690,GABRB2
DB00690,GABRB3
DB00690,GABRD
DB00690,GABRE
DB00690,GABRG1
DB00690,GABRG2
DB00690,GABRG3
DB00690,GABRP
DB00690,GABRQ
DB00691,ACE
DB00692,ADRA1A
DB00692,ADRA1B
DB00692,ADRA1D
DB00692,DRD2
DB00692,ADRA2A
DB00692,ADRA2B
DB00692,ADRA2C
DB00692,KCNJ11
DB00694,TOP2A
DB00694,TOP2B
DB00695,SLC12A1
DB00695,CA2
DB00695,GPR35
DB00696,HTR1D
DB00696,HTR1B
DB00696,HTR2A
DB00696,ADRA1A
DB00696,ADRA1B
DB00696,ADRA1D
DB00696,DRD2
DB00696,ADRA2A
DB00696,DRD1
DB00696,DRD5
DB00696,HTR1A
DB00696,HTR1F
DB00696,HTR2C
DB00696,HTR2B
DB00696,ADRA2C
DB00697,ADRA1A
DB00697,ADRA1B
DB00697,ADRA1D
DB00697,ADRA2A
DB00697,ADRA2B
DB00697,ADRA2C
DB00697,NISCH
DB00699,ADRA1A
DB00700,NR3C2
DB00703,CA1
DB00703,CA4
DB00703,CA2
DB00703,CA7
DB00703,CA3
DB00704,OPRM1
DB00704,OPRK1
DB00704,OPRD1
DB00704,SIGMAR1
DB00706,ADRA1A
DB00706,ADRA1D
DB00706,ADRA1B
DB00707,LDLR
DB00707,FCGR1A
DB00710,GGPS1
DB00710,FDPS
DB00712,PTGS2
DB00712,PTGS1
DB00713,SLC15A1
DB00713,SLC15A2
DB00714,DRD4
DB00714,DRD2
DB00714,DRD3
DB00714,DRD5
DB00714,DRD1
DB00714,ADRA2C
DB00714,ADRA2B
DB00714,HTR1A
DB00714,HTR2A
DB00714,HTR2B
DB00714,HTR2C
DB00714,ADRA2A
DB00714,HTR1D
DB00714,HTR1B
DB00715,SLC6A4
DB00715,SLC6A2
DB00715,HTR2A
DB00715,ADRA1A
DB00715,ADRA1B
DB00715,ADRA1D
DB00715,ADRA2A
DB00715,ADRA2B
DB00715,ADRA2C
DB00715,ADRB1
DB00715,ADRB2
DB00715,ADRB3
DB00715,DRD2
DB00715,HRH1
DB00715,HTR1A
DB00715,HTR1B
DB00715,HTR1D
DB00715,HTR1E
DB00715,HTR1F
DB00715,HTR2B
DB00715,HTR2C
DB00715,HTR3A
DB00715,HTR3B
DB00715,HTR3C
DB00715,HTR3D
DB00715,HTR3E
DB00715,HTR4
DB00715,HTR6
DB00715,HTR7
DB00715,CHRM1
DB00715,CHRM2
DB00715,CHRM3
DB00715,CHRM4
DB00715,CHRM5
DB00715,DRD1
DB00715,DRD5
DB00716,CYSLTR1
DB00716,CYSLTR2
DB00716,FPR1
DB00716,PTGDR
DB00716,HSP90AA1
DB00717,PGR
DB00717,AR
DB00717,NR3C1
DB00719,HRH1
DB00720,SLC25A4
DB00720,SLC25A5
DB00720,SLC25A6
DB00722,ACE
DB00722,REN
DB00723,ADRA1A
DB00723,ADRA1D
DB00723,ADRA1B
DB00724,TLR7
DB00724,TLR8
DB00725,CHRM2
DB00725,CHRM1
DB00725,CHRM4
DB00725,CHRM5
DB00725,CHRM3
DB00726,SLC6A4
DB00726,SLC6A2
DB00726,SLC6A3
DB00726,HTR2A
DB00726,HTR1A
DB00726,ADRA1A
DB00726,ADRA1B
DB00726,DRD2
DB00726,ADRA2B
DB00726,HRH1
DB00726,HTR2C
DB00726,HTR3A
DB00726,HTR1D
DB00726,ADRA2A
DB00726,DRD1
DB00726,DRD5
DB00726,ADRB1
DB00726,ADRB2
DB00726,ADRB3
DB00726,CHRM1
DB00726,CHRM2
DB00726,CHRM3
DB00726,CHRM4
DB00726,CHRM5
DB00727,EGFR
DB00727,GUCY1A1
DB00727,GUCY1B1
DB00727,NPR1
DB00731,ABCC8
DB00731,PPARG
DB00733,ACHE
DB00733,BCHE
DB00734,HTR2A
DB00734,DRD2
DB00734,ADRA1B
DB00734,ADRA2B
DB00734,ADRA1A
DB00734,ADRA2C
DB00734,HRH1
DB00734,HTR2C
DB00734,HTR1D
DB00734,HTR1A
DB00734,HTR7
DB00734,DRD1
DB00736,ATP4A
DB00736,ATP4B
DB00736,DDAH1
DB00737,HRH1
DB00737,NR1I3
DB00738,TPSAB1
DB00738,TRDMT1
DB00740,SCN5A
DB00740,SCN11A
DB00740,SLC7A11
DB00741,NR3C1
DB00741,ANXA1
DB00744,ALOX5
DB00745,SLC6A3
DB00745,ADRA1B
DB00746,APP
DB00747,CHRM1
DB00747,CHRM2
DB00747,CHRM3
DB00747,CHRM4
DB00747,CHRM5
DB00747,CHRNA4
DB00747,CHRNB2
DB00747,SI
DB00748,HRH1
DB00749,PTGS2
DB00749,PTGS1
DB00749,RXRA
DB00751,HRH1
DB00751,HRH2
DB00751,ADRA1A
DB00751,ADRA2A
DB00751,HTR2A
DB00751,HTR7
DB00752,MAOB
DB00752,MAOA
DB00754,SCN5A
DB00754,NR1I2
DB00755,RARA
DB00755,RARB
DB00755,RARG
DB00755,RXRB
DB00755,RXRG
DB00755,RXRA
DB00755,CRABP1
DB00755,RARRES1
DB00755,ALDH1A1
DB00755,ALDH1A2
DB00755,GPRC5A
DB00755,LCN1
DB00755,OBP2A
DB00755,RBP4
DB00755,PDK4
DB00757,HTR3A
DB00758,P2RY12
DB00759,PRNP
DB00759,PADI4
DB00761,SLC12A2
DB00761,SLC12A1
DB00761,SLC12A5
DB00761,SLC12A6
DB00761,SLC12A7
DB00761,SLC12A4
DB00762,TOP1MT
DB00762,TOP1
DB00763,TPO
DB00765,TH
DB00768,HRH1
DB00768,HRH2
DB00768,HRH3
DB00768,S100A1
DB00768,S100A12
DB00768,S100B
DB00768,S100A13
DB00768,S100A2
DB00770,TBXA2R
DB00770,PTGER1
DB00770,PTGER2
DB00770,PTGER3
DB00770,PTGER4
DB00770,PTGDR2
DB00771,CHRM1
DB00773,TOP2A
DB00773,TOP2B
DB00774,SLC12A1
DB00774,CA7
DB00774,CA9
DB00774,ATP1A1
DB00774,KCNMA1
DB00774,CA1
DB00774,CA2
DB00774,CA4
DB00774,CA12
DB00775,ITGA2B
DB00775,ITGB3
DB00776,SCN11A
DB00776,SCN1A
DB00776,SCN10A
DB00776,SCN2A
DB00776,SCN3A
DB00776,SCN4A
DB00776,SCN5A
DB00776,SCN7A
DB00776,SCN8A
DB00776,SCN9A
DB00776,SCN1B
DB00776,SCN2B
DB00776,SCN3B
DB00776,SCN4B
DB00777,HRH1
DB00777,CHRM1
DB00777,CHRM2
DB00777,CHRM3
DB00777,CHRM4
DB00777,CHRM5
DB00777,ADRA1A
DB00777,DRD2
DB00777,HTR2A
DB00777,HTR2C
DB00780,MAOA
DB00780,MAOB
DB00780,AOC3
DB00780,ABAT
DB00780,GPT
DB00780,GPT2
DB00782,CHRM1
DB00783,ESR1
DB00783,ESR2
DB00783,NR1I2
DB00783,CHRNA4
DB00783,GPER1
DB00783,MT-ATP6
DB00783,BECN1
DB00784,PTGS2
DB00784,PTGS1
DB00788,PNLIP
DB00788,PTGS1
DB00788,PTGS2
DB00790,ACE
DB00790,SFRP4
DB00792,HRH1
DB00794,GABRA2
DB00794,GABRA3
DB00794,GABRA4
DB00794,GABRA5
DB00794,GABRA6
DB00794,GABRA1
DB00794,GABRB1
DB00794,GABRB2
DB00794,GABRB3
DB00794,GABRD
DB00794,GABRE
DB00794,GABRG1
DB00794,GABRG2
DB00794,GABRG3
DB00794,GABRP
DB00794,GABRQ
DB00794,CHRNA4
DB00794,CHRNA7
DB00794,GRIA2
DB00794,GRIK2
DB00795,ABCG2
DB00795,RELB
DB00795,RELA
DB00795,REL
DB00795,ALOX5
DB00795,PTGS2
DB00795,PTGS1
DB00795,ACAT1
DB00795,PLA2G1B
DB00795,IKBKB
DB00795,SLC7A11
DB00795,NFKB1
DB00795,NFKB2
DB00795,CHUK
DB00795,PPARG
DB00796,AGTR1
DB00797,ADRA1A
DB00797,DRD2
DB00797,ADRA2A
DB00797,HRH1
DB00797,HRH2
DB00797,ADRA2C
DB00797,ADRA2B
DB00798,DHFR
DB00799,RARA
DB00799,RXRB
DB00799,RARG
DB00799,RARB
DB00800,DRD5
DB00800,DRD1
DB00800,ADRA1B
DB00800,ADRA1D
DB00800,ADRA1A
DB00800,ADRA2B
DB00800,ADRA2C
DB00800,ADRA2A
DB00801,TSPO
DB00801,GABRA1
DB00801,GABRA2
DB00801,GABRA3
DB00801,GABRA4
DB00801,GABRA5
DB00801,GABRA6
DB00801,GABRB1
DB00801,GABRB2
DB00801,GABRB3
DB00801,GABRD
DB00801,GABRE
DB00801,GABRG1
DB00801,GABRG2
DB00801,GABRG3
DB00801,GABRP
DB00801,GABRQ
DB00804,CHRM1
DB00804,CHRM3
DB00804,CHRM2
DB00805,MAOA
DB00805,HTR2B
DB00805,HTR2A
DB00805,HTR2C
DB00805,ACHE
DB00805,SLC6A4
DB00805,DRD1
DB00805,DRD2
DB00805,CHRM1
DB00806,ADORA2A
DB00806,TNF
DB00806,NT5E
DB00806,ADORA1
DB00808,SLC12A3
DB00808,KCNQ1
DB00809,CHRM4
DB00809,CHRM1
DB00809,CHRM2
DB00809,CHRM3
DB00810,CHRM1
DB00811,IMPDH1
DB00811,IMPDH2
DB00812,PTGS1
DB00812,PTGS2
DB00812,PTGIS
DB00813,OPRM1
DB00813,OPRD1
DB00813,OPRK1
DB00813,ABCB1
DB00814,PTGS2
DB00814,PTGS1
DB00816,ADRB2
DB00818,GABRB2
DB00818,GABRB3
DB00818,GABRA1
DB00818,GABRA2
DB00818,GABRA3
DB00818,GABRA4
DB00818,GABRA5
DB00818,GABRA6
DB00818,GABRB1
DB00818,GABRD
DB00818,GABRE
DB00818,GABRG1
DB00818,GABRG2
DB00818,GABRG3
DB00818,GABRP
DB00818,GABRQ
DB00818,SCN4A
DB00818,SCN2A
DB00819,CA1
DB00819,CA2
DB00819,CA4
DB00819,CA12
DB00819,CA14
DB00819,CA3
DB00819,CA7
DB00819,AQP1
DB00820,PDE5A
DB00820,PDE11A
DB00820,PDE6G
DB00821,PTGS2
DB00821,PTGS1
DB00822,DBH
DB00822,ALDH3A2
DB00822,ALDH2
DB00823,PGR
DB00823,ESR1
DB00824,PDE4B
DB00824,NT5E
DB00824,ADORA2B
DB00824,PDE4A
DB00824,ADORA1
DB00824,ADORA2A
DB00824,ADORA3
DB00825,TRPM8
DB00825,TRPA1
DB00825,TRPV3
DB00825,CACNA1C
DB00825,CACNA1D
DB00825,CACNA1F
DB00825,CACNA1S
DB00825,CACNB1
DB00825,CACNB2
DB00825,CACNB3
DB00825,CACNB4
DB00825,CACNA1A
DB00825,OPRK1
DB00829,TSPO
DB00829,GABRA1
DB00829,GABRA2
DB00829,GABRA3
DB00829,GABRA4
DB00829,GABRA5
DB00829,GABRA6
DB00829,GABRB1
DB00829,GABRB2
DB00829,GABRB3
DB00829,GABRD
DB00829,GABRE
DB00829,GABRG1
DB00829,GABRG2
DB00829,GABRG3
DB00829,GABRP
DB00829,GABRQ
DB00830,SLC6A2
DB00830,SLC6A3
DB00831,DRD2
DB00831,CALM1
DB00831,CALY
DB00831,ADRA1A
DB00831,TNNC1
DB00831,S100A4
DB00834,PGR
DB00834,NR3C1
DB00834,KLK3
DB00834,NR1I2
DB00835,HRH1
DB00835,CHRM1
DB00835,CHRM2
DB00835,CHRM3
DB00835,CHRM4
DB00835,CHRM5
DB00836,OPRM1
DB00836,OPRD1
DB00836,OPRK1
DB00836,POMC
DB00836,CACNA1A
DB00836,KCNH2
DB00836,CALM1
DB00838,PLA2G1B
DB00838,NR3C1
DB00839,ABCC8
DB00839,KCNJ11
DB00839,KCNJ10
DB00841,ADRA1A
DB00841,ADRA1B
DB00841,ADRA1D
DB00841,ADRB1
DB00841,ADRB2
DB00841,ESR1
DB00842,GABRA1
DB00842,GABRA2
DB00842,GABRA3
DB00842,GABRA4
DB00842,GABRA5
DB00842,GABRA6
DB00842,GABRB1
DB00842,GABRB2
DB00842,GABRB3
DB00842,GABRD
DB00842,GABRE
DB00842,GABRG1
DB00842,GABRG2
DB00842,GABRG3
DB00842,GABRP
DB00842,GABRQ
DB00842,TSPO
DB00843,ACHE
DB00843,HTR2A
DB00843,BCHE
DB00843,NOS1
DB00843,TNFAIP6
DB00843,IL1B
DB00843,NFKB2
DB00843,NFKB1
DB00843,GRIN1
DB00843,GRIN2A
DB00843,GRIN2B
DB00843,GRIN2C
DB00843,GRIN2D
DB00843,GRIN3A
DB00843,GRIN3B
DB00844,OPRK1
DB00844,OPRM1
DB00844,OPRD1
DB00846,ESRRA
DB00846,ESRRB
DB00846,ESRRG
DB00846,NR3C1
DB00847,SST
DB00847,NPY2R
DB00848,CHRNA3
DB00848,ALPL
DB00848,ALPG
DB00849,GABRA2
DB00849,GABRA3
DB00849,GABRA4
DB00849,GABRA5
DB00849,GABRA6
DB00849,GABRA1
DB00849,CHRNA4
DB00849,CHRNA7
DB00849,GRIA2
DB00849,GRIK2
DB00849,NR1I2
DB00850,DRD2
DB00850,DRD1
DB00850,CALM1
DB00851,POLA2
DB00851,PGD
DB00852,SLC6A2
DB00852,DRD2
DB00852,SLC6A3
DB00852,ADRA1A
DB00852,ADRA2A
DB00852,SLC6A4
DB00852,ADRB2
DB00852,ADRB1
DB00852,NFATC1
DB00852,TNF
DB00852,NFKB1
DB00852,ATF1
DB00852,ATF2
DB00852,ATF3
DB00852,ATF4
DB00852,ATF5
DB00852,ATF6
DB00852,ATF7
DB00852,JDP2
DB00852,FOS
DB00852,JUN
DB00852,IL2
DB00854,OPRM1
DB00854,OPRD1
DB00854,OPRK1
DB00857,SQLE
DB00860,NR3C1
DB00861,PTGS2
DB00861,PTGS1
DB00862,PDE5A
DB00862,PDE6G
DB00862,PDE6H
DB00863,HRH2
DB00863,ACHE
DB00864,PPP3CA
DB00864,FKBP1A
DB00865,SLC18A2
DB00865,ADRA2A
DB00865,ADRA1A
DB00865,SLC6A3
DB00867,ADRB2
DB00867,ADRB1
DB00867,ADRB3
DB00867,KCNJ1
DB00867,KCNJ10
DB00867,KCNJ11
DB00867,KCNJ12
DB00867,KCNJ14
DB00867,KCNJ15
DB00867,KCNJ8
DB00867,KCNMA1
DB00867,KCNMB1
DB00867,KCNMB2
DB00867,KCNMB3
DB00867,KCNMB4
DB00867,KCNN4
DB00867,KCNN1
DB00867,KCNN2
DB00867,KCNN3
DB00867,ATP2C1
DB00867,ATP2C2
DB00867,ATP2B1
DB00867,ATP2B2
DB00867,ATP2B3
DB00867,ATP2B4
DB00867,ATP2A1
DB00867,ATP2A2
DB00867,MYLK
DB00867,SULT1C4
DB00868,SCN5A
DB00869,CA2
DB00869,CA4
DB00869,CA1
DB00869,CA3
DB00871,ADRB2
DB00871,ADRB3
DB00871,ADRB1
DB00872,AVPR1A
DB00872,AVPR2
DB00875,DRD2
DB00875,DRD1
DB00875,HTR2A
DB00875,ADRA1A
DB00875,DRD3
DB00875,DRD4
DB00875,HTR2C
DB00875,CHRM1
DB00876,AGTR1
DB00877,MTOR
DB00880,SLC12A3
DB00880,CA1
DB00880,CA2
DB00881,ACE
DB00882,ESR1
DB00882,SHBG
DB00883,NPR1
DB00884,FDPS
DB00885,HRH1
DB00887,SLC12A1
DB00887,SLC12A2
DB00887,SLC12A4
DB00887,SLC12A5
DB00887,CFTR
DB00889,HTR3A
DB00890,ESR1
DB00890,SHBG
DB00893,HBB
DB00893,HBA1
DB00893,FTH1
DB00893,FTL
DB00894,CYP19A1
DB00896,NR3C1
DB00896,ESRRA
DB00897,TSPO
DB00897,GABRA1
DB00897,GABRA2
DB00897,GABRA3
DB00897,GABRA4
DB00897,GABRA5
DB00897,GABRA6
DB00897,GABRB1
DB00897,GABRB2
DB00897,GABRB3
DB00897,GABRD
DB00897,GABRE
DB00897,GABRG1
DB00897,GABRG2
DB00897,GABRG3
DB00897,GABRP
DB00897,GABRQ
DB00898,GABRA1
DB00898,GRIN3A
DB00898,GLRA1
DB00898,GLRA2
DB00898,CACNB1
DB00898,HTR3A
DB00898,GABRA2
DB00898,CHRNA10
DB00898,CACNA1C
DB00898,GABRA5
DB00898,GABRA4
DB00898,GABRA3
DB00898,GRIA1
DB00898,CACNG1
DB00898,CHRNA2
DB00898,GABRA6
DB00898,GRIA2
DB00898,GRIA4
DB00898,GRIA3
DB00898,CHRNA4
DB00898,CHRNB2
DB00898,KCNJ3
DB00898,KCNJ6
DB00898,VCAM1
DB00898,SLC29A1
DB00898,KCNJ5
DB00898,CHRNA7
DB00898,CHRNA9
DB00898,GABRB1
DB00898,GABRB3
DB00898,GABRB2
DB00898,CACNA1S
DB00898,CACNA1D
DB00898,CHRNB4
DB00898,CHRNA3
DB00898,CHRNA5
DB00898,CHRNA6
DB00898,CHRNB3
DB00898,GABRG1
DB00898,GABRG3
DB00898,GABRE
DB00898,GABRP
DB00898,GABRQ
DB00898,GABRD
DB00898,SLC29A2
DB00898,HTR3E
DB00898,HTR3B
DB00898,HTR3D
DB00898,HTR3C
DB00898,CACNG2
DB00898,KCNJ9
DB00898,L1CAM
DB00898,ACHE
DB00898,ADH7
DB00902,HRH1
DB00903,SLC12A1
DB00903,ATP1A1
DB00903,LEF1
DB00903,GSTP1
DB00904,HTR3A
DB00904,HTR4
DB00904,OPRM1
DB00904,HTR1A
DB00904,HTR1B
DB00905,PTGFR
DB00905,PTGER1
DB00905,PTGER3
DB00906,SLC6A1
DB00908,SCN5A
DB00908,KCNK1
DB00908,KCNK6
DB00908,KCNH2
DB00908,ADRA1A
DB00908,ADRA1B
DB00908,ADRA1D
DB00909,SCN1A
DB00909,SCN2A
DB00909,SCN3A
DB00909,SCN4A
DB00909,SCN5A
DB00909,SCN9A
DB00909,SCN11A
DB00909,SCN1B
DB00909,SCN2B
DB00909,SCN3B
DB00909,SCN4B
DB00909,CACNA1G
DB00909,CACNA1H
DB00909,CACNA1I
DB00909,CA1
DB00909,CA2
DB00909,CA3
DB00909,CA4
DB00909,CA5A
DB00909,CA5B
DB00909,CA6
DB00909,CA7
DB00909,CA8
DB00909,CA9
DB00909,CA10
DB00909,CA11
DB00909,CA12
DB00909,CA13
DB00909,CA14
DB00909,MAOB
DB00909,MAOA
DB00909,GABRA1
DB00909,GABRA2
DB00909,GABRA3
DB00909,GABRA5
DB00909,GABRG1
DB00909,GABRG2
DB00909,GABRG3
DB00910,VDR
DB00912,ABCC9
DB00912,ABCC8
DB00912,HRH1
DB00912,PPARG
DB00914,PRKAA1
DB00914,PRKAG1
DB00914,PRKAB1
DB00914,KCNJ8
DB00915,GRIN3A
DB00915,DRD2
DB00915,CHRNA7
DB00915,CHRNA4
DB00915,CHRNA3
DB00917,PTGFR
DB00917,PTGER2
DB00917,PTGER1
DB00917,PTGER3
DB00917,PTGER4
DB00917,PTGDR2
DB00918,HTR1D
DB00918,HTR1B
DB00920,HRH1
DB00920,PGD
DB00921,OPRK1
DB00921,OPRM1
DB00921,OPRD1
DB00921,OPRL1
DB00922,TNNC1
DB00922,KCNJ11
DB00922,KCNJ8
DB00922,PDE3A
DB00924,ADRA2C
DB00924,HTR2A
DB00924,HTR2B
DB00924,HTR2C
DB00924,HTR6
DB00924,SLC6A4
DB00924,SLC6A2
DB00924,HTR7
DB00924,TLR4
DB00924,AOX1
DB00925,DRD2
DB00925,ADRA1A
DB00925,ADRA2A
DB00925,ADRA2C
DB00925,ADRA2B
DB00925,ADRB2
DB00925,ADRA1B
DB00925,ADRA1D
DB00925,CALM1
DB00927,HRH2
DB00928,DNMT1
DB00929,PTGIR
DB00929,PTGER3
DB00929,PTGER2
DB00929,PTGER1
DB00929,PTGER4
DB00933,DRD2
DB00933,HTR2A
DB00934,SLC6A2
DB00934,HRH1
DB00934,CHRM1
DB00934,CHRM2
DB00934,CHRM3
DB00934,CHRM4
DB00934,CHRM5
DB00934,ADRA1A
DB00934,ADRA1B
DB00934,ADRA1D
DB00934,HTR2A
DB00934,HTR2C
DB00934,HTR7
DB00934,DRD2
DB00934,ADRA2A
DB00934,ADRA2B
DB00934,ADRA2C
DB00935,ADRA1A
DB00935,ADRA2A
DB00935,ADRA2B
DB00935,ADRA2C
DB00935,ADRA1B
DB00935,ADRA1D
DB00935,HTR1A
DB00935,HTR1B
DB00935,HTR1D
DB00936,CA6
DB00936,CA12
DB00936,CA2
DB00936,CA4
DB00936,CA1
DB00936,PTGS1
DB00936,PTGS2
DB00936,AKR1C1
DB00937,SLC6A2
DB00937,SLC6A4
DB00937,SLC6A3
DB00938,ADRB2
DB00938,ADRB1
DB00938,ADRB3
DB00939,PTGS1
DB00939,PTGS2
DB00939,ALOX5
DB00939,KCNQ2
DB00939,KCNQ3
DB00940,HRH2
DB00940,CHRM5
DB00940,CHRM2
DB00940,CHRM3
DB00940,CHRM4
DB00940,CHRM1
DB00942,CHRM1
DB00944,ACHE
DB00944,BCHE
DB00945,PTGS1
DB00945,HMGCR
DB00945,PTGS2
DB00945,AKR1C1
DB00945,PRKAA1
DB00945,PRKAA2
DB00945,PRKAB1
DB00945,PRKAB2
DB00945,PRKAG1
DB00945,PRKAG2
DB00945,PRKAG3
DB00945,EDNRA
DB00945,TP53
DB00945,HSPA5
DB00945,RPS6KA3
DB00945,NFKBIA
DB00945,TNFAIP6
DB00945,CASP1
DB00945,CASP3
DB00945,IKBKB
DB00945,MAPK1
DB00945,MAPK15
DB00945,MAPK3
DB00945,MAPK4
DB00945,MAPK6
DB00945,MAPK7
DB00945,CCND1
DB00945,MYC
DB00945,PCNA
DB00945,NEU1
DB00946,VKORC1
DB00947,ESR1
DB00949,GRIN2B
DB00949,GRIN2A
DB00950,HRH1
DB00951,CYP2C8
DB00951,CYP1A2
DB00951,CYP3A4
DB00951,CYP2C19
DB00952,HTR1A
DB00952,HTR1D
DB00952,HTR1B
DB00952,HTR1F
DB00953,HTR1B
DB00953,HTR1D
DB00953,HTR1A
DB00953,HTR1E
DB00953,HTR1F
DB00953,HTR7
DB00956,OPRM1
DB00956,OPRD1
DB00956,SIGMAR1
DB00957,PGR
DB00957,ESR1
DB00957,AR
DB00959,NR3C1
DB00959,ANXA1
DB00960,ADRB1
DB00960,ADRB2
DB00960,ADRB3
DB00960,HTR1A
DB00960,HTR1B
DB00962,GABRA1
DB00963,PTGS2
DB00963,PTGS1
DB00964,ADRA1A
DB00964,ADRA2A
DB00964,ADRA2B
DB00966,PPARG
DB00966,AGTR1
DB00967,HRH1
DB00968,DRD2
DB00968,DDC
DB00968,ADRA2A
DB00969,HTR3A
DB00970,TOP2A
DB00970,TOP2B
DB00970,TOP1
DB00972,HRH1
DB00972,HRH2
DB00972,PLA2G1B
DB00972,LTC4S
DB00973,NPC1L1
DB00973,SOAT1
