node_1,node_2_name
DB08895,TYK2
DB08896,FLT1
DB08896,KDR
DB08896,FLT4
DB08896,KIT
DB08896,PDGFRA
DB08896,PDGFRB
DB08896,FGFR1
DB08896,FGFR2
DB08896,TEK
DB08896,DDR2
DB08896,NTRK1
DB08896,EPHA2
DB08896,RAF1
DB08896,BRAF
DB08896,MAPK11
DB08896,FRK
DB08896,ABL1
DB08896,RET
DB08897,CHRM1
DB08897,CHRM2
DB08897,CHRM3
DB08897,CHRM4
DB08897,CHRM5
DB08899,AR
DB08901,ABL1
DB08901,BCR
DB08901,KIT
DB08901,RET
DB08901,TEK
DB08901,FLT3
DB08901,FGFR1
DB08901,FGFR2
DB08901,FGFR3
DB08901,FGFR4
DB08901,LCK
DB08901,SRC
DB08901,LYN
DB08901,KDR
DB08901,PDGFRA
DB08904,TNF
DB08906,NR3C1
DB08906,PGR
DB08906,NR3C2
DB08907,SLC5A2
DB08908,KEAP1
DB08908,RELA
DB08910,CRBN
DB08910,TNF
DB08910,PTGS2
DB08911,MAP2K1
DB08911,MAP2K2
DB08912,BRAF
DB08912,RAF1
DB08912,LOC102724428
DB08912,NEK11
DB08912,LIMK1
DB08918,SLC6A4
DB08918,SLC6A2
DB08931,GUCY2D
DB08931,GUCY1A2
DB08932,EDNRA
DB08932,EDNRB
DB08935,MS4A1
DB08936,HRH1
DB08995,AHR
DB09016,SLC6A4
DB09016,HRH1
DB09016,HTR2A
DB09026,REN
DB09029,IL17A
DB09030,F2R
DB09033,ITGA4
DB09033,ITGB7
DB09034,HCRTR1
DB09034,HCRTR2
DB09035,PDCD1
DB09035,CD274
DB09036,IL6
DB09037,PDCD1
DB09037,CD274
DB09038,SLC5A2
DB09039,UGCG
DB09043,GLP1R
DB09045,GLP1R
DB09046,LEPR
DB09047,TOP2A
DB09048,TACR1
DB09049,OPRM1
DB09053,BTK
DB09054,PIK3CD
DB09059,OXTR
DB09059,AVPR1A
DB09059,AVPR1B
DB09059,AVPR2
DB09064,PPARA
DB09067,CRHR1
DB09067,CRHR2
DB09068,SLC6A4
DB09068,HTR3A
DB09068,HTR7
DB09068,HTR1B
DB09068,HTR1A
DB09068,ADRB1
DB09068,SLC6A2
DB09069,ACAA2
DB09070,ESR1
DB09074,PARP1
DB09074,PARP2
DB09074,PARP3
DB09074,AKR1C3
DB09075,F10
DB09076,CHRM3
DB09076,CHRM2
DB09076,CHRM1
DB09076,CHRM4
DB09076,CHRM5
DB09078,FLT1
DB09078,KDR
DB09078,FLT4
DB09078,FGFR1
DB09078,FGFR2
DB09078,FGFR3
DB09078,FGFR4
DB09078,PDGFRA
DB09078,RET
DB09078,KIT
DB09079,FLT1
DB09079,KDR
DB09079,FLT4
DB09079,PDGFRA
DB09079,PDGFRB
DB09079,FGFR1
DB09079,FGFR2
DB09079,FGFR3
DB09079,FLT3
DB09079,LCK
DB09079,LYN
DB09079,SRC
DB09080,ADRB2
DB09082,ADRB2
DB09083,HCN2
DB09085,RYR1
DB09085,SCN10A
DB09085,RYR2
DB09085,SCN1A
DB09085,SCN11A
DB09085,SCN2A
DB09085,SCN3A
DB09085,SCN4A
DB09085,SCN5A
DB09085,SCN7A
DB09085,SCN8A
DB09085,SCN9A
DB09089,OPRM1
DB09089,CACNA1C
DB09089,CACNA1D
DB09089,CACNA1F
DB09089,CACNA1S
DB09089,CACNB1
DB09089,CACNB2
DB09089,CACNB3
DB09089,CACNB4
DB09089,CACNA1A
DB09089,KCNMA1
DB09089,KCNMB1
DB09089,KCNMB2
DB09089,KCNMB3
DB09089,KCNMB4
DB09089,KCNN4
DB09089,KCNN1
DB09089,KCNN2
DB09089,KCNN3
DB09089,CHRM1
DB09089,CHRM2
DB09089,CHRM3
DB09089,CHRM4
DB09089,CACNA1G
DB09089,CACNA1H
DB09089,CACNA1I
DB09090,CACNA1S
DB09091,NR3C1
DB09091,HDAC2
DB09097,DRD2
DB09097,DRD1
DB09097,DRD5
DB09099,OPRM1
DB09099,OPRD1
DB09099,SSTR1
DB09099,SSTR2
DB09099,SSTR3
DB09099,SSTR4
DB09099,SSTR5
DB09107,EPOR
DB09108,VWF
DB09109,F9
DB09109,F10
DB09109,F2
DB09118,GABRA1
DB09118,GABRA2
DB09118,GABRA3
DB09118,GABRA4
DB09118,GABRA5
DB09118,GABRA6
DB09118,GABRB1
DB09118,GABRB2
DB09118,GABRB3
DB09118,GABRD
DB09118,GABRE
DB09118,GABRG1
DB09118,GABRG2
DB09118,GABRG3
DB09118,GABRP
DB09118,GABRQ
DB09118,LDHA
DB09118,LDHB
DB09119,P2RX4
DB09121,ADCY1
DB09121,ADCY2
DB09121,ADCY5
DB09123,PGR
DB09123,AR
DB09126,LHCGR
DB09128,HTR1A
DB09128,DRD2
DB09128,DRD3
DB09128,HTR2A
DB09128,HTR2B
DB09128,HTR7
DB09128,ADRA1A
DB09128,ADRA1B
DB09128,ADRA1D
DB09128,ADRA2C
DB09128,HRH1
DB09128,CHRM1
DB09131,PROC
DB09131,CSTB
DB09140,MT-CO1
DB09140,NOX1
DB09143,SMO
DB09167,HTR1A
DB09167,HTR2A
DB09167,HRH1
DB09167,CHRM1
DB09167,CHRM2
DB09167,CHRM3
DB09167,CHRM4
DB09167,CHRM5
DB09167,ADRA2A
DB09167,ADRA2B
DB09167,ADRA2C
DB09167,ADRA1A
DB09167,ADRA1B
DB09167,ADRA1D
DB09167,SLC6A2
DB09167,SLC6A4
DB09185,SLC6A2
DB09185,HTR2B
DB09185,HTR2C
DB09185,ADRA1B
DB09185,ADRB2
DB09185,HRH1
DB09185,HRH2
DB09185,CHRM1
DB09185,CHRM2
DB09185,CHRM3
DB09185,CHRM4
DB09185,MAOA
DB09185,MAOB
DB09205,ADRA1D
DB09205,ADRA1A
DB09205,ADRA1B
DB09205,ADRA2A
DB09205,ADRA2B
DB09205,ADRA2C
DB09212,PTGS2
DB09212,PTGS1
DB09213,PTGS2
DB09213,PTGS1
DB09213,BCL2
DB09213,THBD
DB09213,PLAT
DB09213,FABP2
DB09213,PPARG
DB09213,CFTR
DB09213,SLC15A1
DB09213,PPARA
DB09213,GP1BA
DB09213,S100A7
DB09220,ABCC9
DB09225,DRD1
DB09225,DRD5
DB09225,DRD2
DB09225,HTR2A
DB09225,HTR7
DB09225,SLC6A2
DB09225,SLC6A4
DB09225,HTR6
DB09228,C1R
DB09228,C1S
DB09228,KLKB1
DB09228,F12
DB09228,F2
DB09228,F11
DB09228,PLAT
DB09241,GUCY1A2
DB09241,NOS1
DB09258,F10
DB09258,SERPINC1
DB09258,SERPIND1
DB09265,GLP1R
DB09270,NDUFV3
DB09270,SDHA
DB09272,OPRM1
DB09272,OPRD1
DB09272,OPRK1
DB09280,CFTR
DB09282,GUCY1A2
DB09292,MME
DB09301,BDNF
DB09301,GDNF
DB09301,VEGFA
DB09301,CCL2
DB09302,PCSK9
DB09310,F13B
DB09331,CD38
DB09332,F2
DB09332,F7
DB09332,F9
DB09332,F10
DB09332,PROC
DB09332,GGCX
DB09332,PROS1
DB09343,TYMP
DB09351,ADRB1
DB09371,ESR1
DB09371,AR
DB09371,SHBG
DB09389,PGR
DB09389,SRD5A1
DB09389,AR
DB09401,GUCY1A1
DB09401,GUCY1A2
DB09401,GUCY1B1
DB09418,SLC5A5
DB09462,PPARD
DB09462,PLA2G2E
DB09462,ISYNA1
DB09462,ADH1B
DB09462,ITPR1
DB09462,PAEP
DB09462,NAGA
DB09462,ARF1
DB09462,PAPSS1
DB09462,TRDMT1
DB09462,GSTZ1
DB09477,ACE
DB09477,BDKRB1
DB09481,GRIN1
DB09481,GRIN2A
DB09481,GRIN2B
DB09481,GRIN2C
DB09481,GRIN2D
DB09481,GRIN3A
DB09481,GRIN3B
DB09488,HRH1
DB09517,FTL
DB09517,HBB
DB09517,HBA1
DB09526,TYR
DB09526,ITGB3
DB09526,ITGA2B
DB09526,CYSLTR1
DB09555,HRH1
DB09559,EGFR
DB09564,INS
DB09564,INSR
DB09564,IGF1R
DB09568,DGAT2
DB09568,HSD17B10
DB09568,ECHS1
DB09568,HADH
DB09568,ELOVL4
DB09568,LPL
DB11059,SLC2A1
DB11071,PTGS1
DB11071,PTGS2
DB11081,GLUD1
DB11085,CA12
DB11085,CA2
DB11085,CA14
DB11085,PTGS1
DB11085,TPO
DB11130,OPRD1
DB11130,OPRK1
DB11130,OPRM1
DB11131,TRPV1
DB11136,CYB5A
DB11157,KRT2
DB11157,KRT12
DB11157,MAPK8IP1
DB11166,F2
DB11166,F10
DB11181,CHRM1
DB11181,CHRM2
DB11181,CHRM3
DB11181,CHRM4
DB11181,CHRM5
DB11235,HRH1
DB11235,CHRM1
DB11235,CHRM2
DB11235,CHRM3
DB11235,CHRM4
DB11235,CHRM5
DB11273,HTR1A
DB11273,HTR1B
DB11273,HTR1D
DB11273,HTR1E
DB11273,HTR1F
DB11273,HTR2A
DB11273,HTR2B
DB11273,HTR2C
DB11273,HTR3A
DB11273,HTR3B
DB11273,HTR3C
DB11273,HTR3D
DB11273,HTR3E
DB11273,HTR4
DB11273,HTR6
DB11273,HTR7
DB11273,ADRB1
DB11273,ADRB2
DB11273,ADRB3
DB11273,ADRA1A
DB11273,ADRA1B
DB11273,ADRA1D
DB11273,ADRA2A
DB11273,ADRA2B
DB11273,ADRA2C
DB11274,HTR7
DB11274,HTR2B
DB11274,DRD2
DB11274,DRD1
DB11274,DRD5
DB11274,DRD3
DB11362,PTGIR
DB11363,ALK
DB11560,SLC22A12
DB11560,SLC22A11
DB11571,F5
DB11571,F8
DB11571,F11
DB11571,F13A1
DB11571,F13B
DB11571,FGA
DB11571,FGB
DB11571,FGG
DB11572,F5
DB11572,F8
DB11572,FGA
DB11572,FGB
DB11572,FGG
DB11581,BCL2
DB11591,HRH1
DB11595,CD274
DB11595,PDCD1
DB11598,SERPINC1
DB11614,PTAFR
DB11614,HRH1
DB11619,PGR
DB11619,NR3C1
DB11619,AR
DB11619,GNRHR
DB11619,ESR1
DB11619,SHBG
DB11629,PTGER2
DB11629,HMGCR
DB11629,TBXA2R
DB11629,PTGDR
DB11629,PTGIR
DB11629,PTGDR2
DB11629,PTGFR
DB11632,COMT
DB11635,ABCB1
DB11656,FPR1
DB11660,PTGFR
DB11699,HTR3A
DB11712,CFTR
DB11757,ADORA2A
DB11757,ADORA1
DB11767,IL6R
DB11767,FCGR1A
DB11767,FCGR2A
DB11767,FCGR2B
DB11767,FCGR3A
DB11767,FCGR3B
DB11817,JAK1
DB11817,JAK2
DB11817,JAK3
DB11817,TYK2
DB11827,SLC5A2
DB11834,IL23A
DB11988,MS4A1
DB11994,IL1B
DB11994,NR1H3
DB11994,NR1H2
DB11994,ALOX5
DB11994,CYP1A2
DB11994,CYP3A4
DB11994,CYP3A43
DB11994,CYP3A5
DB11994,CYP3A7-CYP3A51P
DB11994,CYP2E1
DB11994,CYP2C9
DB11994,CYP2D6
DB11995,MPL
DB12010,SYK
DB12010,ADORA3
DB12010,SLC18A2
DB12010,FAAH
DB12010,SLC29A1
DB12010,UGT1A1
DB12010,PDE5A
DB12010,ALOX5
DB12010,CTSS
DB12010,CTSL
DB12010,ABL1
DB12010,RPS6KA6
DB12010,TYK2
DB12010,COQ8A
DB12010,JAK1
DB12010,MET
DB12010,NIM1K
DB12010,STK26
DB12010,PRKACA
DB12010,STK24
DB12010,STK3
DB12010,TEC
DB12010,STK33
DB12010,STK35
DB12010,STK36
DB12010,STK38
DB12010,STK38L
DB12010,STK39
DB12010,TAOK1
DB12010,TAOK2
DB12010,TAOK3
DB12010,TBK1
DB12010,TEK
DB12010,TESK1
DB12010,TGFBR1
DB12010,TGFBR2
DB12010,TIE1
DB12010,TLK1
DB12010,TLK2
DB12010,TNIK
DB12010,TNK1
DB12010,TNK2
DB12010,FPGT-TNNI3K
DB12010,TSSK1B
DB12010,TTK
DB12010,TXK
DB12010,TYRO3
DB12010,ULK1
DB12010,ULK2
DB12010,ULK3
DB12010,WEE1
DB12010,YES1
DB12010,MAP3K19
DB12010,MAP3K20
DB12010,ZAP70
DB12010,AAK1
DB12010,ABL2
DB12010,ACVR1
DB12010,ACVR1B
DB12010,COQ8B
DB12010,ALK
DB12010,ANKK1
DB12010,AURKA
DB12010,AURKB
DB12010,AURKC
DB12010,AXL
DB12010,BLK
DB12010,BMP2K
DB12010,BMPR1B
DB12010,BMPR2
DB12010,BMX
DB12010,BRAF
DB12010,BTK
DB12010,CAMK1
DB12010,CAMK1D
DB12010,CAMK1G
DB12010,CAMK2A
DB12010,CAMK2B
DB12010,CAMK2D
DB12010,CAMK2G
DB12010,CAMKK1
DB12010,CAMKK2
DB12010,CASK
DB12010,CSN3
DB12010,CDK1
DB12010,CDC42BPG
DB12010,CDK4
DB12010,CDKL1
DB12010,CDKL2
DB12010,CHEK1
DB12010,CHEK2
DB12010,CIT
DB12010,CLK1
DB12010,CLK2
DB12010,CLK3
DB12010,CLK4
DB12010,CSF1R
DB12010,CSK
DB12010,CSNK1A1
DB12010,CSNK2A1
DB12010,CSNK2A2
DB12010,DAPK1
DB12010,DAPK2
DB12010,DAPK3
DB12010,DCLK1
DB12010,DCLK2
DB12010,DCLK3
DB12010,DDR1
DB12010,DDR2
DB12010,DYRK1A
DB12010,DYRK1B
DB12010,EGFR
DB12010,EIF2AK1
DB12010,EIF2AK2
DB12010,EIF2AK4
DB12010,EPHA1
DB12010,EPHA2
DB12010,EPHA3
DB12010,EPHA4
DB12010,EPHA5
DB12010,EPHA6
DB12010,EPHA7
DB12010,EPHA8
DB12010,EPHB1
DB12010,EPHB2
DB12010,EPHB4
DB12010,EPHB6
DB12010,ERBB2
DB12010,ERBB4
DB12010,ERN1
DB12010,FER
DB12010,FES
DB12010,FGFR1
DB12010,FGFR2
DB12010,FGFR3
DB12010,FGR
DB12010,FLT1
DB12010,FLT3
DB12010,FLT4
DB12010,MTOR
DB12010,FRK
DB12010,FYN
DB12010,GAK
DB12010,GSK3A
DB12010,GSK3B
DB12010,HCK
DB12010,HIPK2
DB12010,HIPK3
DB12010,CILK1
DB12010,IKBKB
DB12010,IKBKE
DB12010,INSR
DB12010,INSRR
DB12010,IRAK1
DB12010,IRAK3
DB12010,IRAK4
DB12010,ITK
DB12010,JAK2
DB12010,JAK3
DB12010,KDR
DB12010,SIK3
DB12010,KIT
DB12010,LATS1
DB12010,LCK
DB12010,LIMK1
DB12010,LIMK2
DB12010,LRRK2
DB12010,LTK
DB12010,LYN
DB12010,MAP2K2
DB12010,MAP2K3
DB12010,MAP2K5
DB12010,MAP2K6
DB12010,MAP3K1
DB12010,MAP3K10
DB12010,MAP3K11
DB12010,MAP3K12
DB12010,MAP3K13
DB12010,MAP3K15
DB12010,MAP3K2
DB12010,MAP3K3
DB12010,MAP3K4
DB12010,MAP3K6
DB12010,MAP3K9
DB12010,MAP4K1
DB12010,MAP4K2
DB12010,MAP4K3
DB12010,MAP4K4
DB12010,MAP4K5
DB12010,MAPK10
DB12010,MAPK13
DB12010,MAPK14
DB12010,MAPK15
DB12010,MAPK4
DB12010,MAPK7
DB12010,MAPK9
DB12010,MAPKAPK5
DB12010,MARK1
DB12010,MARK2
DB12010,MARK3
DB12010,MARK4
DB12010,CLASP1
DB12010,MAST1
DB12010,MATK
DB12010,MELK
DB12010,MERTK
DB12010,MINK1
DB12010,MKNK1
DB12010,MKNK2
DB12010,MST1R
DB12010,MUSK
DB12010,MYLK
DB12010,MYLK2
DB12010,MYLK3
DB12010,MYLK4
DB12010,MYO3A
DB12010,NEK1
DB12010,NEK11
DB12010,NEK2
DB12010,NEK3
DB12010,NEK4
DB12010,NEK5
DB12010,NEK9
DB12010,NTRK1
DB12010,NTRK2
DB12010,NTRK3
DB12010,NUAK1
DB12010,NUAK2
DB12010,OXSR1
DB12010,PAK1
DB12010,PAK2
DB12010,PAK3
DB12010,PAK4
DB12010,BUB1B-PAK6
DB12010,PAK5
DB12010,CDK16
DB12010,CDK17
DB12010,PDGFRA
DB12010,PDGFRB
DB12010,PDPK1
DB12010,CDK15
DB12010,PHKG1
DB12010,PI4KB
DB12010,PIK3C2B
DB12010,PIK3C2G
DB12010,PIK3CD
DB12010,PIK3CG
DB12010,PIM1
DB12010,PIM3
DB12010,PIP4K2B
DB12010,PIP4K2C
DB12010,PKMYT1
DB12010,PKN1
DB12010,PKN2
DB12010,PLK1
DB12010,PLK2
DB12010,PLK3
DB12010,PLK4
DB12010,PRKAA1
DB12010,PRKAA2
DB12010,PRKAB1
DB12010,PRKAB2
DB12010,PRKAG1
DB12010,PRKAG2
DB12010,PRKAG3
DB12010,PRKACB
DB12010,PRKCD
DB12010,PRKCE
DB12010,PRKCG
DB12010,PRKCI
DB12010,PRKCQ
DB12010,PRKD1
DB12010,PRKG2
DB12010,PRP4K
DB12010,PTK2
DB12010,PTK2B
DB12010,PTK6
DB12010,RAF1
DB12010,RET
DB12010,RIOK1
DB12010,RIOK2
DB12010,RIOK3
DB12010,RIPK1
DB12010,RIPK2
DB12010,ROCK2
DB12010,ROS1
DB12010,RPS6KA1
DB12010,RPS6KA3
DB12010,SBK1
DB12010,SBK3
DB12010,SGK3
DB12010,LOC102724428
DB12010,SIK2
DB12010,SLK
DB12010,SNRK
DB12010,SRC
DB12010,SRMS
DB12010,STK10
DB12010,STK16
DB12010,STK17A
DB12010,STK17B
DB12010,STK32A
DB12023,IL5RA
DB12023,FCGR3A
DB12095,TPH2
DB12095,TPH1
DB12159,IL4R
DB12159,IL13
DB12159,IL4
DB12243,BCL2
DB12278,CHRM1
DB12278,CHRM2
DB12278,CHRM3
DB12278,CHRM5
DB12278,CACNA1C
DB12278,ADRA1A
DB12278,CHRM4
DB12364,F10
DB12483,PIK3CA
DB12483,PIK3CD
DB12483,PIK3CB
DB12483,PIK3CG
DB12523,HRH1
DB12554,CHRM5
DB12783,DDC
DB12865,CASR
DB13152,F10
DB13152,F11
DB13152,F7
DB13152,F8
DB13152,F2
DB13152,LRP1
DB13152,GGCX
DB13167,PTGS2
DB13179,NR1I2
DB13345,HTR1A
DB13345,HTR1B
DB13345,HTR1D
DB13345,HTR1E
DB13345,HTR1F
DB13345,HTR2A
DB13345,HTR2B
DB13345,HTR2C
DB13345,HTR3A
DB13345,HTR3B
DB13345,HTR3C
DB13345,HTR3D
DB13345,HTR3E
DB13345,HTR4
DB13345,HTR6
DB13345,HTR7
DB13345,ADRA2C
DB13345,ADRB1
DB13345,ADRB2
DB13345,ADRB3
DB13345,ADRA1A
DB13345,ADRA1B
DB13345,ADRA1D
DB13345,ADRA2A
DB13345,ADRA2B
DB13345,DRD1
DB13345,DRD5
DB13345,DRD2
DB13345,DRD3
DB13345,DRD4
DB13783,PTGS1
DB13783,PTGS2
DB13873,PPARA
DB13873,FABP1
DB13873,MMP25
DB13873,PPARG
DB13873,PPARD
DB13873,NR1I2
DB13928,GLP1R
DB13933,F7
DB13933,F8
DB13933,F10
DB13943,AR
DB13943,ESR1
DB13943,NR3C2
DB13954,ESR1
DB13954,ESR2
DB13954,NR1I2
DB13954,CHRNA4
DB13954,NCOA2
DB13954,GPER1
DB13954,MT-ATP6
DB13954,BECN1
DB13954,HSD17B2
DB13954,ESRRG
DB13996,ATP1A1
DB13999,F10
DB13999,F9
DB13999,VWF
DB13999,PHYH
DB13999,ASGR2
DB13999,HSPA5
DB13999,CALR
DB13999,CANX
DB13999,LMAN1
DB13999,LRP1
DB13999,MCFD2
DB14006,PCYT1B
DB14006,ACHE
DB14006,PCYT1A
DB14006,PLD2
DB14006,BCHE
DB14006,PLD1
DB14006,CHRNA7
