# ChemicalName,chemicalID,CasRN,DiseaseName,diseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
1-(4'-hydroxy-2'-butenoxy)methyl-2-nitroimidazole,C047778,101179-42-4,Breast Neoplasms,MESH:D001943,therapeutic,,,,1671058
1-(4'-hydroxy-2'-butenoxy)methyl-2-nitroimidazole,C047778,101179-42-4,"Carcinoma, Squamous Cell",MESH:D002294,therapeutic,,,,1671058
14-hydroxydocosahexaenoic acid,C059528,86360-66-9,Acute Lung Injury,MESH:D055371,therapeutic,,,,34601004
14-hydroxydocosahexaenoic acid,C059528,86360-66-9,Pneumonia,MESH:D011014,therapeutic,,,,34601004
1-(4-hydroxyiminomethylpyridinium)-3-(carbamoylpyridinium) propane dibromide,C481758,,Poisoning,MESH:D011041,therapeutic,,,,20138854
14-methoxymetopon,C081949,131575-03-6,Nociceptive Pain,MESH:D059226,therapeutic,,,,19800397|21235243
14-methyl-8-oxacyclorphan,C050133,56420-47-4,Catalepsy,MESH:D002375,therapeutic,,,,1676175
14-methyl-8-oxacyclorphan,C050133,56420-47-4,Muscle Rigidity,MESH:D009127,therapeutic,,,,1676175
1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole,C090859,162054-19-5,Hyperalgesia,MESH:D006930,therapeutic,,,,17112505
"1,4-naphthoquinone",C035342,130-15-4,Inflammation,MESH:D007249,therapeutic,,,,21235518
1-(4-nitro-2-(trifluoromethyl)phenyl)-4-(3-(trifluoromethyl)phenyl)piperazine,C562246,,Prostatic Hyperplasia,MESH:D011470,therapeutic,,,,21128595
14-O-methyloxymorphone,C547349,,Nociceptive Pain,MESH:D059226,therapeutic,,,,19800397
"1,4-phenylenebis(methylene)selenocyanate",C074153,85539-83-9,Adenocarcinoma,MESH:D000230,therapeutic,,,,12844480
"1,4-phenylenebis(methylene)selenocyanate",C074153,85539-83-9,Colonic Neoplasms,MESH:D003110,therapeutic,,,,10753194
"1,4-phenylenebis(methylene)selenocyanate",C074153,85539-83-9,Intestinal Neoplasms,MESH:D007414,therapeutic,,,,10753194
"1,4-phenylenebis(methylene)selenocyanate",C074153,85539-83-9,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,,,,12844480
"1,4-phenylenebis(methylene)selenocyanate",C074153,85539-83-9,Neoplasms,MESH:D009369,therapeutic,,,,21732699
"1,4-phenylenebis(methylene)selenocyanate, glutathione conjugate",C477941,,Adenocarcinoma,MESH:D000230,therapeutic,,,,12844480
"1,4-phenylenebis(methylene)selenocyanate, glutathione conjugate",C477941,,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,,,,12844480
"1,5-anhydrofructose",C048927,75414-43-6,Pneumonia,MESH:D011014,therapeutic,,,,19559007
1-(5-bromofur-2-il)-2-bromo-2-nitroethene,C106444,35950-55-1,Bacterial Infections and Mycoses,MESH:D001423,therapeutic,,,,10221421
1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,C484309,,Nerve Degeneration,MESH:D009410,therapeutic,,,,30408497
1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,C484309,,Pruritus,MESH:D011537,therapeutic,,,,19652466
15-crown-5,C042148,33100-27-5,Myocardial Ischemia,MESH:D017202,therapeutic,,,,8312801
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681,therapeutic,,,,16844232
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Extravasation of Diagnostic and Therapeutic Materials,MESH:D005119,therapeutic,,,,16461118
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Inflammation,MESH:D007249,therapeutic,,,,17884933|22245093
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,therapeutic,,,,18923439
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,,,,19997560
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Liver Cirrhosis,MESH:D008103,therapeutic,,,,19429239
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Lung Injury,MESH:D055370,therapeutic,,,,15684285
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,therapeutic,,,,15684285
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Reperfusion Injury,MESH:D015427,therapeutic,,,,12970094
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Urinary Bladder Diseases,MESH:D001745,therapeutic,,,,16461118
15-deoxyprostaglandin J2,C477819,,"Infarction, Middle Cerebral Artery",MESH:D020244,therapeutic,,,,16034372
15-deoxyprostaglandin J2,C477819,,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,,,,23964924
15-deoxyprostaglandin J2,C477819,,Myocardial Infarction,MESH:D009203,therapeutic,,,,12087064
"1,5-dihydroxyisoquinoline",C095653,5154-02-9,Kidney Diseases,MESH:D007674,therapeutic,,,,19833176
1-(5-hydroxy-5-methylhexyl)-3-methylxanthine,C062028,107767-55-5,Candidiasis,MESH:D002177,therapeutic,,,,1759826
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,D019307,84477-87-2,Glaucoma,MESH:D005901,therapeutic,,,,15277498
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,D019307,84477-87-2,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,8996817
15(S)-15-methylprostaglandin E1,C025170,35700-26-6,Glomerulonephritis,MESH:D005921,therapeutic,,,,2311303
15(S)-15-methylprostaglandin E1,C025170,35700-26-6,Immune Complex Diseases,MESH:D007105,therapeutic,,,,159314
15(S)-15-methylprostaglandin E1,C025170,35700-26-6,Inflammation,MESH:D007249,therapeutic,,,,159314
15(S)-15-methylprostaglandin E1,C025170,35700-26-6,Vasculitis,MESH:D014657,therapeutic,,,,159314
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Carbon Tetrachloride Poisoning,MESH:D002252,therapeutic,,,,3786805
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,3786805|4032494|8174437
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Duodenal Ulcer,MESH:D004381,therapeutic,,,,10671773|11595431|11991626|16699067
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Necrosis,MESH:D009336,therapeutic,,,,4032494|6704144
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Reperfusion Injury,MESH:D015427,therapeutic,,,,11567657
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Stomach Diseases,MESH:D013272,therapeutic,,,,11567657
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Stomach Ulcer,MESH:D013276,therapeutic,,,,11595431|16425415|20586851|9324159
"1-(6-(2,4-dichlorophenyl)-3-pyridazinyl)-4-piperidinol",C054250,93181-85-2,Seizures,MESH:D012640,therapeutic,,,,6292984
"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",C558737,,"Arthritis, Experimental",MESH:D001169,therapeutic,,,,21341682
"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",C558737,,Bone Resorption,MESH:D001862,therapeutic,,,,21341682
"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",C558737,,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681,therapeutic,,,,21341682
"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",C558737,,"Hypersensitivity, Delayed",MESH:D006968,therapeutic,,,,21341682
"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",C558737,,Peritonitis,MESH:D010538,therapeutic,,,,21341682
"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Edema,MESH:D004487,therapeutic,,,,16644903
"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Pain,MESH:D010146,therapeutic,,,,18987195|20042899
"1-(6,6-bis(4-fluorophenyl)hexyl)-4-(3,4,5-trimethoxybenzyl)piperazine",C534047,,Hyperalgesia,MESH:D006930,therapeutic,,,,18777607
"1-(6,6-bis(4-fluorophenyl)hexyl)-4-(3,4,5-trimethoxybenzyl)piperazine",C534047,,Neuralgia,MESH:D009437,therapeutic,,,,18777607
"1,6-Bis(4-(4-amino-3-hydroxyphenoxy)phenyl)diamantane",C480140,,Neoplasms,MESH:D009369,therapeutic,,,,15589971
"17,17'-bis(cyclopropylmethyl)-6,6',7,7'-tetrahydro-4,5-4',5'-diepoxy-6,6'-(benzylimino)(7,7'-bimorphinan)-3,3',14,14'-tetrol",C499148,,Hyperalgesia,MESH:D006930,therapeutic,,,,20232057
"17,17'-bis(cyclopropylmethyl)-6,6',7,7'-tetrahydro-4,5-4',5'-diepoxy-6,6'-(benzylimino)(7,7'-bimorphinan)-3,3',14,14'-tetrol",C499148,,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,20232057
"1-(7-(2-chlorophenyl)-8-(4-chlorophenyl)-2-methylpyrazolo(1,5-a)-(1,3,5)triazin-4-yl)-3-ethylaminoazetidine-3-carboxylic acid amide",C523983,,Parkinsonian Disorders,MESH:D020734,therapeutic,,,,17630359
"17-(5'-isoxazolyl)androsta-4,16-dien-3-one",C410803,,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,11118046
"17-(5'-isoxazolyl)androsta-4,16-dien-3-one",C410803,,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,11118046
17 alpha-Hydroxyprogesterone Caproate,D000077713,,"Bone Diseases, Metabolic",MESH:D001851,therapeutic,,,,7835827
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Carcinoma,MESH:D002277,therapeutic,,,,9208491
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Endometrial Hyperplasia,MESH:D004714,therapeutic,,,,11695813
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Endometrial Neoplasms,MESH:D016889,therapeutic,,,,2127240|8082440|8500498|8500499|8565696|9064904|9208491
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Fetal Resorption,MESH:D005327,therapeutic,,,,3816235
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Hot Flashes,MESH:D019584,therapeutic,,,,16373245
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Hypertension,MESH:D006973,therapeutic,,,,19733289
17 alpha-Hydroxyprogesterone Caproate,D000077713,,"Infertility, Female",MESH:D007247,therapeutic,,,,11476795
17 alpha-Hydroxyprogesterone Caproate,D000077713,,"Neoplasms, Hormone-Dependent",MESH:D009376,therapeutic,,,,8500499
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Obstetric Labor Complications,MESH:D007744,therapeutic,,,,16946206
17 alpha-Hydroxyprogesterone Caproate,D000077713,,"Obstetric Labor, Premature",MESH:D007752,therapeutic,,,,16135587|16946206|17139407|17826411|18401840
17 alpha-Hydroxyprogesterone Caproate,D000077713,,"Osteoporosis, Postmenopausal",MESH:D015663,therapeutic,,,,16373245
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Ovarian Hyperstimulation Syndrome,MESH:D016471,therapeutic,,,,11719720|12960445
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Placenta Diseases,MESH:D010922,therapeutic,,,,17139407
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Precancerous Conditions,MESH:D011230,therapeutic,,,,8082440
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Premature Birth,MESH:D047928,therapeutic,,,,12802023|15684150|16135587|16946206|17000233|17346529|17437227|17826411|18456237|18712170|18839818|18928983|19492920|20170407|20350641|20550052|2138496
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Thrombosis,MESH:D013927,therapeutic,,,,17139407
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Uterine Cervical Incompetence,MESH:D002581,therapeutic,,,,19492920
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Uterine Hemorrhage,MESH:D014592,therapeutic,,,,17139407
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Blood Coagulation Disorders,MESH:D001778,therapeutic,,,,27224288
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Breast Neoplasms,MESH:D001943,therapeutic,,,,21633166
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Endotoxemia,MESH:D019446,therapeutic,,,,27224288
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Hyperalgesia,MESH:D006930,therapeutic,,,,19833175
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Hypotension,MESH:D007022,therapeutic,,,,27224288
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Multiple Organ Failure,MESH:D009102,therapeutic,,,,27224288
"1,7-dimethylxanthine",C021183,611-59-6,Inflammation,MESH:D007249,therapeutic,,,,19962977
"1,7-dimethylxanthine",C021183,611-59-6,Lung Injury,MESH:D055370,therapeutic,,,,19962977
"1,7-dimethylxanthine",C021183,611-59-6,"Pulmonary Disease, Chronic Obstructive",MESH:D029424,therapeutic,,,,19962977
"17-ethynyl-5-androstene-3, 7, 17-triol",C524733,,Inflammation,MESH:D007249,therapeutic,,,,22384159
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,90780-52-2,Acute Lung Injury,MESH:D055371,therapeutic,,,,34601004
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,90780-52-2,Colitis,MESH:D003092,therapeutic,,,,21724996
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,90780-52-2,Pneumonia,MESH:D011014,therapeutic,,,,34601004
17-hydroxyjolkinolide B,C057916,116360-82-8,Inflammation,MESH:D007249,therapeutic,,,,22080918
17-monochloroacetylajmaline,C008541,47562-08-3,Parkinson Disease,MESH:D010300,therapeutic,,,,4602984
"1,7-N-heptylene-bis-9,9'-amino-1,2,3,4-tetrahydroacridine",C122128,,Memory Disorders,MESH:D008569,therapeutic,,,,19365154
17-pentylsparteine,C029185,52670-65-2,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,7193016
17-phenyltrinorprostaglandin E2,C092396,,Stomach Ulcer,MESH:D013276,therapeutic,,,,11595431
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,33846815
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Heart Diseases,MESH:D006331,therapeutic,,,,33603344
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Hepatomegaly,MESH:D006529,therapeutic,,,,33846815
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Hyperemia,MESH:D006940,therapeutic,,,,35317438
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Kidney Diseases,MESH:D007674,therapeutic,,,,35317438
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Weight Loss,MESH:D015431,therapeutic,,,,33603344
18alpha-glycyrrhetinic acid,C119129,1449-05-4,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,28414158|28549656
18alpha-glycyrrhetinic acid,C119129,1449-05-4,Fatty Liver,MESH:D005234,therapeutic,,,,28414158
18alpha-glycyrrhetinic acid,C119129,1449-05-4,"Hypertension, Pulmonary",MESH:D006976,therapeutic,,,,31325423
18alpha-glycyrrhetinic acid,C119129,1449-05-4,"Hypertrophy, Right Ventricular",MESH:D017380,therapeutic,,,,31325423
18alpha-glycyrrhetinic acid,C119129,1449-05-4,Neoplasm Invasiveness,MESH:D009361,therapeutic,,,,24613819
18alpha-glycyrrhetinic acid,C119129,1449-05-4,Weight Loss,MESH:D015431,therapeutic,,,,28414158
18-methoxycoronaridine,C103345,,Amphetamine-Related Disorders,MESH:D019969,therapeutic,,,,15178360
18-methoxycoronaridine,C103345,,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,10899291|10911941
18-methoxycoronaridine,C103345,,Hyperkinesis,MESH:D006948,therapeutic,,,,9384223
18-methoxycoronaridine,C103345,,Morphine Dependence,MESH:D009021,therapeutic,,,,10911941|15178360
18(R)-hydroxyeicosapentaenoic acid,C561691,,Pneumonia,MESH:D011014,therapeutic,,,,34601004
(19Z)-halichondramide,C495172,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,therapeutic,,,,23147639
1'-acetoxychavicol acetate,C047948,,Brain Injuries,MESH:D001930,therapeutic,,,,27481192
1'-acetoxychavicol acetate,C047948,,"Carcinoma, Ehrlich Tumor",MESH:D002286,therapeutic,,,,20230805
1'-acetoxychavicol acetate,C047948,,Learning Disabilities,MESH:D007859,therapeutic,,,,27481192
1'-acetoxyeugenol,C057996,53890-24-7,Breast Neoplasms,MESH:D001943,therapeutic,,,,21346553
"1-(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-(3-methylpenta-2,4-dien-1-yl)naphtho(1,8a-c)furan-3,5-diyl dibutanoate",C548433,,Leukemia,MESH:D007938,therapeutic,,,,20816779
"1 alpha,24-dihydroxyvitamin D3",C023850,60965-80-2,Psoriasis,MESH:D011565,therapeutic,,,,14684937|2094749
1 alpha-hydroxyergocalciferol,C042533,,Retinoblastoma,MESH:D012175,therapeutic,,,,15364716
"1-amino-1,3-dicarboxycyclopentane",C036361,111900-32-4,Catalepsy,MESH:D002375,therapeutic,,,,9437767
1-amino-2-phosphonomethylcyclopropanecarboxylic acid,C523415,,Catalepsy,MESH:D002375,therapeutic,,,,17602546
1-amino-5-bromouracil,C087307,127984-93-4,Seizures,MESH:D012640,therapeutic,,,,7698200
1-aminobenzotriazole,C033020,1614-12-6,Acute Kidney Injury,MESH:D058186,therapeutic,,,,9381478
1-aminobenzotriazole,C033020,1614-12-6,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,19479240|20871981|27421776
1-aminobenzotriazole,C033020,1614-12-6,Hemorrhage,MESH:D006470,therapeutic,,,,27421776
1-aminobenzotriazole,C033020,1614-12-6,Massive Hepatic Necrosis,MESH:D047508,therapeutic,,,,27421776
1-aminobenzotriazole,C033020,1614-12-6,"Micronuclei, Chromosome-Defective",MESH:D048629,therapeutic,,,,32199159|33057863
1-aminobenzotriazole,C033020,1614-12-6,Necrosis,MESH:D009336,therapeutic,,,,21741958
1-aminobenzotriazole,C033020,1614-12-6,Neurobehavioral Manifestations,MESH:D019954,therapeutic,,,,22546275
1-aminobenzotriazole,C033020,1614-12-6,Seizures,MESH:D012640,therapeutic,,,,30420360
1-aminobenzotriazole,C033020,1614-12-6,Vestibular Diseases,MESH:D015837,therapeutic,,,,18990727|22546275
"1-aminocyclopentane-1,2,4-tricarboxylic acid",C409063,,Catalepsy,MESH:D002375,therapeutic,,,,17224239
"1-aminocyclopentane-1,3,4-tricarboxylic acid",C108242,,Catalepsy,MESH:D002375,therapeutic,,,,17581957
"1-aminocyclopentane-1,3,4-tricarboxylic acid",C108242,,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,19660510
"1-aminoindan-1,5-dicarboxylic acid",C095756,,Catalepsy,MESH:D002375,therapeutic,,,,12727308
"1-aminoindan-1,5-dicarboxylic acid",C095756,,Hyperalgesia,MESH:D006930,therapeutic,,,,15721164|19967062
"1-aminoindan-1,5-dicarboxylic acid",C095756,,Muscle Rigidity,MESH:D009127,therapeutic,,,,11026478|12231232|12373537
1-aminomethylphosphonic acid,C036423,1066-51-9,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,26006246
1-(benzofuran-2-yl)-2-propylaminopentane,C404200,,Amphetamine-Related Disorders,MESH:D019969,therapeutic,,,,19883738
1-benzylimidazole,C017062,4238-71-5,Necrosis,MESH:D009336,therapeutic,,,,3281885
1-benzylpiperazine,C006737,2759-28-6,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,19151247
"1-(beta-naphthylmethyl)-6,7-dihydroxy-1,2,3,4-tetra-hydroisoquinoline",C495109,,"Shock, Septic",MESH:D012772,therapeutic,,,,11961057
1-Butanol,D020001,71-36-3,Stomach Ulcer,MESH:D013276,therapeutic,,,,27894855
"1-(carboxymethyl)-3,5-diphenyl-2-methylbenzene",C115293,,Edema,MESH:D004487,therapeutic,,,,9719496
"1-(carboxymethyl)-3,5-diphenyl-2-methylbenzene",C115293,,Inflammation,MESH:D007249,therapeutic,,,,9719496
"1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1H-pyrazol-1-yl)methyl)pyridin-2-yl)piperazine",C000591541,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,therapeutic,,,,24403227
"1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1H-pyrazol-1-yl)methyl)pyridin-2-yl)piperazine",C000591541,,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,24403227
1-Deoxynojirimycin,D017485,19130-96-2,Hepatomegaly,MESH:D006529,therapeutic,,,,25445511
1-Deoxynojirimycin,D017485,19130-96-2,Hyperglycemia,MESH:D006943,therapeutic,,,,25446853
1-Deoxynojirimycin,D017485,19130-96-2,Insulin Resistance,MESH:D007333,therapeutic,,,,25446853
1-Deoxynojirimycin,D017485,19130-96-2,Weight Gain,MESH:D015430,therapeutic,,,,25445511
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,,Graft vs Host Disease,MESH:D006086,therapeutic,,,,21195814
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,,Hypercholesterolemia,MESH:D006937,therapeutic,,,,21195814
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,,Hypertriglyceridemia,MESH:D015228,therapeutic,,,,21195814
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,,"Lupus Erythematosus, Systemic",MESH:D008180,therapeutic,,,,21195814
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,,Nephritis,MESH:D009393,therapeutic,,,,21195814
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,C559381,,Proteinuria,MESH:D011507,therapeutic,,,,21195814
"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",C095284,,Seizures,MESH:D012640,therapeutic,,,,11140358
1-hexacosanol,C051942,506-52-5,Diabetic Nephropathies,MESH:D003928,therapeutic,,,,18528636
1-hexacosanol,C051942,506-52-5,Urinary Bladder Diseases,MESH:D001745,therapeutic,,,,17989502
"1H-Indene-2-carboxylic acid, 1-(1,3-benzodioxol-5-yl)-3-(2- (carboxymethoxy)-4-methoxyphenyl)-2,3-dihydro-5-propoxy-, (1S,2R,3S)-",C087551,,Hypertension,MESH:D006973,therapeutic,,,,10669576
1-hydroxy-3-amino-2-pyrrolidone,C001369,,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,9424017
1-hydroxy-3-amino-2-pyrrolidone,C001369,,Hyperkinesis,MESH:D006948,therapeutic,,,,5157720
1-hydroxy-3-amino-2-pyrrolidone,C001369,,Seizures,MESH:D012640,therapeutic,,,,10215643|10698007|1326092|7906944|9424017
1-hydroxy-3-amino-2-pyrrolidone,C001369,,Tremor,MESH:D014202,therapeutic,,,,5157720
1-(isopropylamino)-3-((4-propenyl-2-methoxy)phenoxy)-2-propanol,C121954,,Tachycardia,MESH:D013610,therapeutic,,,,10440531
1L-6-hydroxymethyl-chiro-inositol 2(R)-2-O-methyl-3-O-octadecylcarbonate,C477931,,Leukemia,MESH:D007938,therapeutic,,,,12970779
1-(methanesulfonamido-1-naphthyloxy)-2-(N-(4-methane sulfonamidophenethyl)-N-acetamido)ethane,C521406,,Heart Failure,MESH:D006333,therapeutic,,,,20723002
"1-methyl-1,2,3,4-tetrahydroisoquinoline",C050386,4965-09-7,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,16897599|18195477
"1-methyl-1,2,3,4-tetrahydroisoquinoline",C050386,4965-09-7,Neurotoxicity Syndromes,MESH:D020258,therapeutic,,,,14741061
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Ileal Diseases,MESH:D007077,therapeutic,,,,18306037
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,"Infertility, Male",MESH:D007248,therapeutic,,,,20811015
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Jejunal Diseases,MESH:D007579,therapeutic,,,,18306037
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,"Liver Cirrhosis, Experimental",MESH:D008106,therapeutic,,,,26806094
