# ChemicalName,chemicalID,CasRN,DiseaseName,diseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
sodium arsenite,C017947,13768-07-5,Glioblastoma,MESH:D005909,therapeutic,,,,33256086
sodium arsenite,C017947,13768-07-5,Glucose Intolerance,MESH:D018149,therapeutic,,,,25610880
sodium arsenite,C017947,13768-07-5,Hepatomegaly,MESH:D006529,therapeutic,,,,29755549|30302732
sodium arsenite,C017947,13768-07-5,Hodgkin Disease,MESH:D006689,therapeutic,,,,12676792
sodium arsenite,C017947,13768-07-5,Hyperamylasemia,MESH:D034321,therapeutic,,,,17941083
sodium arsenite,C017947,13768-07-5,Hyperglycemia,MESH:D006943,therapeutic,,,,25610880|29755549
sodium arsenite,C017947,13768-07-5,Insulin Resistance,MESH:D007333,therapeutic,,,,28283972|29755549|30097599
sodium arsenite,C017947,13768-07-5,"Leukemia-Lymphoma, Adult T-Cell",MESH:D015459,therapeutic,,,,16497974
sodium arsenite,C017947,13768-07-5,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,,,,15028728|22627131
sodium arsenite,C017947,13768-07-5,Melanoma,MESH:D008545,therapeutic,,,,16487513|19082730
sodium arsenite,C017947,13768-07-5,Multiple Myeloma,MESH:D009101,therapeutic,,,,15028728
sodium arsenite,C017947,13768-07-5,Necrosis,MESH:D009336,therapeutic,,,,17941083
sodium arsenite,C017947,13768-07-5,Ovarian Neoplasms,MESH:D010051,therapeutic,,,,21696631
sodium arsenite,C017947,13768-07-5,"Pancreatitis, Acute Necrotizing",MESH:D019283,therapeutic,,,,17941083
sodium arsenite,C017947,13768-07-5,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,24100277
sodium arsenite,C017947,13768-07-5,Reperfusion Injury,MESH:D015427,therapeutic,,,,10216529
sodium arsenite,C017947,13768-07-5,Uterine Cervical Neoplasms,MESH:D002583,therapeutic,,,,11813266
sodium arsenite,C017947,13768-07-5,Weight Gain,MESH:D015430,therapeutic,,,,28593471|29387111|29755549
Sodium Benzoate,D020160,532-32-1,Acute Kidney Injury,MESH:D058186,therapeutic,,,,1324513|3123518
Sodium Benzoate,D020160,532-32-1,Carbamoyl-Phosphate Synthase I Deficiency Disease,MESH:D020165,therapeutic,,,,8438805
Sodium Benzoate,D020160,532-32-1,Coma,MESH:D003128,therapeutic,,,,8438805
Sodium Benzoate,D020160,532-32-1,Hepatic Encephalopathy,MESH:D006501,therapeutic,,,,1618465
Sodium Benzoate,D020160,532-32-1,Hyperammonemia,MESH:D022124,therapeutic,,,,11286510|3374991|6427608|6825366|8581365
Sodium Benzoate,D020160,532-32-1,"Hyperglycinemia, Nonketotic",MESH:D020158,therapeutic,,,,6264089
Sodium Benzoate,D020160,532-32-1,Ornithine Carbamoyltransferase Deficiency Disease,MESH:D020163,therapeutic,,,,6428329
Sodium Benzoate,D020160,532-32-1,Pain,MESH:D010146,therapeutic,,,,20952482
Sodium Benzoate,D020160,532-32-1,Propionic Acidemia,MESH:D056693,therapeutic,,,,2178070
Sodium Benzoate,D020160,532-32-1,Proteinuria,MESH:D011507,therapeutic,,,,2848972
Sodium Benzoate,D020160,532-32-1,"Urea Cycle Disorders, Inborn",MESH:D056806,therapeutic,,,,3374991|6636107|7078580
Sodium Bicarbonate,D017693,144-55-8,Acid-Base Imbalance,MESH:D000137,therapeutic,,,,10452435
Sodium Bicarbonate,D017693,144-55-8,Acidosis,MESH:D000138,therapeutic,,,,11490519|11499566|17175866|20061926|6298988|8987970
Sodium Bicarbonate,D017693,144-55-8,Acute Kidney Injury,MESH:D058186,therapeutic,,,,1124417|16897003|19212908|20155268
Sodium Bicarbonate,D017693,144-55-8,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,10452435|10598131|11590577|1312169|6092619|8125001|8800187
Sodium Bicarbonate,D017693,144-55-8,Bradycardia,MESH:D001919,therapeutic,,,,15767228
Sodium Bicarbonate,D017693,144-55-8,Confusion,MESH:D003221,therapeutic,,,,20736205
Sodium Bicarbonate,D017693,144-55-8,Consciousness Disorders,MESH:D003244,therapeutic,,,,20548984
Sodium Bicarbonate,D017693,144-55-8,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,10078349
Sodium Bicarbonate,D017693,144-55-8,Dyspareunia,MESH:D004414,therapeutic,,,,8386779
Sodium Bicarbonate,D017693,144-55-8,Dyspnea,MESH:D004417,therapeutic,,,,20016425
Sodium Bicarbonate,D017693,144-55-8,Fanconi Syndrome,MESH:D005198,therapeutic,,,,15230715
Sodium Bicarbonate,D017693,144-55-8,Gas Poisoning,MESH:D005739,therapeutic,,,,20016425
Sodium Bicarbonate,D017693,144-55-8,Heart Diseases,MESH:D006331,therapeutic,,,,7661425
Sodium Bicarbonate,D017693,144-55-8,Hyperkalemia,MESH:D006947,therapeutic,,,,11499566
Sodium Bicarbonate,D017693,144-55-8,Hypotension,MESH:D007022,therapeutic,,,,20548984|20736205|8800187
Sodium Bicarbonate,D017693,144-55-8,Kidney Diseases,MESH:D007674,therapeutic,,,,10430982|17719320|18752385
Sodium Bicarbonate,D017693,144-55-8,"Kidney Failure, Chronic",MESH:D007676,therapeutic,,,,9574465
Sodium Bicarbonate,D017693,144-55-8,Meniere Disease,MESH:D008575,therapeutic,,,,11700197
Sodium Bicarbonate,D017693,144-55-8,Nephrocalcinosis,MESH:D009397,therapeutic,,,,11490519
Sodium Bicarbonate,D017693,144-55-8,Nervous System Diseases,MESH:D009422,therapeutic,,,,8987970
Sodium Bicarbonate,D017693,144-55-8,Neuroleptic Malignant Syndrome,MESH:D009459,therapeutic,,,,16669738
Sodium Bicarbonate,D017693,144-55-8,Organophosphate Poisoning,MESH:D062025,therapeutic,,,,6298988
Sodium Bicarbonate,D017693,144-55-8,Pain,MESH:D010146,therapeutic,,,,12879672|1847291|7628204|8284866
Sodium Bicarbonate,D017693,144-55-8,Renal Insufficiency,MESH:D051437,therapeutic,,,,15150204
Sodium Bicarbonate,D017693,144-55-8,Seizures,MESH:D012640,therapeutic,,,,11824763|8987970
Sodium Bicarbonate,D017693,144-55-8,Sjogren's Syndrome,MESH:D012859,therapeutic,,,,11490519
Sodium Bicarbonate,D017693,144-55-8,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,10465245|3017159|6199617|6859605|7755819
Sodium Bicarbonate,D017693,144-55-8,Torsades de Pointes,MESH:D016171,therapeutic,,,,15837031
Sodium Bicarbonate,D017693,144-55-8,Urinary Bladder Calculi,MESH:D001744,therapeutic,,,,3712608
Sodium Bicarbonate,D017693,144-55-8,Urinary Bladder Neoplasms,MESH:D001749,therapeutic,,,,16896691
Sodium Bicarbonate,D017693,144-55-8,Ventricular Dysfunction,MESH:D018754,therapeutic,,,,3017159
Sodium Bicarbonate,D017693,144-55-8,"Ventricular Dysfunction, Left",MESH:D018487,therapeutic,,,,11308123
sodium bisulfide,C025451,16721-80-5,Atherosclerosis,MESH:D050197,therapeutic,,,,22340159
sodium bisulfide,C025451,16721-80-5,Cognition Disorders,MESH:D003072,therapeutic,,,,31283913
sodium bisulfide,C025451,16721-80-5,"Disease Models, Animal",MESH:D004195,therapeutic,,,,33961902
sodium bisulfide,C025451,16721-80-5,Disease Progression,MESH:D018450,therapeutic,,,,33961902
sodium bisulfide,C025451,16721-80-5,"Hearing Loss, Noise-Induced",MESH:D006317,therapeutic,,,,22046339
sodium bisulfide,C025451,16721-80-5,Hypertension,MESH:D006973,therapeutic,,,,14508194
sodium bisulfide,C025451,16721-80-5,"Infarction, Middle Cerebral Artery",MESH:D020244,therapeutic,,,,31283913
sodium bisulfide,C025451,16721-80-5,Inflammation,MESH:D007249,therapeutic,,,,31283913
sodium bisulfide,C025451,16721-80-5,Kidney Diseases,MESH:D007674,therapeutic,,,,26523793
sodium bisulfide,C025451,16721-80-5,Liver Diseases,MESH:D008107,therapeutic,,,,24058562
sodium bisulfide,C025451,16721-80-5,"Parkinson Disease, Secondary",MESH:D010302,therapeutic,,,,33961902
sodium bisulfide,C025451,16721-80-5,Reperfusion Injury,MESH:D015427,therapeutic,,,,24058562|31283913
sodium bisulfite,C009279,7631-90-5,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,23220588
sodium boranocarbonate,C503854,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,30273691
sodium boranocarbonate,C503854,,Inflammation,MESH:D007249,therapeutic,,,,24946281
sodium boranocarbonate,C503854,,"Liver Diseases, Alcoholic",MESH:D008108,therapeutic,,,,24946281
sodium boranocarbonate,C503854,,Necrosis,MESH:D009336,therapeutic,,,,30273691
sodium borohydride,C025364,16940-66-2,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,23220588
sodium carbonate,C005686,497-19-8,Propionic Acidemia,MESH:D056693,therapeutic,,,,2178070
Sodium Channel Blockers,D026941,,"Epilepsies, Myoclonic",MESH:D004831,therapeutic,,,,30123852
Sodium Chloride,D012965,,Acute Kidney Injury,MESH:D058186,therapeutic,,,,16878259|3547511|618599
Sodium Chloride,D012965,,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,3372179
Sodium Chloride,D012965,,Death,MESH:D003643,therapeutic,,,,33901602
Sodium Chloride,D012965,,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,2586007
Sodium Chloride,D012965,,"Epilepsy, Tonic-Clonic",MESH:D004830,therapeutic,,,,6407273
Sodium Chloride,D012965,,Hypercalcemia,MESH:D006934,therapeutic,,,,8483820
Sodium Chloride,D012965,,Hyponatremia,MESH:D007010,therapeutic,,,,16633772|6407273
Sodium Chloride,D012965,,Kidney Diseases,MESH:D007674,therapeutic,,,,1462001|2586007
Sodium Chloride,D012965,,"Leishmaniasis, Cutaneous",MESH:D016773,therapeutic,,,,9499605
Sodium Chloride,D012965,,Polyuria,MESH:D011141,therapeutic,,,,20649851
Sodium Chloride,D012965,,Seizures,MESH:D012640,therapeutic,,,,11824763
Sodium Chloride,D012965,,Sick Sinus Syndrome,MESH:D012804,therapeutic,,,,2790295
Sodium Chloride,D012965,,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,2790295
Sodium Chloride,D012965,,Ventricular Fibrillation,MESH:D014693,therapeutic,,,,10823730|2790295|3372179
"Sodium Chloride, Dietary",D017673,,Hyperkalemia,MESH:D006947,therapeutic,,,,3022272
"Sodium Chloride, Dietary",D017673,,Hypotension,MESH:D007022,therapeutic,,,,3022272|6693369
"Sodium Chloride, Dietary",D017673,,Kidney Diseases,MESH:D007674,therapeutic,,,,3475498
"Sodium Chloride, Dietary",D017673,,Renal Insufficiency,MESH:D051437,therapeutic,,,,3022272
Sodium Chloride Symporter Inhibitors,D049993,,Hypertension,MESH:D006973,therapeutic,,,,13230|75487
Sodium Chloride Symporter Inhibitors,D049993,,Polyuria,MESH:D011141,therapeutic,,,,20344995
Sodium Citrate,D000077559,,Acidosis,MESH:D000138,therapeutic,,,,11490519
Sodium Citrate,D000077559,,"Acidosis, Renal Tubular",MESH:D000141,therapeutic,,,,16799914
Sodium Citrate,D000077559,,Nephrocalcinosis,MESH:D009397,therapeutic,,,,11490519
Sodium Citrate,D000077559,,Sjogren's Syndrome,MESH:D012859,therapeutic,,,,11490519
Sodium Citrate,D000077559,,Urinary Calculi,MESH:D014545,therapeutic,,,,8302413
sodium cyanate,C009281,917-61-3,Fatty Liver,MESH:D005234,therapeutic,,,,29113807
sodium cyanate,C009281,917-61-3,Glucose Intolerance,MESH:D018149,therapeutic,,,,29113807
sodium cyanate,C009281,917-61-3,Weight Gain,MESH:D015430,therapeutic,,,,29113807
Sodium Cyanide,D012966,143-33-9,Hyperalgesia,MESH:D006930,therapeutic,,,,16472913
Sodium Cyanide,D012966,143-33-9,Neuralgia,MESH:D009437,therapeutic,,,,16472913
"Sodium, Dietary",D012982,,Acute Kidney Injury,MESH:D058186,therapeutic,,,,6113376
"Sodium, Dietary",D012982,,Hypokalemia,MESH:D007008,therapeutic,,,,28952
"Sodium, Dietary",D012982,,Kidney Diseases,MESH:D007674,therapeutic,,,,2802551|3475498|9926976
"Sodium, Dietary",D012982,,Renal Insufficiency,MESH:D051437,therapeutic,,,,15173544|3893255|7391978
Sodium Fluoride,D012969,7681-49-4,Dental Caries,MESH:D003731,therapeutic,,,,1771376|23578390
Sodium Fluoride,D012969,7681-49-4,Tooth Demineralization,MESH:D017001,therapeutic,,,,17153647
Sodium Glutamate,D012970,142-47-2,Anorexia,MESH:D000855,therapeutic,,,,21824258
Sodium Iodide,D012974,7681-82-5,Glioma,MESH:D005910,therapeutic,,,,12489024
Sodium Iodide,D012974,7681-82-5,Kidney Neoplasms,MESH:D007680,therapeutic,,,,12489024
Sodium Iodide,D012974,7681-82-5,Melanoma,MESH:D008545,therapeutic,,,,12489024
Sodium Iodide,D012974,7681-82-5,Necrosis,MESH:D009336,therapeutic,,,,11834455
Sodium Iodide,D012974,7681-82-5,Ovarian Neoplasms,MESH:D010051,therapeutic,,,,12489024
Sodium Iodide,D012974,7681-82-5,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,12489024
Sodium Iodide,D012974,7681-82-5,Thyroid Neoplasms,MESH:D013964,therapeutic,,,,26751190
Sodium Lactate,D019354,72-17-3,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,1712954
sodium nitrate,C031618,7631-99-4,"Enterocolitis, Necrotizing",MESH:D020345,therapeutic,,,,23650378
sodium nitrate,C031618,7631-99-4,Metabolic Syndrome,MESH:D024821,therapeutic,,,,20876122
sodium nitrate,C031618,7631-99-4,Stomach Ulcer,MESH:D013276,therapeutic,,,,17275683
sodium nitrate,C031618,7631-99-4,"Ventricular Dysfunction, Left",MESH:D018487,therapeutic,,,,22484629
Sodium Nitrite,D012977,7632-00-0,Poisoning,MESH:D011041,therapeutic,,,,21534623
Sodium Oxybate,D012978,,Essential Tremor,MESH:D020329,therapeutic,,,,19497322
Sodium Oxybate,D012978,,Narcolepsy,MESH:D009290,therapeutic,,,,18446324
Sodium Oxybate,D012978,,Seizures,MESH:D012640,therapeutic,,,,1718012
sodium peroxyborate,C014189,13517-20-9,Dental Plaque,MESH:D003773,therapeutic,,,,12148249|8682921
sodium peroxyborate,C014189,13517-20-9,Gingivitis,MESH:D005891,therapeutic,,,,12148249
sodium peroxyborate,C014189,13517-20-9,Tooth Discoloration,MESH:D014075,therapeutic,,,,1856308
Sodium Potassium Chloride Symporter Inhibitors,D049994,,Heart Failure,MESH:D006333,therapeutic,,,,19551652
Sodium Potassium Chloride Symporter Inhibitors,D049994,,Hypercalcemia,MESH:D006934,therapeutic,,,,8483820
sodium propionate,C514135,,Colonic Diseases,MESH:D003108,therapeutic,,,,37269894
Sodium Salicylate,D012980,54-21-7,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,19026709
Sodium Salicylate,D012980,54-21-7,Edema,MESH:D004487,therapeutic,,,,10653021
Sodium Salicylate,D012980,54-21-7,Fever,MESH:D005334,therapeutic,,,,17077185
Sodium Salicylate,D012980,54-21-7,"Hyperglycinemia, Nonketotic",MESH:D020158,therapeutic,,,,6264089
Sodium Salicylate,D012980,54-21-7,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,,,,10090950
Sodium Selenite,D018038,10102-18-8,Arsenic Poisoning,MESH:D020261,therapeutic,,,,23603382
Sodium Selenite,D018038,10102-18-8,Asthenozoospermia,MESH:D053627,therapeutic,,,,22828241
Sodium Selenite,D018038,10102-18-8,Atrophy,MESH:D001284,therapeutic,,,,12883085
Sodium Selenite,D018038,10102-18-8,"Carcinoma, Hepatocellular",MESH:D006528,therapeutic,,,,15248187
Sodium Selenite,D018038,10102-18-8,Cardiomyopathies,MESH:D009202,therapeutic,,,,31419397
Sodium Selenite,D018038,10102-18-8,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,23603382|26085057|30057697|31659573|37716422|6524888
Sodium Selenite,D018038,10102-18-8,Chromosome Breakage,MESH:D019457,therapeutic,,,,15894690|23023949|26332274
Sodium Selenite,D018038,10102-18-8,Cognition Disorders,MESH:D003072,therapeutic,,,,19374888
Sodium Selenite,D018038,10102-18-8,Colitis,MESH:D003092,therapeutic,,,,25187657
Sodium Selenite,D018038,10102-18-8,Diabetes Mellitus,MESH:D003920,therapeutic,,,,16285004
Sodium Selenite,D018038,10102-18-8,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,,,25779343
Sodium Selenite,D018038,10102-18-8,Disease Progression,MESH:D018450,therapeutic,,,,23859036
Sodium Selenite,D018038,10102-18-8,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,16478237|9726805
Sodium Selenite,D018038,10102-18-8,Glioma,MESH:D005910,therapeutic,,,,23859036
Sodium Selenite,D018038,10102-18-8,Heart Diseases,MESH:D006331,therapeutic,,,,9726805
Sodium Selenite,D018038,10102-18-8,Hepatomegaly,MESH:D006529,therapeutic,,,,37716422
Sodium Selenite,D018038,10102-18-8,Hyperglycemia,MESH:D006943,therapeutic,,,,22476978
Sodium Selenite,D018038,10102-18-8,Inflammation,MESH:D007249,therapeutic,,,,25187657
Sodium Selenite,D018038,10102-18-8,Insulin Resistance,MESH:D007333,therapeutic,,,,14714311
Sodium Selenite,D018038,10102-18-8,Kidney Diseases,MESH:D007674,therapeutic,,,,25728528
Sodium Selenite,D018038,10102-18-8,"Lymphoma, B-Cell",MESH:D016393,therapeutic,,,,14737004
Sodium Selenite,D018038,10102-18-8,Mercury Poisoning,MESH:D008630,therapeutic,,,,20810785|24816296
Sodium Selenite,D018038,10102-18-8,Necrosis,MESH:D009336,therapeutic,,,,15191356
Sodium Selenite,D018038,10102-18-8,Oligospermia,MESH:D009845,therapeutic,,,,22828241
Sodium Selenite,D018038,10102-18-8,Ovarian Diseases,MESH:D010049,therapeutic,,,,12883085
Sodium Selenite,D018038,10102-18-8,Pneumonia,MESH:D011014,therapeutic,,,,28285737
Sodium Selenite,D018038,10102-18-8,Precancerous Conditions,MESH:D011230,therapeutic,,,,10329505
Sodium Selenite,D018038,10102-18-8,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,18760546
Sodium Selenite,D018038,10102-18-8,Pulmonary Fibrosis,MESH:D011658,therapeutic,,,,28285737
Sodium Selenite,D018038,10102-18-8,Uterine Diseases,MESH:D014591,therapeutic,,,,12883085
Sodium Selenite,D018038,10102-18-8,Weight Gain,MESH:D015430,therapeutic,,,,30031400|30057697
Sodium Selenite,D018038,10102-18-8,Weight Loss,MESH:D015431,therapeutic,,,,22476978|25187657
Sodium Tetradecyl Sulfate,D012981,1191-50-0,Lymphangioma,MESH:D008202,therapeutic,,,,17625033
Sodium Tetradecyl Sulfate,D012981,1191-50-0,Varicose Veins,MESH:D014648,therapeutic,,,,6497633
Sodium Tetradecyl Sulfate,D012981,1191-50-0,Vascular Malformations,MESH:D054079,therapeutic,,,,20442652
sodium thiosulfate,C017717,10102-17-7,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,11219485|31978392
sodium thiosulfate,C017717,10102-17-7,Hearing Loss,MESH:D034381,therapeutic,,,,11297239|16086410|9655844
sodium thiosulfate,C017717,10102-17-7,Kidney Diseases,MESH:D007674,therapeutic,,,,11219485|6542584
sodium thiosulfate,C017717,10102-17-7,Learning Disabilities,MESH:D007859,therapeutic,,,,32865837
sodium thiosulfate,C017717,10102-17-7,Memory Disorders,MESH:D008569,therapeutic,,,,32865837
sodium thiosulfate,C017717,10102-17-7,Myocardial Infarction,MESH:D009203,therapeutic,,,,32865837
sodium tungstate(VI),C025399,13472-45-2,Hyperglycemia,MESH:D006943,therapeutic,,,,11357483
Sofosbuvir,D000069474,,COVID-19,MESH:D000086382,therapeutic,,,,32119961|32222463
Sofosbuvir,D000069474,,Hepatitis C,MESH:D006526,therapeutic,,,,25850880|25937625|26052383
Sofosbuvir,D000069474,,"Hepatitis C, Chronic",MESH:D019698,therapeutic,,,,25987834|26239358
solanesol,C017719,13190-97-1,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,25645596
solasodine,C012037,126-17-0,Asthma,MESH:D001249,therapeutic,,,,36084726
solasodine,C012037,126-17-0,Neoplasm Invasiveness,MESH:D009361,therapeutic,,,,28283413
solasodine,C012037,126-17-0,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,37121296
solidagenone,C406719,23534-56-7,Leishmaniasis,MESH:D007896,therapeutic,,,,35526601
Solifenacin Succinate,D000069464,,Constipation,MESH:D003248,therapeutic,,,,11488427
Solifenacin Succinate,D000069464,,Diarrhea,MESH:D003967,therapeutic,,,,11488427
Solifenacin Succinate,D000069464,,Nocturia,MESH:D053158,therapeutic,,,,17131169|17574730
Solifenacin Succinate,D000069464,,"Urinary Bladder, Overactive",MESH:D053201,therapeutic,,,,17131169|17574730|18484784|18504514|19837435|20981257
Solifenacin Succinate,D000069464,,Urinary Incontinence,MESH:D014549,therapeutic,,,,17574730
solithromycin,C547755,,Community-Acquired Infections,MESH:D017714,therapeutic,,,,28598693
solithromycin,C547755,,"Pneumonia, Bacterial",MESH:D018410,therapeutic,,,,28598693
Soman,D012999,96-64-0,Polyneuropathies,MESH:D011115,therapeutic,,,,3341026
"somatotropin releasing hormone (1-29)-amide, N-Ac-Tyr(1)-Phe(2)-",C045616,93965-89-0,Edema,MESH:D004487,therapeutic,,,,7508328
sophocarpine,C035933,6483-15-4,Fatty Liver,MESH:D005234,therapeutic,,,,23395669
sophocarpine,C035933,6483-15-4,Inflammation,MESH:D007249,therapeutic,,,,21978812
sophoricoside,C120642,,Motor Disorders,MESH:D000068079,therapeutic,,,,37741537
sophoricoside,C120642,,Weight Loss,MESH:D015431,therapeutic,,,,37741537
Sorafenib,D000077157,,Breast Neoplasms,MESH:D001943,therapeutic,,,,18695262
Sorafenib,D000077157,,"Carcinoma, Hepatocellular",MESH:D006528,therapeutic,,,,1230800|18808443|19095497|19496710|19558720|20062650|23958494|24434019|25416439|26943884|28284560|28693887|37244295
Sorafenib,D000077157,,"Carcinoma, Renal Cell",MESH:D002292,therapeutic,,,,18695262|19447417|20082451|20616376|20733337|28673964|33271325
Sorafenib,D000077157,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,29859236
Sorafenib,D000077157,,Colorectal Neoplasms,MESH:D015179,therapeutic,,,,18695262
Sorafenib,D000077157,,Endometrial Neoplasms,MESH:D016889,therapeutic,,,,20071162
Sorafenib,D000077157,,Gastrointestinal Stromal Tumors,MESH:D046152,therapeutic,,,,19139124
Sorafenib,D000077157,,Hypertension,MESH:D006973,therapeutic,,,,19338580
Sorafenib,D000077157,,Kidney Neoplasms,MESH:D007680,therapeutic,,,,21750559|25489883
Sorafenib,D000077157,,Leukemia,MESH:D007938,therapeutic,,,,17205056|20105315
Sorafenib,D000077157,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,therapeutic,,,,17595328
Sorafenib,D000077157,,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,,,,18200035|32929351
Sorafenib,D000077157,,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,,,,32929351
Sorafenib,D000077157,,Liposarcoma,MESH:D008080,therapeutic,,,,21610706
Sorafenib,D000077157,,Liver Neoplasms,MESH:D008113,therapeutic,,,,25489883|28673964
Sorafenib,D000077157,,"Liver Neoplasms, Experimental",MESH:D008114,therapeutic,,,,17178882|21671804|29849464|30187994
Sorafenib,D000077157,,Medulloblastoma,MESH:D008527,therapeutic,,,,19001435
Sorafenib,D000077157,,Melanoma,MESH:D008545,therapeutic,,,,18445842
Sorafenib,D000077157,,Mesothelioma,MESH:D008654,therapeutic,,,,21787763
Sorafenib,D000077157,,Neoplasm Invasiveness,MESH:D009361,therapeutic,,,,24434019|30187994
Sorafenib,D000077157,,Neoplasm Metastasis,MESH:D009362,therapeutic,,,,18796127|21671804|30187994
Sorafenib,D000077157,,Neoplasms,MESH:D009369,therapeutic,,,,21735354
Sorafenib,D000077157,,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,17205056|17909054|19139124|25416439
Sorafenib,D000077157,,"Neovascularization, Pathologic",MESH:D009389,therapeutic,,,,17178882|18808443|19139124|21671804
Sorafenib,D000077157,,Ovarian Neoplasms,MESH:D010051,therapeutic,,,,18695262
Sorafenib,D000077157,,Stomach Neoplasms,MESH:D013274,therapeutic,,,,18695262
Sorafenib,D000077157,,"Thyroid cancer, follicular",MESH:C572845,therapeutic,,,,18796127
sorbinil,C026411,,Diabetic Retinopathy,MESH:D003930,therapeutic,,,,16306357
sorbinil,C026411,,Uveitis,MESH:D014605,therapeutic,,,,23247009
Sorbitol,D013012,50-70-4,Neoplasms,MESH:D009369,therapeutic,,,,25557509
Sorbitol,D013012,50-70-4,Tinea,MESH:D014005,therapeutic,,,,25414073
Sotalol,D013015,3930-20-9,Angina Pectoris,MESH:D000787,therapeutic,,,,1360557
Sotalol,D013015,3930-20-9,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,1209009|12804730|15029146|1575137|18724381|2403737|3816955|4380269|5902176|7846927|8346726|9517096
Sotalol,D013015,3930-20-9,Atrial Fibrillation,MESH:D001281,therapeutic,,,,10496434|12854385|1409197|15851230|15985302|17383295|19563362|7653451|8122604|8187370|8671988|8744614|8904547|9448217|9474467|9681093|9844513|9875096
Sotalol,D013015,3930-20-9,Atrial Flutter,MESH:D001282,therapeutic,,,,10496434|8957602|9132656
Sotalol,D013015,3930-20-9,Coronary Disease,MESH:D003327,therapeutic,,,,7789381
Sotalol,D013015,3930-20-9,Coronary Vasospasm,MESH:D003329,therapeutic,,,,9659206
Sotalol,D013015,3930-20-9,Heart Failure,MESH:D006333,therapeutic,,,,9250567
Sotalol,D013015,3930-20-9,Hyperglycemia,MESH:D006943,therapeutic,,,,1032269
Sotalol,D013015,3930-20-9,"Hypertrophy, Left Ventricular",MESH:D017379,therapeutic,,,,2965228
Sotalol,D013015,3930-20-9,Hypokalemia,MESH:D007008,therapeutic,,,,1032269
Sotalol,D013015,3930-20-9,Myocardial Infarction,MESH:D009203,therapeutic,,,,2040324
Sotalol,D013015,3930-20-9,Myocardial Ischemia,MESH:D017202,therapeutic,,,,7171401
Sotalol,D013015,3930-20-9,Sick Sinus Syndrome,MESH:D012804,therapeutic,,,,14593970
Sotalol,D013015,3930-20-9,Tachycardia,MESH:D013610,therapeutic,,,,15175557|3630895|4392540|501565|7398733|9607136
Sotalol,D013015,3930-20-9,"Tachycardia, Supraventricular",MESH:D013617,therapeutic,,,,2065418|7900626|8671988|9604253
Sotalol,D013015,3930-20-9,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,11798623|1279608|1281807|15609701|1975861|2487531|2909562|4017207|7509121|7789381|7817931|7948800|8346725|8346732|9125676|9247523
Sotalol,D013015,3930-20-9,Thrombosis,MESH:D013927,therapeutic,,,,9594410
Sotalol,D013015,3930-20-9,Tremor,MESH:D014202,therapeutic,,,,6115732
Sotalol,D013015,3930-20-9,Ventricular Fibrillation,MESH:D014693,therapeutic,,,,11798623|2909562|4017207|7817931|8346732|9125676|9247523
Sotalol,D013015,3930-20-9,Ventricular Premature Complexes,MESH:D018879,therapeutic,,,,1281807|1575137|1699270|1705386|4017207
sotorasib,C000706028,,Lung Neoplasms,MESH:D008175,therapeutic,,,,31666701
sotorasib,C000706028,,Pancreatic Neoplasms,MESH:D010190,therapeutic,,,,31666701
sotrastaurin,C543528,,Psoriasis,MESH:D011565,therapeutic,,,,21797275
soyasaponin Ab,C551307,,Colitis,MESH:D003092,therapeutic,,,,22060784
soyasaponin I,C056684,51330-27-9,Colitis,MESH:D003092,therapeutic,,,,20923188
