drug,drug_name,disease,disease_name,indication
DB09517,sodium ferric gluconate complex,C0002871,anemia,1
DB09526,hydroquinone,C0162834,Hyperpigmentation,1
DB09555,Dexchlorpheniramine maleate,C0343065,Symptomatic Dermographism,1
DB09555,Dexchlorpheniramine maleate,C0042109,urticaria,1
DB09555,Dexchlorpheniramine maleate,C0033774,Pruritus,1
DB09555,Dexchlorpheniramine maleate,C0018621,Hay Fever,1
DB09555,Dexchlorpheniramine maleate,C2607914,Allergic Rhinitis (Disorder),1
DB09559,Necitumumab,C0007131,Non-Small Cell Lung Carcinoma,1
DB09564,Insulin Degludec,C0011849,diabetes mellitus,1
DB09568,Omega-3-carboxylic acids,C0020557,hypertriglyceridemia,1
DB11362,selexipag,C2973725,pulmonary arterial hypertension (PAH),1
DB11363,alectinib,C0007131,Non-Small Cell Lung Carcinoma,1
DB11560,lesinurad,C0740394,hyperuricemia,1
DB11560,lesinurad,C0018099,gout,1
DB11581,venetoclax,C0023434,chronic lymphocytic leukemia (CLL),1
DB11582,thiocolchicoside,C0026838,Muscle Spasticity,1
DB11591,bilastine,C0042109,urticaria,1
DB11591,bilastine,C2607914,Allergic Rhinitis (Disorder),1
DB11591,bilastine,C0009763,conjunctivitis,1
DB11595,Atezolizumab,C0007138,"Carcinoma, Transitional Cell",1
DB11131,capsicum oleoresin,C0003864,Arthritis,1
DB09301,CHONDROITIN SODIUM,C0029408,osteoarthritis,1
DB09131,cupric chloride,C0268070,Hypocupremia,1
DB09067,corticorelin ovine triflutate,C0010481,Cushing's syndrome,1
DB09067,corticorelin ovine triflutate,C0405580,Adrenal Cortical Hypofunction,1
DB06695,,C0004238,atrial fibrillation (AF),1
DB06695,,C0038454,stroke,1
DB06695,,C1861172,Venous Thromboembolism,1
DB06695,,C0040053,thrombosis,1
DB00729,,C0017152,gastritis,1
DB00729,,C0030920,Peptic Ulcer,1
DB00729,,C0004096,asthma,1
DB13954,estradiol cypionate,C0020619,hypogonadism,1
DB00823,ethynodiol-diacetate,C0014175,endometriosis,1
DB00823,ethynodiol-diacetate,C0020619,hypogonadism,1
DB05260,,C0020437,hypercalcemia,1
DB05260,,C0024305,non-Hodgkin lymphoma (NHL),1
DB00071,"insulin, neutral",C0011849,diabetes mellitus,1
DB00688,mycophenolate-mofetil,C0033860,psoriasis,1
DB00984,Nandrolone phenpropionate,C0272375,Antithrombin Iii Deficiency,1
DB00984,Nandrolone phenpropionate,C0678222,Breast Carcinoma,1
DB00984,Nandrolone phenpropionate,C0878787,Growth Failure,1
DB00984,Nandrolone phenpropionate,C0002893,Refractory Anemias,1
DB00114,Pyridoxal Phosphate,C0162429,Malnutrition,1
DB14006,choline salicylate,C0003873,rheumatoid arthritis,1
DB14006,choline salicylate,C0029408,osteoarthritis,1
DB13943,testosterone cypionate,C0271623,Hypogonadotropic Hypogonadism,1
DB13943,testosterone cypionate,C0342384,Idiopathic Hypogonadotropic Hypogonadism,1
DB13943,testosterone cypionate,C0029191,Orchitis,1
DB13943,testosterone cypionate,C0948896,Primary Hypogonadism,1
DB13943,testosterone cypionate,C0151721,Testicular Hypogonadism,1
DB09270,coenzyme Q10,C0018802,congestive heart failure,1
DB09270,coenzyme Q10,C0020179,Huntington's disease,1
DB09270,coenzyme Q10,C0020473,hyperlipidemia,1
DB00032,Follicle Stimulating Hormone,C0021359,infertility,1
DB01839,propylene glycol,C0022638,Ketosis,1
DB09241,Methylene Blue,C0023869,Lithiasis,1
DB09241,Methylene Blue,C0025637,methemoglobinemia,1
DB00054,Abciximab,C0002965,"Angina, Unstable",1
DB00054,Abciximab,C0040053,thrombosis,1
DB01418,acenocoumarol,C0040038,Thromboembolism,1
DB01418,acenocoumarol,C0040053,thrombosis,1
DB01418,acenocoumarol,C0149871,deep vein thrombosis (DVT),1
DB00414,acetohexamide,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB00414,acetohexamide,C0020456,hyperglycemia,1
DB00414,acetohexamide,C0011849,diabetes mellitus,1
DB00511,,C0018802,congestive heart failure,1
DB00511,,C0003811,Cardiac Arrhythmia,1
DB00173,Adenine,C0162429,Malnutrition,1
DB00546,Adinazolam,C0038220,status epilepticus,1
DB01426,ajmaline,C0003811,Cardiac Arrhythmia,1
DB01426,ajmaline,C0043202,Wolff-Parkinson-White Syndrome (WPW),1
DB00523,Alitretinoin,C0276535,Aids With Kaposi'S Sarcoma,1
DB00523,Alitretinoin,C0036220,Kaposi sarcoma,1
DB00523,Alitretinoin,C0023487,acute promyelocytic leukemia (APL),1
DB00523,Alitretinoin,C0022593,keratosis,1
DB00523,Alitretinoin,C0011603,dermatitis,1
DB01431,allylestrenol,C0022876,Premature Obstetric Labor,1
DB01431,allylestrenol,C0000786,Spontaneous Abortion,1
DB00866,alprenolol,C0003811,Cardiac Arrhythmia,1
DB00866,alprenolol,C0002962,angina pectoris,1
DB01616,alverine,C0006142,Malignant Neoplasm Of Breast,1
DB01616,alverine,C0013390,Dysmenorrhea,1
DB01616,alverine,C0022104,irritable bowel syndrome,1
DB01143,amifostine,C0278996,Cancer Of Head And Neck,1
DB01143,amifostine,C1140680,Malignant Neoplasm Of Ovary,1
DB00276,amsacrine,C0023467,"Leukemia, Myelocytic, Acute",1
DB01125,anisindione,C0004238,atrial fibrillation (AF),1
DB01125,anisindione,C0027051,Myocardial Infarction,1
DB01125,anisindione,C0040053,thrombosis,1
DB01125,anisindione,C0149871,deep vein thrombosis (DVT),1
DB00029,Anistreplase,C0027051,Myocardial Infarction,1
DB00029,Anistreplase,C0034065,pulmonary embolism (PE),1
DB00029,Anistreplase,C0040053,thrombosis,1
DB11157,,C0033860,psoriasis,1
DB01102,Arbutamine,C1956346,coronary artery disease (CAD),1
DB06697,,C0036323,schistosomiasis,1
DB09059,atosiban,C0022876,Premature Obstetric Labor,1
DB09059,atosiban,C0038454,stroke,1
DB09059,atosiban,C0002962,angina pectoris,1
DB09059,atosiban,C0027051,Myocardial Infarction,1
DB09059,atosiban,C0020473,hyperlipidemia,1
DB00572,atropine,C0003811,Cardiac Arrhythmia,1
DB00572,atropine,C0004096,asthma,1
DB00572,atropine,C0428977,bradycardia,1
DB00572,atropine,C0018790,cardiac arrest,1
DB00572,atropine,C0037188,Sinoatrial Block,1
DB00572,atropine,C0038358,Gastric Ulcer,1
DB00572,atropine,C0042164,Uveitis,1
DB00572,atropine,C0026961,Mydriasis,1
DB00572,atropine,C0002418,amblyopia,1
DB09121,aurothioglucose,C0003872,psoriatic arthritis,1
DB09121,aurothioglucose,C0030807,Pemphigus,1
DB09121,aurothioglucose,C0003873,rheumatoid arthritis,1
DB00928,azacitidine,C3463824,Myelodysplastic Syndrome,1
DB00928,azacitidine,C0023480,chronic myelomonocytic leukemia (CMMoL),1
DB00928,azacitidine,C0002894,Refractory Anaemia With Excess Blasts,1
DB00928,azacitidine,C0002893,Refractory Anemias,1
DB00928,azacitidine,C0002871,anemia,1
DB01408,bambuterol,C0004096,asthma,1
DB01408,bambuterol,C0022876,Premature Obstetric Labor,1
DB01408,bambuterol,C0034067,Pulmonary Emphysema,1
DB12023,benralizumab,C0004096,asthma,1
DB12783,benserazide,C0030567,Parkinson's Disease,1
DB12783,benserazide,C0013384,Dyskinetic Syndrome,1
DB00562,benzthiazide,C0013604,edema,1
DB00562,benzthiazide,C0018802,congestive heart failure,1
DB00562,benzthiazide,C0027726,nephrotic syndrome,1
DB04115,,C0042345,varicose veins,1
DB04115,,C0014356,Enterocolitis,1
DB12364,betrixaban,C0040053,thrombosis,1
DB12364,betrixaban,C0149871,deep vein thrombosis (DVT),1
DB01295,bevantolol,C0003811,Cardiac Arrhythmia,1
DB01295,bevantolol,C0002962,angina pectoris,1
DB00006,bivalirudin,C0002965,"Angina, Unstable",1
DB00006,bivalirudin,C0040053,thrombosis,1
DB00006,bivalirudin,C0002962,angina pectoris,1
DB08807,bopindolol,C0004238,atrial fibrillation (AF),1
DB08807,bopindolol,C0013604,edema,1
DB08807,bopindolol,C0042514,ventricular tachycardia (VT),1
DB08807,bopindolol,C1956346,coronary artery disease (CAD),1
DB05541,brivaracetam,C0014544,epilepsy,1
DB05541,brivaracetam,C0270736,Essential Tremor,1
DB05541,brivaracetam,C0036572,seizures,1
DB01558,Bromazepam,C0236663,Alcohol Withdrawal Syndrome,1
DB06719,Buserelin,C0021359,infertility,1
DB06719,Buserelin,C0021361,Female Infertility,1
DB00821,carprofen,C0029408,osteoarthritis,1
DB00439,,C0020473,hyperlipidemia,1
DB00439,,C0020443,hypercholesterolemia,1
DB00439,,C0020476,Hyperlipoproteinemias,1
DB01034,,C0020473,hyperlipidemia,1
DB00185,cevimeline,C1527336,sjogren's syndrome,1
DB08800,chloropyramine,C0004096,asthma,1
DB08800,chloropyramine,C2607914,Allergic Rhinitis (Disorder),1
DB08800,chloropyramine,C0013604,edema,1
DB08800,chloropyramine,C0009763,conjunctivitis,1
DB01012,cinacalcet,C0020437,hypercalcemia,1
DB01012,cinacalcet,C0020503,"Hyperparathyroidism, Secondary",1
DB01012,cinacalcet,C0687150,Parathyroid Gland Adenocarcinoma,1
DB01012,cinacalcet,C0020502,hyperparathyroidism,1
DB01012,cinacalcet,C1561643,chronic kidney disease (CKD),1
DB00587,,C0003811,Cardiac Arrhythmia,1
DB00587,,C0004096,asthma,1
DB08810,Cinitapride,C0017168,gastroesophageal reflux disease (GERD),1
DB09064,ciprofibrate,C0020473,hyperlipidemia,1
DB09064,ciprofibrate,C0020476,Hyperlipoproteinemias,1
DB09064,ciprofibrate,C0020443,hypercholesterolemia,1
DB01407,clenbuterol,C0004096,asthma,1
DB01284,Cosyntropin,C0405580,Adrenal Cortical Hypofunction,1
DB00148,,C0162429,Malnutrition,1
DB04838,cyclandelate,C0003850,arteriosclerosis,1
DB04838,cyclandelate,C0034734,Raynaud's disease,1
DB00606,cyclothiazide,C0013604,edema,1
DB00606,cyclothiazide,C0018802,congestive heart failure,1
DB00606,cyclothiazide,C0027726,nephrotic syndrome,1
DB04840,debrisoquin,C0020544,Renal Hypertension,1
DB06699,degarelix,C0376358,Malignant Neoplasm Of Prostate,1
DB01708,Dehydroepiandrosterone,C0242350,erectile dysfunction,1
DB01708,Dehydroepiandrosterone,C0024141,"Lupus Erythematosus, Systemic",1
DB01708,Dehydroepiandrosterone,C0149745,Oral Ulcer,1
DB01708,Dehydroepiandrosterone,C0029453,Osteopenia,1
DB01708,Dehydroepiandrosterone,C0029456,osteoporosis,1
DB01708,Dehydroepiandrosterone,C0001623,Adrenal Gland Hypofunction,1
DB01089,deserpidine,C0013384,Dyskinetic Syndrome,1
DB01078,deslanoside,C0003811,Cardiac Arrhythmia,1
DB01078,deslanoside,C0018802,congestive heart failure,1
DB01078,deslanoside,C0018801,Heart Failure,1
DB01078,deslanoside,C0004238,atrial fibrillation (AF),1
DB01078,deslanoside,C0004239,Atrial Flutter,1
DB01078,deslanoside,C0039240,Supraventricular Tachycardia,1
DB00304,desogestrel,C0014175,endometriosis,1
DB00380,dexrazoxane,C0878544,cardiomyopathy,1
DB00380,dexrazoxane,C1458155,Mammary Neoplasms,1
DB00255,Diethylstilbestrol,C0376358,Malignant Neoplasm Of Prostate,1
DB00255,Diethylstilbestrol,C0151526,Premature Birth,1
DB00255,Diethylstilbestrol,C0000786,Spontaneous Abortion,1
DB00255,Diethylstilbestrol,C1458155,Mammary Neoplasms,1
DB00255,Diethylstilbestrol,C0033578,Prostatic Neoplasms,1
DB01396,Digitoxin,C0003811,Cardiac Arrhythmia,1
DB01396,Digitoxin,C0018802,congestive heart failure,1
DB01396,Digitoxin,C0018801,Heart Failure,1
DB01396,Digitoxin,C0004238,atrial fibrillation (AF),1
DB01396,Digitoxin,C0004239,Atrial Flutter,1
DB01396,Digitoxin,C0036980,"Shock, Cardiogenic",1
DB01396,Digitoxin,C0039240,Supraventricular Tachycardia,1
DB08801,dimetindene,C0020517,Hypersensitivity,1
DB08801,dimetindene,C1527304,Allergic Reaction,1
DB08801,dimetindene,C0013182,Drug Allergy,1
DB08801,dimetindene,C0015230,Exanthema,1
DB08801,dimetindene,C0016470,Food Allergy,1
DB08801,dimetindene,C0018621,Hay Fever,1
DB08801,dimetindene,C0042109,urticaria,1
DB00204,,C0003811,Cardiac Arrhythmia,1
DB00204,,C0004238,atrial fibrillation (AF),1
DB00204,,C0004239,Atrial Flutter,1
DB06410,doxercalciferol,C0020503,"Hyperparathyroidism, Secondary",1
DB06410,doxercalciferol,C0020502,hyperparathyroidism,1
DB06410,doxercalciferol,C1561643,chronic kidney disease (CKD),1
DB09273,doxofylline,C0004096,asthma,1
DB00378,dydrogesterone,C0000809,"Abortion, Habitual",1
DB00378,dydrogesterone,C0156404,Irregular Periods,1
DB00378,dydrogesterone,C0021359,infertility,1
DB00228,Enflurane,C0151636,Premature Ventricular Contractions,1
DB04880,enoximone,C0018802,congestive heart failure,1
DB00824,,C0003811,Cardiac Arrhythmia,1
DB00824,,C0004096,asthma,1
DB00824,,C0011882,Diabetic Neuropathies,1
DB00824,,C0002895,"Anemia, Sickle Cell",1
DB01215,Estazolam,C0021603,Sleep Initiation And Maintenance Disorders,1
DB00898,Ethanol,C0150055,chronic pain,1
DB00898,Ethanol,C0040997,Trigeminal Neuralgia,1
DB08983,etofibrate,C0020443,hypercholesterolemia,1
DB08983,etofibrate,C0020473,hyperlipidemia,1
DB08983,etofibrate,C0020557,hypertriglyceridemia,1
DB00292,etomidate,C0007786,Brain Ischemia,1
DB00292,etomidate,C0038220,status epilepticus,1
DB01628,etoricoxib,C0038013,ankylosing spondylitis,1
DB01628,etoricoxib,C0029408,osteoarthritis,1
DB01628,etoricoxib,C0018099,gout,1
DB01628,etoricoxib,C0003873,rheumatoid arthritis,1
DB01628,etoricoxib,C0003864,Arthritis,1
DB01628,etoricoxib,C0003872,psoriatic arthritis,1
DB00990,exemestane,C1458155,Mammary Neoplasms,1
DB01276,exenatide,C0020456,hyperglycemia,1
DB01276,exenatide,C0011849,diabetes mellitus,1
DB04953,retigabine,C0014544,epilepsy,1
DB00093,Felypressin,C0022116,Ischemia,1
DB00574,Fenfluramine,C0028754,obesity,1
DB01288,,C0022876,Premature Obstetric Labor,1
DB01288,,C0004096,asthma,1
DB01099,flucytosine,C0025289,meningitis,1
DB01073,fludarabine,C0023434,chronic lymphocytic leukemia (CLL),1
DB01073,fludarabine,C0024305,non-Hodgkin lymphoma (NHL),1
DB06716,Fospropofol,C0038220,status epilepticus,1
DB12010,fostamatinib,C0079731,B-Cell Lymphomas,1
DB12010,fostamatinib,C0398650,Immune Thrombocytopenic Purpura,1
DB12010,fostamatinib,C0003873,rheumatoid arthritis,1
DB00452,Framycetin,C0005741,blepharitis,1
DB00452,Framycetin,C0019151,hepatic encephalopathy (HE),1
DB00947,fulvestrant,C1458155,Mammary Neoplasms,1
DB00947,fulvestrant,C0006142,Malignant Neoplasm Of Breast,1
DB06785,ganirelix,C0085083,Ovarian Hyperstimulation Syndrome,1
DB01296,glucosamine,C0029408,osteoarthritis,1
DB01296,glucosamine,C0231528,muscle pain,1
DB01296,glucosamine,C0003873,rheumatoid arthritis,1
DB01296,glucosamine,C0003862,joint pain,1
DB00143,Glutathione,C0162429,Malnutrition,1
DB01094,Hesperetin,C0020473,hyperlipidemia,1
DB08957,hexoprenaline,C0004096,asthma,1
DB08957,hexoprenaline,C0022876,Premature Obstetric Labor,1
DB08818,,C0003864,Arthritis,1
DB08818,,C0029408,osteoarthritis,1
DB08818,,C0017601,glaucoma,1
DB08818,,C0282488,interstitial cystitis (IC),1
DB08818,,C0037299,skin ulcer,1
DB14061,hycanthone,C0036323,schistosomiasis,1
DB00308,ibutilide,C0004238,atrial fibrillation (AF),1
DB00308,ibutilide,C0004239,Atrial Flutter,1
DB00308,ibutilide,C0003811,Cardiac Arrhythmia,1
DB05039,indacaterol,C0001883,Airway Obstruction,1
DB05039,indacaterol,C0008677,"Bronchitis, Chronic",1
DB05039,indacaterol,C0024117,Chronic Obstructive Airway Disease,1
DB05039,indacaterol,C0034067,Pulmonary Emphysema,1
DB00192,,C0003811,Cardiac Arrhythmia,1
DB00677,isoflurophate,C0017601,glaucoma,1
DB00677,isoflurophate,C0038379,Strabismus,1
DB06706,isometheptene-mucate,C0149931,Migraine Disorders,1
DB06706,isometheptene-mucate,C0018681,headache,1
DB09401,isosorbide,C0017168,gastroesophageal reflux disease (GERD),1
DB09401,isosorbide,C0018802,congestive heart failure,1
DB09401,isosorbide,C0017601,glaucoma,1
DB09401,isosorbide,C0002962,angina pectoris,1
DB09401,isosorbide,C1956346,coronary artery disease (CAD),1
DB08802,Isothipendyl,C1527304,Allergic Reaction,1
DB06218,lacosamide,C0014544,epilepsy,1
DB06218,lacosamide,C0036572,seizures,1
DB11629,laropiprant,C0242339,dyslipidemia,1
DB11629,laropiprant,C0020443,hypercholesterolemia,1
DB11629,laropiprant,C0020473,hyperlipidemia,1
DB01006,letrozole,C0006142,Malignant Neoplasm Of Breast,1
DB01006,letrozole,C1458155,Mammary Neoplasms,1
DB00504,levallorphan,C0235063,respiratory depression,1
DB00848,Levamisole,C0278996,Cancer Of Head And Neck,1
DB00848,Levamisole,C0025202,melanoma,1
DB00848,Levamisole,C0009375,Colonic Neoplasms,1
DB06707,levonordefrin,C0149745,Oral Ulcer,1
DB06707,levonordefrin,C0019080,hemorrhage,1
DB04967,,C0036323,schistosomiasis,1
DB06272,maxacalcitol,C0596263,Carcinogenesis,1
DB06272,maxacalcitol,C0033860,psoriasis,1
DB06272,maxacalcitol,C0042870,vitamin D deficiency,1
DB06272,maxacalcitol,C0042842,Vitamin A Deficiency,1
DB06272,maxacalcitol,C0020502,hyperparathyroidism,1
DB01043,memantine,C0030567,Parkinson's Disease,1
DB01043,memantine,C0002395,Alzheimer's disease,1
DB01043,memantine,C0013384,Dyskinetic Syndrome,1
DB09516,mequinol,C0162834,Hyperpigmentation,1
DB01071,Mequitazine,C2607914,Allergic Rhinitis (Disorder),1
DB01071,Mequitazine,C0018621,Hay Fever,1
DB01071,Mequitazine,C0042109,urticaria,1
DB00610,metaraminol,C0019080,hemorrhage,1
DB00610,metaraminol,C0020649,hypotension,1
DB06709,methacholine,C0085129,Bronchial Hyperreactivity,1
DB06709,methacholine,C0017601,glaucoma,1
DB00247,methysergide,C0149931,Migraine Disorders,1
DB00247,methysergide,C0018681,headache,1
DB01011,metyrapone,C0010481,Cushing's syndrome,1
DB00805,minaprine,C0030567,Parkinson's Disease,1
DB00600,monobenzone,C0042900,vitiligo,1
DB00157,NADH,C0002395,Alzheimer's disease,1
DB00157,NADH,C0030567,Parkinson's Disease,1
DB00699,nicergoline,C0024437,macular degeneration,1
DB00699,nicergoline,C0149931,Migraine Disorders,1
DB00699,nicergoline,C0034734,Raynaud's disease,1
DB00699,nicergoline,C0004153,atherosclerosis,1
DB00699,nicergoline,C0040053,thrombosis,1
DB09220,nicorandil,C0003811,Cardiac Arrhythmia,1
DB09220,nicorandil,C0002962,angina pectoris,1
DB04743,nimesulide,C0029408,osteoarthritis,1
DB06713,norelgestromin,C0006142,Malignant Neoplasm Of Breast,1
DB06713,norelgestromin,C0002453,amenorrhea,1
DB09371,noretynodrel,C0002453,amenorrhea,1
DB09371,noretynodrel,C0014173,Endometrial Hyperplasia,1
DB09371,noretynodrel,C0021361,Female Infertility,1
DB06152,buphenine,C0022876,Premature Obstetric Labor,1
DB06152,buphenine,C0034734,Raynaud's disease,1
DB11988,ocrelizumab,C0003873,rheumatoid arthritis,1
DB00083,,C0038379,Strabismus,1
DB00083,,C2930898,Benign Essential Blepharospasm,1
DB11130,Opium,C0010346,Crohn's disease,1
DB11130,Opium,C0014356,Enterocolitis,1
DB01092,ouabain,C0003811,Cardiac Arrhythmia,1
DB01092,ouabain,C0004238,atrial fibrillation (AF),1
DB01092,ouabain,C0004239,Atrial Flutter,1
DB01092,ouabain,C0018801,Heart Failure,1
DB00621,oxandrolone,C0029456,osteoporosis,1
DB00621,oxandrolone,C0018273,Growth Disorders,1
DB01303,,C0004096,asthma,1
DB01303,,C0034067,Pulmonary Emphysema,1
DB01303,,C0003578,Apnea,1
DB01303,,C0428977,bradycardia,1
DB09140,Oxygen,C0017086,Gangrene,1
DB09140,Oxygen,C0032285,pneumonia,1
DB09140,Oxygen,C0034069,Pulmonary Fibrosis,1
DB09140,Oxygen,C0035229,Respiratory Insufficiency,1
DB00910,paricalcitol,C2316810,Chronic Kidney Disease Stage 5,1
DB00910,paricalcitol,C0020503,"Hyperparathyroidism, Secondary",1
DB00910,paricalcitol,C0020502,hyperparathyroidism,1
DB00910,paricalcitol,C1561643,chronic kidney disease (CKD),1
DB00910,paricalcitol,C0020550,hyperthyroidism,1
DB01090,pentolinium,C0020546,Hypertensive Crisis,1
DB00914,Phenformin,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB00914,Phenformin,C0020456,hyperglycemia,1
DB00498,phenindione,C0004238,atrial fibrillation (AF),1
DB00498,phenindione,C0004239,Atrial Flutter,1
DB00498,phenindione,C0878544,cardiomyopathy,1
DB00498,phenindione,C0034065,pulmonary embolism (PE),1
DB00498,phenindione,C0398623,Thrombophilia,1
DB00498,phenindione,C0040053,thrombosis,1
DB00498,phenindione,C0149871,deep vein thrombosis (DVT),1
DB00812,Phenylbutazone,C0038013,ankylosing spondylitis,1
DB00337,pimecrolimus,C0011615,"Dermatitis, Atopic",1
DB00337,pimecrolimus,C0011603,dermatitis,1
DB00337,pimecrolimus,C0013595,eczema,1
DB01297,,C0003811,Cardiac Arrhythmia,1
DB01278,Pramlintide,C0020456,hyperglycemia,1
DB01278,Pramlintide,C0011849,diabetes mellitus,1
DB01035,procainamide,C0003811,Cardiac Arrhythmia,1
DB01035,procainamide,C0085612,ventricular arrhythmias,1
DB01035,procainamide,C0004238,atrial fibrillation (AF),1
DB01035,procainamide,C0004239,Atrial Flutter,1
DB01035,procainamide,C0039240,Supraventricular Tachycardia,1
DB01035,procainamide,C0042514,ventricular tachycardia (VT),1
DB01035,procainamide,C0151636,Premature Ventricular Contractions,1
DB01366,procaterol,C0004096,asthma,1
DB01366,procaterol,C0024117,Chronic Obstructive Airway Disease,1
DB00392,profenamine,C0013384,Dyskinetic Syndrome,1
DB00392,profenamine,C0030567,Parkinson's Disease,1
DB00837,,C0014544,epilepsy,1
DB00837,,C0013384,Dyskinetic Syndrome,1
DB00837,,C0030567,Parkinson's Disease,1
DB00777,propiomazine,C0021603,Sleep Initiation And Maintenance Disorders,1
DB00818,propofol,C0038220,status epilepticus,1
DB06714,propylhexedrine,C2607914,Allergic Rhinitis (Disorder),1
DB06714,propylhexedrine,C0020517,Hypersensitivity,1
DB06714,propylhexedrine,C0028754,obesity,1
DB06714,propylhexedrine,C0015967,fever,1
DB00147,pyridoxal,C0162429,Malnutrition,1
DB00147,pyridoxal,C0936215,vitamin B6 deficiency,1
DB00147,pyridoxal,C0014544,epilepsy,1
DB01325,quinethazone,C0013604,edema,1
DB01325,quinethazone,C0018802,congestive heart failure,1
DB01325,quinethazone,C0027726,nephrotic syndrome,1
DB00293,raltitrexed,C1527249,colorectal cancer,1
DB00293,raltitrexed,C0025500,mesothelioma,1
DB06213,regadenoson,C0878544,cardiomyopathy,1
DB00212,Remikiren,C0018801,Heart Failure,1
DB11085,resorcinol,C0035854,rosacea,1
DB11085,resorcinol,C0022593,keratosis,1
DB11085,resorcinol,C0702166,Acne,1
DB11085,resorcinol,C0013595,eczema,1
DB11085,resorcinol,C0033860,psoriasis,1
DB11085,resorcinol,C0036508,seborrheic dermatitis,1
DB02709,resveratrol,C0596263,Carcinogenesis,1
DB06228,rivaroxaban,C0038454,stroke,1
DB06228,rivaroxaban,C0040053,thrombosis,1
DB06228,rivaroxaban,C1861172,Venous Thromboembolism,1
DB06228,rivaroxaban,C0004238,atrial fibrillation (AF),1
DB06228,rivaroxaban,C0149871,deep vein thrombosis (DVT),1
DB06228,rivaroxaban,C0034065,pulmonary embolism (PE),1
DB00533,,C0029408,osteoarthritis,1
DB00533,,C0149931,Migraine Disorders,1
DB00533,,C0003873,rheumatoid arthritis,1
DB00533,,C0013390,Dysmenorrhea,1
DB00412,Rosiglitazone,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB00412,Rosiglitazone,C0020456,hyperglycemia,1
DB06654,safinamide,C0030567,Parkinson's Disease,1
DB06654,safinamide,C0014544,epilepsy,1
DB06739,seratrodast,C0004096,asthma,1
DB00489,sotalol,C0003811,Cardiac Arrhythmia,1
DB00489,sotalol,C0085612,ventricular arrhythmias,1
DB00489,sotalol,C0004238,atrial fibrillation (AF),1
DB00489,sotalol,C0004239,Atrial Flutter,1
DB00489,sotalol,C0039240,Supraventricular Tachycardia,1
DB00489,sotalol,C0042514,ventricular tachycardia (VT),1
DB00489,sotalol,C0042510,ventricular fibrillation (VF),1
DB00127,Spermine,C0162429,Malnutrition,1
DB00086,Streptokinase,C0151942,Arterial Thrombosis,1
DB00086,Streptokinase,C0149871,deep vein thrombosis (DVT),1
DB00086,Streptokinase,C0034065,pulmonary embolism (PE),1
DB00086,Streptokinase,C0027051,Myocardial Infarction,1
DB00086,Streptokinase,C0042487,Venous Thrombosis,1
DB00086,Streptokinase,C0040053,thrombosis,1
DB00428,streptozotocin,C0346647,Malignant Neoplasm Of Pancreas,1
DB00428,streptozotocin,C0009404,Colorectal Neoplasms,1
DB00428,streptozotocin,C0019829,Hodgkin's lymphoma,1
DB00428,streptozotocin,C0030297,Pancreatic Neoplasm,1
DB01079,,C0022104,irritable bowel syndrome,1
DB00342,Terfenadine,C2607914,Allergic Rhinitis (Disorder),1
DB00342,Terfenadine,C0018621,Hay Fever,1
DB04844,tetrabenazine,C0008489,Chorea,1
DB04844,tetrabenazine,C0020179,Huntington's disease,1
DB04844,tetrabenazine,C0026650,Movement Disorders,1
DB00470,,C0003123,anorexia,1
DB00470,,C0343755,Hiv Wasting Syndrome,1
DB01412,Theobromine,C0004096,asthma,1
DB11571,,C0019080,hemorrhage,1
DB11635,tocofersolan,C0042875,vitamin E deficiency,1
DB08811,tofisopam,C0236663,Alcohol Withdrawal Syndrome,1
DB08811,tofisopam,C0003467,anxiety,1
DB00081,Tositumomab,C0024301,follicular lymphoma,1
DB08604,,C0020473,hyperlipidemia,1
DB08604,,C0702166,Acne,1
DB08814,triflusal,C0004238,atrial fibrillation (AF),1
DB08814,triflusal,C0007785,Cerebral Infarction,1
DB08814,triflusal,C0027051,Myocardial Infarction,1
DB08814,triflusal,C0040053,thrombosis,1
DB08814,triflusal,C0038454,stroke,1
DB01157,Trimetrexate,C0007102,Malignant Tumor Of Colon,1
DB13179,troleandomycin,C0155862,Streptococcal Pneumonia,1
DB13179,troleandomycin,C0004096,asthma,1
DB13179,troleandomycin,C0032285,pneumonia,1
DB13179,troleandomycin,C0037199,sinusitis,1
DB03754,Tromethamine,C0001122,Acidosis,1
DB01199,tubocurarine,C0026896,myasthenia gravis,1
DB00094,,C0021361,Female Infertility,1
DB00094,,C0032460,Polycystic Ovary Syndrome,1
DB00094,,C0021359,infertility,1
DB00580,,C0029408,osteoarthritis,1
DB00580,,C0003873,rheumatoid arthritis,1
DB00580,,C0013390,Dysmenorrhea,1
DB04894,Vapreotide,C0023890,hepatic cirrhosis,1
DB04898,Ximelagatran,C0149871,deep vein thrombosis (DVT),1
DB04898,Ximelagatran,C0040053,thrombosis,1
DB01392,yohimbine,C0242350,erectile dysfunction,1
DB01392,yohimbine,C0428977,bradycardia,1
DB01593,zinc,C0042345,varicose veins,1
DB00909,zonisamide,C0014544,epilepsy,1
DB00909,zonisamide,C0036572,seizures,1
DB06775,carglumic-acid,C0220994,hyperammonemia,1
DB06775,carglumic-acid,C0268543,"Hyperammonemia, Type Iii",1
